chr	start	end	length	nCG	areaStat
chr22	36181106	36182602	1497	7	88.5814224428533
chr22	40406084	40406763	680	12	-88.5666508098492
chr22	33846961	33847447	487	9	88.5382672632882
chr22	42928779	42929325	547	12	-88.4749058313843
chr22	48705680	48705740	61	6	88.4489817856119
chr22	46343399	46344822	1424	9	-88.3473461367794
chr22	35654873	35656597	1725	10	-88.3217966278254
chr22	34416431	34418612	2182	7	-88.0754905096447
chr22	30601381	30602437	1057	14	-87.8535215951377
chr22	40045791	40045868	78	9	87.7902938984491
chr22	29765293	29765676	384	8	-87.7891421449268
chr22	44130551	44130859	309	8	-87.6791789478128
chr22	45376796	45377654	859	10	-87.6425998378292
chr22	22280147	22283198	3052	8	87.5786506152277
chr22	47450276	47451209	934	10	-87.5358884932411
chr22	48463981	48464399	419	8	87.459172199778
chr22	30051434	30051855	422	10	87.4267934183221
chr22	21805528	21805703	176	8	-87.4221580679286
chr22	45520414	45521282	869	15	-87.2668817145866
chr22	28803749	28804168	420	6	-87.2326108341173
chr22	37566905	37567770	866	8	87.0195945484214
chr22	41895673	41895813	141	5	-86.989846341376
chr22	34744209	34748383	4175	8	-86.7740915565863
chr22	38965411	38965659	249	17	-86.6915322153954
chr22	20200257	20202301	2045	6	86.622436167792
chr22	44505058	44505471	414	13	86.5612489704793
chr22	19394706	19395033	328	8	86.4727474026194
chr22	36780349	36781772	1424	11	-86.2223242375054
chr22	38615216	38615679	464	7	86.0696979742103
chr22	19384875	19385890	1016	8	85.943403836776
chr22	37858610	37859661	1052	7	-85.9089888200777
chr22	37649364	37651272	1909	10	-85.8995931641926
chr22	42667374	42668151	778	11	85.8406173445121
chr22	19619018	19620784	1767	9	-85.6478899153749
chr22	24182321	24182512	192	6	85.3403521570261
chr22	29410139	29411144	1006	10	-85.3049481042993
chr22	47441209	47441515	307	13	-85.2465410124495
chr22	29319412	29319692	281	6	85.064813509338
chr22	49856417	49856803	387	11	84.9756773188014
chr22	40956483	40957387	905	6	84.8987195593795
chr22	47025378	47027142	1765	10	84.859235229702
chr22	39649063	39651432	2370	10	84.7980136916301
chr22	30220812	30221035	224	6	-84.7773904073229
chr22	30278233	30278597	365	11	84.7309707899067
chr22	40724477	40725118	642	5	-84.5300319061516
chr22	39526971	39527070	100	7	-84.5212481614877
chr22	39110530	39111405	876	11	84.4929053500718
chr22	38962108	38962739	632	8	84.4694588299705
chr22	43112425	43112582	158	6	-84.1344161374931
chr22	31095074	31095729	656	8	84.1228521489103
chr22	35167420	35169338	1919	7	-84.0458879410941
chr22	36985667	36986778	1112	10	84.002214707959
chr22	47359323	47361197	1875	19	-83.9872009570807
chr22	28508650	28509639	990	12	-83.9334538395117
chr22	41417428	41419273	1846	12	-83.8317602857181
chr22	19677900	19678038	139	5	-83.7108750027075
chr22	20071816	20073258	1443	19	-83.6896761177649
chr22	37997424	37997766	343	9	-83.6657807479129
chr22	45358434	45362725	4292	17	-83.6412185838216
chr22	30097764	30099314	1551	8	-83.5467689048868
chr22	40006573	40007622	1050	9	83.4671505629323
chr22	36697922	36698175	254	9	83.4617533184248
chr22	40662574	40663731	1158	9	83.3803928751356
chr22	41061701	41063080	1380	10	83.3291511801351
chr22	40582857	40583462	606	8	83.2903062328221
chr22	26109720	26110531	812	10	83.1416017640113
chr22	49551220	49552879	1660	11	-83.0433907047364
chr22	44544019	44544208	190	5	-83.0154158390644
chr22	37001978	37002658	681	10	-82.9967096303985
chr22	17809134	17810183	1050	7	82.9502894574355
chr22	37851004	37851522	519	9	-82.9086060876831
chr22	42641255	42642236	982	9	82.9067925984162
chr22	18309714	18310279	566	11	82.7995966779888
chr22	29074393	29074956	564	13	82.7834660112025
chr22	39633478	39635223	1746	15	-82.6172354875018
chr22	29720872	29721588	717	6	82.6085339021379
chr22	48323514	48325232	1719	9	-82.5301785929777
chr22	40159876	40162465	2590	9	82.5199293171364
chr22	41981004	41981686	683	9	82.5013970259607
chr22	42258498	42259377	880	8	-82.4541289610898
chr22	37736620	37739168	2549	9	82.44542070148
chr22	34180187	34180486	300	6	82.4317025753869
chr22	32806476	32807202	727	11	-82.3680603236783
chr22	40503860	40504354	495	8	82.2654353958001
chr22	29588633	29589803	1171	5	-82.1271247864754
chr22	48512855	48517596	4742	8	-82.0412526365328
chr22	28031902	28034557	2656	12	-81.9941847210925
chr22	44525698	44526277	580	8	-81.5938932511807
chr22	49929671	49930420	750	7	-81.5799536889242
chr22	39815079	39815617	539	8	-81.4906568113269
chr22	23545730	23546342	613	9	-81.1872034136069
chr22	40022306	40022790	485	6	81.1228093813753
chr22	39150060	39150826	767	7	-81.0162500071653
chr22	47561590	47561779	190	8	-80.8332594301467
chr22	19068729	19068950	222	6	80.6955066806106
chr22	24796572	24797388	817	10	80.5722192487873
chr22	46108479	46109387	909	10	80.5232570631998
chr22	26886810	26887774	965	6	80.4819849776297
chr22	48030407	48031036	630	10	80.3509171667223
chr22	37965215	37967101	1887	8	-80.2878249413012
chr22	49478075	49478750	676	13	80.2850214476824
chr22	31117448	31118896	1449	5	80.1764345771749
chr22	17970362	17971686	1325	7	-80.1138371275046
chr22	18452503	18454164	1662	12	79.9578698099391
chr22	43936289	43936556	268	8	-79.9188528666676
chr22	17891713	17892466	754	9	-79.8703503518151
chr22	40517517	40518362	846	8	-79.8477188792998
chr22	27552728	27553663	936	8	79.7684949193319
chr22	47186079	47187252	1174	12	-79.403689409243
chr22	17611687	17612850	1164	11	79.3392192814779
chr22	32887118	32889266	2149	22	-79.2495652625081
chr22	35961011	35962087	1077	7	79.1724622368675
chr22	44915460	44916947	1488	13	78.8503072620456
chr22	48562842	48563289	448	7	-78.7338697355488
chr22	39549952	39550265	314	6	78.7199545448254
chr22	37409263	37412078	2816	7	-78.7004934002715
chr22	46134434	46134677	244	6	78.6987467349569
chr22	41963798	41964349	552	8	78.5534602169977
chr22	17955048	17955346	299	8	-78.4901767571684
chr22	47797896	47798088	193	11	-78.4589668277346
chr22	48340171	48342162	1992	10	-78.4131411762983
chr22	48634537	48635928	1392	8	-78.3885944565681
chr22	27226696	27226931	236	10	-78.3492084215524
chr22	31210009	31211925	1917	7	78.1300684465607
chr22	48074489	48076007	1519	6	-78.1102860529055
chr22	29417307	29418255	949	14	77.9672165164902
chr22	17753953	17754375	423	7	-77.9333413862848
chr22	49435193	49436493	1301	9	-77.921149777973
chr22	26119492	26120757	1266	8	77.8925581991853
chr22	35969371	35969949	579	14	-77.8516794313245
chr22	46453808	46454105	298	11	-77.7599282991264
chr22	31434557	31435800	1244	8	-77.6320747721165
chr22	21156032	21156350	319	16	77.4545423187854
chr22	27001893	27002764	872	8	-77.4303057479381
chr22	17565423	17565614	192	8	-77.3678898696867
chr22	47489068	47489164	97	11	-77.3439497761614
chr22	17619267	17620045	779	9	77.2816053756023
chr22	49624842	49627112	2271	10	-77.2350358322496
chr22	45583481	45583843	363	9	-77.2139111428356
chr22	42242062	42243056	995	6	-77.1014554338077
chr22	19103210	19104256	1047	7	-77.0897741103246
chr22	30154113	30155086	974	8	-77.0340864080218
chr22	48814835	48815233	399	12	76.9970502814912
chr22	19438215	19438387	173	8	76.9350510286682
chr22	46502969	46512216	9248	11	-76.7783918133947
chr22	26757758	26758877	1120	8	-76.7610728827055
chr22	27831717	27832312	596	9	-76.5620090602951
chr22	49643800	49648709	4910	9	76.5253932912217
chr22	33796554	33797053	500	8	76.5202962609899
chr22	45725486	45725770	285	6	-76.4269481314619
chr22	39240840	39241659	820	8	76.4196735033432
chr22	40832214	40832843	630	11	76.3898132238943
chr22	17795323	17795770	448	9	-76.3594583811689
chr22	48031194	48031777	584	10	76.3417038050263
chr22	29225426	29226069	644	13	-76.299673838977
chr22	29686358	29686497	140	10	76.048070468069
chr22	18366755	18367609	855	10	76.0203264737548
chr22	42992520	42993933	1414	11	-75.7255604822921
chr22	44725832	44726526	695	9	75.5238011877294
chr22	39189265	39190572	1308	12	75.5013835224751
chr22	48935131	48935187	57	6	-75.2711310448024
chr22	39808343	39809141	799	8	75.2164185611414
chr22	49115489	49115657	169	9	-75.1696895372383
chr22	21170388	21171346	959	6	75.1365930666699
chr22	39278628	39279206	579	7	-75.1348272409033
chr22	43699761	43700272	512	8	-74.9631075702462
chr22	37262096	37267146	5051	11	-74.9543149037629
chr22	33893955	33894450	496	12	74.9065417917042
chr22	17912087	17912652	566	6	-74.8223820762544
chr22	46078921	46079367	447	6	-74.7912481519523
chr22	48709024	48709968	945	10	-74.7887009390859
chr22	40099302	40100436	1135	9	-74.7400700415684
chr22	44107795	44108739	945	10	74.5708089067393
chr22	37023851	37024597	747	7	74.515046657368
chr22	44188804	44188983	180	8	-74.5047340122245
chr22	43355847	43356467	621	10	-74.4124300386356
chr22	27518627	27518802	176	10	-74.4021212012789
chr22	40390094	40390465	372	14	74.3703907028786
chr22	45399628	45399716	89	6	-74.2681322801162
chr22	24670742	24671161	420	8	-74.1900727468671
chr22	28144941	28145402	462	11	-73.9419960622421
chr22	29437353	29438148	796	5	-73.8889617486902
chr22	19381867	19383836	1970	12	73.7444254330186
chr22	40367083	40367502	420	5	-73.4194447220396
chr22	38567958	38569396	1439	14	-73.2801397095603
chr22	23580142	23580559	418	8	73.2698208815724
chr22	48451743	48451900	158	12	-73.0127713930421
chr22	29866023	29867154	1132	9	72.9419738762918
chr22	28172742	28173160	419	11	-72.9138255593097
chr22	34307432	34310524	3093	23	-72.8852117442106
chr22	32881243	32883601	2359	6	-72.8827816552305
chr22	37326800	37327930	1131	9	-72.8512023895507
chr22	34083574	34084360	787	5	72.8222461639858
chr22	40571619	40572844	1226	7	-72.7157684860319
chr22	49842139	49843370	1232	11	-72.6186479506183
chr22	21152915	21154034	1120	12	72.5108538963947
chr22	49505633	49507045	1413	7	-72.4629019924544
chr22	47369271	47370204	934	14	72.4307781828088
chr22	41680525	41681108	584	8	72.3964707685396
chr22	37655615	37656357	743	14	-72.3438604938434
chr22	49739967	49740472	506	6	-72.3184473138899
chr22	48282830	48284303	1474	7	-72.3043748165444
chr22	29608272	29616564	8293	17	72.1631491413231
chr22	18018336	18019135	800	5	-72.0710355812626
chr22	41982090	41982489	400	7	71.9515949976307
chr22	35500675	35501159	485	9	-71.9148781091356
chr22	34429430	34433267	3838	6	-71.8532758754836
chr22	49060972	49061300	329	12	71.8524135178656
chr22	43491390	43492593	1204	10	-71.7992108636065
chr22	34254833	34255663	831	7	-71.7495294191396
chr22	26495260	26496764	1505	6	-71.7352042228475
chr22	30415148	30415676	529	6	-71.6249561519103
chr22	46812603	46814313	1711	19	-71.5881148742299
chr22	23933186	23933675	490	5	-71.5860340268315
chr22	27933478	27934750	1273	11	-71.5298883167218
chr22	30807684	30811001	3318	9	71.5159918895434
chr22	42371560	42375956	4397	8	71.384632528205
chr22	31097077	31098595	1519	7	71.3062057933818
chr22	49562455	49567475	5021	18	71.3015154079096
chr22	37495172	37495634	463	7	-71.2594171714561
chr22	37512939	37515236	2298	10	-71.2436752178629
chr22	36923322	36923684	363	9	71.0948441376687
chr22	50443847	50444458	612	9	71.0261121559792
chr22	19052959	19053573	615	8	70.9903891552422
chr22	47830654	47831494	841	6	70.9293033366758
chr22	24246370	24247613	1244	5	-70.9035725295506
chr22	35444681	35450282	5602	12	-70.9021012615342
chr22	41899057	41899460	404	7	-70.8415068165865
chr22	37126003	37126517	515	7	-70.8291427019612
chr22	22395239	22398990	3752	8	-70.6816159633789
chr22	26248445	26253316	4872	15	-70.6178036476042
chr22	23296876	23297712	837	13	-70.6149922567877
chr22	50852385	50854655	2271	8	-70.6137839455279
chr22	24732803	24733393	591	5	-70.6125895758988
chr22	48751426	48751854	429	8	70.4731918975515
chr22	44607546	44608456	911	12	70.4345189563825
chr22	17870060	17870404	345	7	-70.3428555969331
chr22	44141855	44142160	306	16	70.302006423565
chr22	39804226	39804427	202	5	-70.2302075673975
chr22	42270650	42271563	914	13	-70.1471774858715
chr22	19143078	19143721	644	8	-70.0142520313412
chr22	37280119	37283174	3056	11	-69.9940659385222
chr22	22430222	22433538	3317	10	69.8935777112926
chr22	49657767	49658052	286	9	-69.8840833015942
chr22	19584865	19585220	356	10	-69.7821407414945
chr22	22081745	22082053	309	5	69.6714377146131
chr22	34929581	34930833	1253	6	-69.4969607125181
chr22	21160818	21161082	265	7	69.477006304852
chr22	23575153	23576315	1163	6	-69.3184831132245
chr22	47046105	47047003	899	6	69.2830396079689
chr22	24602982	24604025	1044	6	-69.281013200091
chr22	36236056	36240029	3974	12	69.1826269040262
chr22	50515146	50516206	1061	10	-69.1588611425055
chr22	41773194	41774259	1066	7	69.1246720037033
chr22	18420784	18421273	490	6	-68.9333568977122
chr22	43187161	43187571	411	9	68.9106427353134
chr22	36942673	36942985	313	8	68.7362238590067
chr22	48922480	48922577	98	6	-68.6291313611936
chr22	19468252	19468728	477	13	-68.5739782618239
chr22	25115182	25115546	365	13	-68.5454273793034
chr22	35796642	35796973	332	11	-68.5445983151388
chr22	39610399	39611194	796	6	-68.4259526027517
chr22	20876158	20877232	1075	6	68.252632422905
chr22	36330895	36332509	1615	8	-68.1681501450314
chr22	41670959	41671235	277	5	-68.1151369671523
chr22	48248409	48248591	183	9	-68.1009469697764
chr22	48061796	48062830	1035	10	67.8381085289335
chr22	27967627	27968900	1274	9	-67.7684460767905
chr22	33838184	33838397	214	6	67.7563103285048
chr22	46472513	46472780	268	14	-67.6418666365515
chr22	18394207	18394755	549	7	67.6287419008066
chr22	40127572	40129707	2136	15	-67.5417020342835
chr22	48866587	48868004	1418	10	67.5154060018535
chr22	43305507	43305885	379	9	67.4898315864831
chr22	26452636	26453228	593	11	-67.4580200199414
chr22	31093415	31094137	723	11	67.3298112676691
chr22	49850316	49851661	1346	9	67.3290219042017
chr22	26193646	26193940	295	7	-67.2835404679719
chr22	39194465	39195937	1473	7	67.2558348280835
chr22	37879444	37879892	449	6	-67.223327343597
chr22	37783290	37783744	455	8	-67.1668759558154
chr22	34850380	34855386	5007	7	-67.1666862867713
chr22	44721673	44721944	272	7	-67.1064955229772
chr22	37517849	37518971	1123	8	-67.1002612295577
chr22	30654148	30654435	288	5	-67.0443421505738
chr22	18465058	18465949	892	14	66.9693895639113
chr22	24041105	24041270	166	5	-66.8638286265003
chr22	48942610	48942711	102	8	66.7678806085262
chr22	35621192	35621582	391	5	-66.7678414597329
chr22	38804135	38804475	341	6	66.7540566782587
chr22	26883474	26884595	1122	9	66.7252898064423
chr22	37098567	37100036	1470	13	66.6139768562541
chr22	43966949	43967522	574	11	-66.5823993699858
chr22	38492830	38493044	215	7	66.5806394146626
chr22	26077541	26077709	169	8	66.5610622050654
chr22	49466070	49468514	2445	9	-66.543093139811
chr22	47969032	47969202	171	7	66.4918846844114
chr22	17922632	17923269	638	8	-66.3736887207762
chr22	33801651	33801881	231	10	-66.2373598898127
chr22	27802930	27803490	561	9	66.1999049079111
chr22	26101205	26102109	905	9	66.1453466804331
chr22	40004609	40005530	922	5	66.1069137907621
chr22	43329598	43329911	314	7	66.0920081511606
chr22	29684659	29685990	1332	14	65.9971007302333
chr22	34285143	34285279	137	8	65.9693666747666
chr22	47249362	47249716	355	12	-65.9616595378273
chr22	21158279	21159361	1083	7	65.6896538057657
chr22	40443951	40444265	315	7	-65.6535964024979
chr22	35047209	35048290	1082	5	-65.6229626000709
chr22	27693678	27693772	95	6	-65.6203714077717
chr22	48163950	48164481	532	10	-65.5462240823289
chr22	40116768	40117614	847	6	-65.5381732253444
chr22	49157670	49158736	1067	8	-65.4483335554909
chr22	17638402	17638933	532	10	65.3608312859351
chr22	49748006	49748324	319	5	-65.3579536865483
chr22	36461350	36461680	331	10	-65.3421290655989
chr22	20749121	20749333	213	14	65.3326441854789
chr22	37961748	37963821	2074	6	-65.1231054415109
chr22	42976974	42977102	129	9	65.0966330493768
chr22	28269303	28270441	1139	7	-65.0128538655865
chr22	42855565	42855866	302	11	-65.0048687931747
chr22	35849348	35850959	1612	7	-64.8966914879939
chr22	37015716	37016035	320	8	-64.806207996735
chr22	46205511	46205849	339	6	64.7945492426471
chr22	48392652	48393491	840	5	-64.6816337779424
chr22	49558771	49560185	1415	8	-64.5806886040765
chr22	46212789	46212923	135	10	-64.4374564195683
chr22	23546426	23548089	1664	8	64.4015644697925
chr22	36178470	36179603	1134	11	64.3936915726426
chr22	41226869	41226939	71	12	-64.3476609693044
chr22	26606407	26606540	134	9	-64.2338474419342
chr22	28276612	28276736	125	7	-64.1959722965175
chr22	45350207	45350606	400	5	-64.1747182177771
chr22	23278523	23278706	184	8	-64.1725970477383
chr22	45232985	45233728	744	5	-64.0318117490061
chr22	38172019	38172670	652	10	-63.9497262909725
chr22	26630170	26630473	304	7	-63.9298444517395
chr22	49854860	49856076	1217	11	63.9046329745002
chr22	41433173	41433522	350	7	63.8496145292234
chr22	46926115	46926905	791	7	-63.727127752533
chr22	26984463	26984978	516	10	63.6708505505407
chr22	50821949	50823750	1802	8	63.6149729413892
chr22	28039977	28040584	608	15	63.6010433515327
chr22	18343766	18344249	484	13	-63.545048919015
chr22	19010129	19010502	374	8	63.5177903084961
chr22	40330800	40332432	1633	8	-63.4864440062613
chr22	46038372	46039193	822	9	-63.3379290778118
chr22	45889722	45892468	2747	6	-63.2469228074798
chr22	35482221	35483745	1525	10	-63.1472692003499
chr22	48309608	48310679	1072	12	-63.0435843810376
chr22	34136882	34137882	1001	10	62.9434183869577
chr22	45739781	45740536	756	9	-62.8941269699321
chr22	24681651	24681888	238	6	-62.8701322772399
chr22	39674746	39675663	918	10	-62.8193135369337
chr22	27536229	27536727	499	5	-62.7916788849833
chr22	37074627	37078230	3604	11	62.759202305428
chr22	50552012	50553315	1304	6	-62.6453815762717
chr22	35149692	35151666	1975	6	-62.634535944481
chr22	45172224	45173186	963	9	-62.6255014019965
chr22	23608963	23610403	1441	6	62.5568917850691
chr22	34790320	34790382	63	6	62.5476517478161
chr22	35397263	35400288	3026	11	-62.4756734511563
chr22	47818719	47818879	161	7	-62.4710239810411
chr22	38418972	38419773	802	5	-62.4325383657256
chr22	28191040	28191347	308	12	-62.382276819281
chr22	41042472	41042617	146	8	-62.3711350001044
chr22	33749258	33749597	340	6	-62.3488697696938
chr22	43265994	43266746	753	8	-62.3372065963572
chr22	41214368	41214664	297	10	62.3282256975664
chr22	49524426	49529358	4933	17	62.3187342661763
chr22	43583992	43584106	115	10	62.2828850742872
chr22	49853089	49854119	1031	7	62.2640005368936
chr22	19420695	19420885	191	9	62.239865483403
chr22	46444139	46444408	270	5	-62.1307900980752
chr22	19134473	19142903	8431	8	-61.8655716524912
chr22	37161984	37162273	290	6	-61.7092345283297
chr22	38652737	38652858	122	6	61.7011160449585
chr22	21981116	21981944	829	8	61.6989469828739
chr22	45873985	45874349	365	8	-61.6885316132071
chr22	26407876	26408251	376	6	-61.6157327543259
chr22	35393360	35393720	361	8	61.537805839899
chr22	46008425	46008623	199	14	-61.5209081930538
chr22	41627344	41628438	1095	8	-61.4651255108132
chr22	37183475	37183615	141	7	-61.4192537865371
chr22	50512644	50514352	1709	8	-61.3942590888956
chr22	23506039	23506372	334	5	-61.3213929646972
chr22	34156106	34156635	530	10	61.2386356354301
chr22	35313158	35313537	380	6	61.2274271523874
chr22	46858466	46858905	440	12	61.2008480805066
chr22	44191396	44192563	1168	11	61.1603924260007
chr22	28991092	28991680	589	8	-61.0837094617209
chr22	24535232	24536573	1342	8	61.0593735884328
chr22	46092412	46092715	304	8	60.994740804848
chr22	44933132	44933443	312	10	-60.9070030575441
chr22	28447791	28447922	132	6	-60.8779698414206
chr22	29474396	29474717	322	6	-60.7663277704837
chr22	47081883	47082490	608	15	60.7212633441036
chr22	50618304	50619555	1252	7	60.71826942486
chr22	45320710	45321032	323	6	60.6960354717881
chr22	41211741	41212905	1165	13	60.6522374905012
chr22	34278898	34279880	983	9	60.4519733199835
chr22	48582491	48582821	331	11	60.4133313079871
chr22	30366586	30368677	2092	9	-60.3619115087542
chr22	39858721	39859052	332	8	-60.3511854479264
chr22	38855662	38856719	1058	5	60.3457021783378
chr22	22567761	22568456	696	6	-60.2712811404236
chr22	42359866	42360814	949	6	-60.2478447606703
chr22	49443985	49445434	1450	11	-60.1716824784411
chr22	41078213	41078742	530	6	60.0067286167888
chr22	43004607	43004803	197	7	-59.9635823571808
chr22	36173338	36174600	1263	8	59.9584699943291
chr22	24574488	24575314	827	7	59.9482073482956
chr22	29339192	29339539	348	7	-59.8969961991885
chr22	27042799	27043809	1011	8	59.8697576101553
chr22	32613952	32616658	2707	9	-59.7444524529914
chr22	42603441	42603932	492	7	59.6895479258735
chr22	22155816	22156215	400	5	59.5521093750862
chr22	48350291	48350911	621	6	59.4203405640548
chr22	43249060	43249772	713	6	-59.4089939212075
chr22	40026109	40028064	1956	10	-59.400268296513
chr22	45387707	45389549	1843	9	-59.3838295903364
chr22	33723023	33723259	237	6	59.2524173287155
chr22	44690223	44690329	107	5	59.2505948179462
chr22	44642035	44642201	167	7	-59.2420200150094
chr22	18408323	18408968	646	11	-59.2057875846194
chr22	33687995	33688156	162	6	-59.0245276369064
chr22	30592463	30592872	410	5	-58.8145594876926
chr22	26791836	26792434	599	6	-58.8133141179791
chr22	46999926	47000418	493	7	58.7321197460226
chr22	25470968	25471606	639	11	58.7160123558779
chr22	40553030	40553791	762	7	-58.7156825482186
chr22	26176718	26176908	191	6	-58.6867431251769
chr22	39952106	39953136	1031	6	-58.6830637873358
chr22	37252085	37252354	270	6	-58.6135580228732
chr22	37006469	37007122	654	7	-58.5591660026778
chr22	45755779	45757743	1965	9	-58.5270108592847
chr22	47338935	47339339	405	10	-58.5146333683178
chr22	50802159	50803287	1129	9	58.5054432058531
chr22	34899086	34902380	3295	7	-58.4105886609213
chr22	31302613	31302758	146	5	58.3849930718004
chr22	18365447	18366227	781	7	58.3733791252685
chr22	38869155	38870388	1234	8	58.2037240505369
chr22	35499315	35499858	544	9	-58.1958842577025
chr22	36082224	36082472	249	10	-58.1863929127603
chr22	39939063	39940667	1605	10	-58.1848823757919
chr22	27363991	27365315	1325	7	-58.1804051738095
chr22	18243402	18243835	434	10	-58.1687834364315
chr22	45905717	45906313	597	11	-58.151249420445
chr22	37687505	37690009	2505	11	-58.0914605430819
chr22	35406077	35406264	188	5	-57.9298295325683
chr22	48185206	48188984	3779	12	57.8013228666198
chr22	19280060	19280416	357	8	-57.7878817562608
chr22	23422250	23425652	3403	7	-57.7637253706906
chr22	43549954	43550338	385	9	-57.7538106711083
chr22	46918873	46918986	114	6	-57.6918869106729
chr22	49906016	49906660	645	6	-57.6685350368819
chr22	29090029	29090335	307	7	-57.6633326628513
chr22	37762081	37762397	317	7	57.6537811763515
chr22	43842016	43843685	1670	9	57.6484758320585
chr22	50192090	50192713	624	12	57.5645015377426
chr22	25612398	25613020	623	5	-57.5353051021005
chr22	33948594	33948994	401	6	57.5351875748576
chr22	42692027	42692967	941	6	-57.5338596072734
chr22	27930913	27931245	333	5	57.5328429081458
chr22	44061432	44062277	846	7	-57.5271108546546
chr22	34434858	34434992	135	6	57.2357354583912
chr22	42223716	42227316	3601	11	-57.22740944045
chr22	21055771	21056260	490	8	57.192396534945
chr22	44043691	44043823	133	5	-57.1313386825876
chr22	19938981	19939368	388	8	-57.1078244306449
chr22	26505007	26506028	1022	10	57.0084341264617
chr22	39343200	39343850	651	8	-56.8060622086457
chr22	28358320	28358935	616	6	-56.7988907322712
chr22	26583540	26584739	1200	7	-56.7524200503632
chr22	38218159	38219924	1766	6	-56.6922279988866
chr22	35165277	35165733	457	7	-56.6804444390099
chr22	44722511	44722815	305	6	56.6111650822704
chr22	43380637	43382409	1773	6	-56.526453317882
chr22	51063443	51068028	4586	7	56.5189588346521
chr22	47676346	47676973	628	7	-56.5079915737082
chr22	36410890	36412895	2006	7	-56.4848671806389
chr22	31175845	31176548	704	7	-56.453094501143
chr22	48962781	48963245	465	8	-56.4052722283481
chr22	37946733	37946884	152	7	-56.3097134760566
chr22	25121743	25123691	1949	7	-56.2582683991719
chr22	36033549	36034360	812	8	-56.2195206064118
chr22	18216953	18217223	271	7	-56.1608697066267
chr22	38300871	38304105	3235	6	-56.1023109433797
chr22	27944283	27944747	465	7	-56.0620023055202
chr22	32497774	32501350	3577	12	-56.0486918873979
chr22	28270960	28273603	2644	7	-56.0078058894836
chr22	34507388	34507552	165	6	-55.9842638103102
chr22	36253280	36256458	3179	7	55.9542780776163
chr22	37071337	37071786	450	6	-55.9484288422752
chr22	34845379	34850034	4656	9	-55.9191946124652
chr22	37674232	37675789	1558	7	-55.8881642965287
chr22	18199188	18199742	555	6	55.8269862422428
chr22	44387747	44388140	394	5	55.825722516652
chr22	46975547	46976127	581	6	55.8253504051637
chr22	37797949	37800296	2348	9	-55.8195356299896
chr22	40389889	40389978	90	6	55.6812778171015
chr22	28223946	28224101	156	11	-55.6540032069302
chr22	37749992	37750192	201	11	-55.6382587991128
chr22	18471707	18471843	137	6	55.6326530655834
chr22	35951766	35952275	510	6	-55.5984718897648
chr22	41080504	41081149	646	10	55.5826866178705
chr22	27291012	27291327	316	7	-55.5472801825792
chr22	41740107	41741482	1376	7	55.5350125770729
chr22	50682186	50682257	72	7	-55.383077128246
chr22	29475425	29476511	1087	5	-55.3805514942852
chr22	43321464	43321916	453	5	-55.2697628019213
chr22	31173431	31173813	383	5	-55.228294351598
chr22	36721429	36722057	629	8	55.1624512731747
chr22	46148147	46148691	545	6	55.0601747073454
chr22	27696629	27696894	266	11	-55.0185751403747
chr22	40661483	40662199	717	8	-54.9647981513036
chr22	47987273	47987637	365	6	-54.7061422375996
chr22	27856633	27857631	999	5	-54.7060894528441
chr22	34209367	34209616	250	7	-54.6462099931594
chr22	23413950	23414821	872	7	54.5125510120767
chr22	50430778	50431436	659	5	-54.4496956704852
chr22	39630923	39631127	205	5	-54.4427425715232
chr22	50856597	50857841	1245	8	-54.4426486438688
chr22	44802323	44802917	595	6	-54.4227381838278
chr22	27219440	27220074	635	8	-54.3877832863592
chr22	27524476	27525120	645	8	-54.3388166820056
chr22	44515531	44515867	337	6	-54.322876169429
chr22	43722246	43722348	103	6	-54.2511030062919
chr22	42350399	42351848	1450	11	54.2436608018133
chr22	36990540	36992600	2061	19	-54.2238582403271
chr22	34388019	34388411	393	7	-54.173142703492
chr22	33783285	33784317	1033	7	54.149855120575
chr22	37867793	37871091	3299	10	-53.7906961078123
chr22	45350681	45350867	187	6	-53.7859282230955
chr22	48618637	48620298	1662	10	-53.7109597022575
chr22	37470634	37471003	370	6	-53.6464910695225
chr22	41558791	41560078	1288	5	-53.5305329151883
chr22	46531492	46532028	537	5	-53.4946069504621
chr22	43965690	43966479	790	5	53.4425884107287
chr22	50132522	50134427	1906	7	-53.4398281680645
chr22	37604759	37608819	4061	19	53.3907029854962
chr22	38963969	38964920	952	5	53.3723517182263
chr22	48227350	48227611	262	6	-53.2923312685899
chr22	43844908	43845137	230	10	53.1488564947844
chr22	38742190	38742576	387	9	-53.1364218974695
chr22	40348506	40349528	1023	5	53.1281803597355
chr22	39099070	39099484	415	9	-52.9786115176158
chr22	28281046	28281582	537	5	52.8814428251685
chr22	39764545	39764903	359	5	52.8533834492209
chr22	37009969	37010918	950	5	-52.846360309056
chr22	44778512	44778920	409	6	-52.792966894377
chr22	34399371	34404909	5539	12	-52.7257023212755
chr22	36775236	36775908	673	8	52.6911816243802
chr22	18473791	18474685	895	8	-52.6670493431248
chr22	37186875	37187154	280	5	-52.6560325501516
chr22	35024706	35029689	4984	5	-52.5758894020783
chr22	19579190	19579798	609	5	-52.5494867686906
chr22	48150904	48151150	247	6	52.4463496704346
chr22	33919769	33920000	232	5	52.434734210899
chr22	29547946	29548917	972	9	-52.4242126794072
chr22	45472056	45473283	1228	7	-52.4070759397098
chr22	34249881	34250854	974	7	-52.3433800215053
