chr	str	end	type	specificity	length	nCG	areaStat	Human_ND	Human_OD	Chimp_ND	Chimp_OD	Macaq_ND	Macaq_OD	Bonferroni_interaction_HvsC	Bonferroni_interaction_MvsC	Bonferroni_interaction_MvsH
chr12	32293446	32293522	Chimp_hyper_OD	Human-specific	77	6	-27.4933845170461	0.2418	0.1331	0.3727	0.6076	0.3827	0.7323	6.89851698682282e-08	0.196951776199862	1.10820359657953e-17
chr2	16908485	16908885	Chimp_hyper_OD	Human-specific	401	5	-27.2234770828278	0.2981	0.2634	0.2494	0.5619	0.5705	0.821	2.65256050881654e-13	0.691238197728454	1.57646303184424e-12
chr16	5451860	5452152	Chimp_hyper_OD	Human-specific	293	5	-27.2072610841286	0.4746	0.612	0.3503	0.7976	0.3233	0.8193	9.08932331617293e-08	0.870100652829217	2.85513689415566e-12
chr5	107503685	107504759	Chimp_hyper_OD	Human-specific	1075	5	-27.0796109755106	0.5066	0.5663	0.3955	0.7149	0.5844	0.7663	3.47466084984955e-20	1.85773711880952e-05	3.70675382814802e-06
chr18	22211741	22211814	Chimp_hyper_OD	Human-specific	74	6	-27.0318087502645	0.1449	0.2241	0.3422	0.7827	0.3031	0.7478	2.08865805418202e-05	0.988068646143267	2.9055762347847e-15
chr14	30662988	30663514	Chimp_hyper_OD	Human-specific	527	6	-26.8376111046335	0.5108	0.3997	0.5283	0.7209	0.473	0.6632	1.03931873094714e-07	0.243275568695706	6.50986243520229e-13
chr4	41540978	41541245	Chimp_hyper_OD	Human-specific	268	4	-26.8054578710553	0.0139	0.4302	0.027	0.8344	0.1258	0.903	6.932276526984e-10	0.175991838870739	3.45470492745792e-09
chr12	120130416	120130789	Chimp_hyper_OD	Human-specific	374	5	-26.7325062096669	0.1563	0.383	0.2606	0.7902	0.3065	0.879	4.94808837057311e-12	0.366558382079172	2.45010480988587e-23
chr1	64169383	64169871	Chimp_hyper_OD	Human-specific	489	5	-26.6139488068897	0.3896	0.5397	0.3165	0.8223	0.4013	0.7273	2.27816391124795e-26	1.27862574445312e-05	3.93776953590568e-08
chr1	178996378	178996679	Chimp_hyper_OD	Human-specific	302	6	-26.4532344892135	0.2641	0.2931	0.2266	0.4359	0.2921	0.4755	5.28869342838047e-09	0.109823025344528	2.68770056300909e-05
chr2	79007537	79007856	Chimp_hyper_OD	Human-specific	320	5	-26.0684713877345	0.4445	0.3801	0.5135	0.7066	0.3606	0.7587	1.0952540392654e-06	0.000325683178605421	1.41517062082493e-24
chr12	90371482	90371606	Chimp_hyper_OD	Human-specific	125	4	-26.0046986531813	0.3808	0.3026	0.3561	0.5694	0.3428	0.6498	3.76480158315127e-11	0.0851901521830834	1.38627367468505e-18
chr2	44526916	44527248	Chimp_hyper_OD	Human-specific	333	5	-25.8335981318052	0.2455	0.3788	0.2349	0.6111	0.5452	0.7845	2.40241737347975e-06	0.0453467301248229	0.0233266358008091
chr18	3602671	3602811	Chimp_hyper_OD	Human-specific	141	4	-25.648377245588	0.0905	0.0083	0.1612	0.3641	0.3342	0.4504	4.15910038665911e-21	0.0101727319640994	3.47671339992863e-15
chr6	18070947	18071272	Chimp_hyper_OD	Human-specific	326	5	-25.6465269992742	0.2134	0.5707	0.218	0.7789	0.2534	0.9515	0.000279083233741562	1.74248366266094e-07	4.51584084360455e-16
chr10	131515125	131515269	Chimp_hyper_OD	Human-specific	145	5	-25.5978328361873	0.8703	0.825	0.8571	0.965	0.7883	0.9148	2.56343622426517e-11	0.924910065337426	1.4542062749805e-13
chr10	11345487	11345840	Chimp_hyper_OD	Human-specific	354	8	-25.4441251672568	0.3462	0.434	0.3821	0.705	0.2618	0.962	3.92372556149491e-06	1.82827880893436e-20	1.60961195544852e-60
chr12	125139714	125139780	Chimp_hyper_OD	Human-specific	67	5	-25.4031970008918	0.0443	0.0104	0.0883	0.2411	0.2485	0.4504	4.5510195308331e-08	0.819194579686955	1.9646768966169e-09
chr15	26035228	26035621	Chimp_hyper_OD	Human-specific	394	5	-25.3000502945438	0.191	0.619	0.1643	0.8006	0.2547	0.893	9.9150468930992e-09	0.733143747707301	4.7392978388131e-08
chr3	52011188	52011363	Chimp_hyper_OD	Human-specific	176	5	-25.1395036477709	0.5205	0.6128	0.4121	0.7866	0.7392	0.9391	5.21684788981892e-08	0.0495591509013405	0.000104804450640683
chr10	126295944	126296099	Chimp_hyper_OD	Human-specific	156	5	-25.0873218825024	0.4157	0.6481	0.3573	0.8872	0.3261	0.8574	2.18071038938025e-05	0.858117684557151	1.37988651736742e-06
chr15	98487924	98488138	Chimp_hyper_OD	Human-specific	215	5	-25.0695186437822	0.7872	0.7063	0.7529	0.8971	0.6562	0.8504	5.10666265323813e-07	0.425719607535799	1.07480793903607e-20
chr2	154332710	154333089	Chimp_hyper_OD	Human-specific	380	5	-24.7630362464891	0.2699	0.2527	0.3067	0.536	0.2663	0.6925	3.51691484335092e-10	1.40076815474197e-06	5.73345484494282e-28
chr8	133490623	133490686	Chimp_hyper_OD	Human-specific	64	5	-24.6091699651698	0.0443	0.17	0.085	0.5094	0.0836	0.7852	5.55891288630332e-08	1.15307813423179e-07	8.76611668445601e-21
chr7	20828138	20828481	Chimp_hyper_OD	Human-specific	344	6	-24.5779972150042	0.567	0.6403	0.5406	0.7947	0.5434	0.8898	3.03317367952445e-06	0.0334115456152845	1.74502436284739e-23
chr1	42499424	42500315	Chimp_hyper_OD	Human-specific	892	5	-24.5445255576514	0.4365	0.5746	0.4206	0.7357	0.6394	0.8203	4.55303690075021e-06	0.0298964680412884	0.0139067481307279
chr2	54292798	54293048	Chimp_hyper_OD	Human-specific	251	4	-24.531241126357	0.2414	0.1788	0.2229	0.5072	0.3601	0.8796	1.56018171867228e-11	1.14298973979754e-06	3.25935986195794e-41
chr2	60758800	60759240	Chimp_hyper_OD	Human-specific	441	5	-24.4870128453706	0.3629	0.5177	0.4163	0.8689	0.4613	0.8999	9.79245537296066e-15	0.765176337274247	1.40800665604616e-16
chr3	133072323	133072682	Chimp_hyper_OD	Human-specific	360	5	-24.4761333170176	0.4899	0.4425	0.4943	0.7112	0.351	0.6361	2.45431054802905e-10	0.688852287099635	9.68162745570244e-19
chr11	48123599	48123858	Chimp_hyper_OD	Human-specific	260	6	-24.3971912801402	0.0925	0.2385	0.1934	0.5809	0.2975	0.7473	4.11839097374628e-06	0.683561919672011	6.91742663123927e-07
chr17	64462932	64463305	Chimp_hyper_OD	Human-specific	374	5	-24.3259400011949	0.4537	0.6534	0.3388	0.8795	0.5589	0.9069	1.45283263751242e-10	0.00613211551029009	9.92768644116854e-05
chr20	19029876	19030068	Chimp_hyper_OD	Human-specific	193	6	-24.2477264019779	0.1629	0.7219	0.0749	0.8782	0.1095	0.942	4.14227618822075e-08	0.279369617947955	9.70214419177854e-13
chr9	135461122	135461532	Chimp_hyper_OD	Human-specific	411	6	-24.1429806926994	0.0654	0.0989	0.1043	0.3842	0.176	0.4603	1.65247612222493e-08	0.67799612668977	1.65146291000131e-05
chr20	1886461	1886843	Chimp_hyper_OD	Human-specific	383	4	-23.8398218261839	0.2849	0.1666	0.2857	0.517	0.2687	0.7245	2.17368732068899e-13	5.13212926214291e-05	2.30994513400625e-46
chr18	55984008	55984090	Chimp_hyper_OD	Human-specific	83	4	-23.6361396692569	0.3181	0.3267	0.4775	0.942	0.6279	0.871	3.02352501802421e-10	0.00170100427677379	0.000134290092286342
chr15	70340486	70340714	Chimp_hyper_OD	Human-specific	229	5	-23.2899882326318	0.438	0.3693	0.5881	0.8321	0.7478	0.9502	1.10906960477992e-06	0.444633848169741	2.52953469170897e-08
chr18	3845188	3846089	Chimp_hyper_OD	Human-specific	902	5	-23.2473329575986	0.1163	0.3922	0.1709	0.7165	0.1354	0.5562	3.11426002070014e-11	0.00206810747829766	0.000367020380228413
chr2	73152938	73153003	Chimp_hyper_OD	Human-specific	66	5	-23.143594699043	0.4371	0.2982	0.5499	0.7351	0.6071	0.865	2.19311340018983e-07	0.157757460910012	6.64030437152154e-16
chr4	113903585	113904172	Chimp_hyper_OD	Human-specific	588	4	-23.0962367483231	0.5981	0.5762	0.4993	0.7212	0.7316	0.9227	8.52685881427318e-07	0.379660820903874	1.4977675483219e-16
chr1	54417727	54417966	Chimp_hyper_OD	Human-specific	240	5	-22.945182579678	0.7665	0.7556	0.7028	0.9355	0.784	0.8987	2.71084056373471e-12	0.00704799816418778	0.000581823458583887
chr5	111629467	111630243	Chimp_hyper_OD	Human-specific	777	5	-22.9380663532943	0.5011	0.4412	0.5339	0.8156	0.7545	0.8743	2.20759025610443e-13	0.000709393133647789	2.78694916227272e-08
chr1	169102590	169103178	Chimp_hyper_OD	Human-specific	589	5	-22.9319328753682	0.2098	0.4362	0.1551	0.5991	0.1386	0.7433	1.59513672205576e-07	8.57453175649681e-08	1.06015728831169e-21
chr18	8627203	8627281	Chimp_hyper_OD	Human-specific	79	6	-22.8595613238924	0.1279	0.2904	0.1533	0.5747	0.2196	0.8104	0.000301138585410105	0.00574497631023052	1.75505280273322e-09
chr10	73191274	73191453	Chimp_hyper_OD	Human-specific	180	4	-22.818881905036	0.3929	0.4587	0.4634	0.8614	0.6674	0.9	1.04700113292624e-09	0.00232107120596369	1.34996989460558e-05
chr8	12614674	12614994	Chimp_hyper_OD	Human-specific	321	4	-22.777881498256	0.3345	0.4788	0.3538	0.7569	0.3443	0.664	1.36034761677375e-11	0.0494704479010326	1.20416815126817e-07
chr16	10033153	10033224	Chimp_hyper_OD	Human-specific	72	6	-22.7727001950937	0.3699	0.3396	0.7863	0.9262	0.8247	0.9287	1.65726889592048e-06	0.742495548260667	8.64391734056311e-05
chr14	91096636	91096871	Chimp_hyper_OD	Human-specific	236	5	-22.6969628257799	0.5151	0.5241	0.4498	0.8485	0.2715	0.922	1.40242091568881e-06	6.20404748065685e-06	1.00501394658912e-17
chr14	78300695	78300809	Chimp_hyper_OD	Human-specific	115	4	-22.5636232364446	0.7131	0.5796	0.6869	0.8901	0.4884	0.9419	4.68315952588861e-09	3.71565938582432e-12	3.13607319066009e-42
chr1	42079684	42080156	Chimp_hyper_OD	Human-specific	473	5	-22.4916074992491	0.804	0.7438	0.6463	0.9109	0.7871	0.9533	1.37661097276783e-12	0.139317072447396	2.45698599637435e-12
chr10	79159050	79159381	Chimp_hyper_OD	Human-specific	332	5	-22.4430787579919	0.6387	0.7473	0.5171	0.8728	0.6371	0.9345	1.59686911639095e-08	0.812158036125714	1.36281963782407e-08
chr9	98291234	98291883	Chimp_hyper_OD	Human-specific	650	5	-22.2903686545734	0.3431	0.2345	0.4248	0.8244	0.6926	0.8971	4.08848355560299e-26	0.00021848790326672	5.52384188701755e-13
chr5	124065640	124066488	Chimp_hyper_OD	Human-specific	849	5	-22.2300977913266	0.6149	0.709	0.5438	0.8312	0.5617	0.7734	4.96380227662768e-11	0.0179065156680022	2.15464512283719e-05
chr13	33045648	33046653	Chimp_hyper_OD	Human-specific	1006	4	-22.2285687079565	0.2001	0.266	0.3218	0.6743	0.4879	0.7634	1.23429785104439e-11	0.0469720155951185	1.71183976936501e-06
chr7	1607601	1607712	Chimp_hyper_OD	Human-specific	112	4	-22.1469726377404	0.2085	0.3418	0.2758	0.765	0.2527	0.7414	2.79578823058941e-08	0.994348884236763	7.55739309024989e-13
chr12	775995	776351	Chimp_hyper_OD	Human-specific	357	6	-22.1107862447373	0.7545	0.6777	0.7524	0.8827	0.7404	0.861	2.1321689587627e-05	0.603629321172704	0.000675496971736692
chr8	107459909	107460025	Chimp_hyper_OD	Human-specific	117	5	-21.9779511236755	0.3895	0.4336	0.4165	0.7436	0.4007	0.9497	3.54171366336868e-05	0.000295736442857955	4.47378642677659e-22
chr8	49447914	49448136	Chimp_hyper_OD	Human-specific	223	4	-21.8631031903518	0.496	0.5164	0.6292	0.8889	0.7032	0.8946	3.45849592485834e-07	0.346857771204691	1.01313018105705e-06
chr22	43809325	43810175	Chimp_hyper_OD	Human-specific	851	4	-21.7916135420742	0.1025	0.45	0.1302	0.7755	0.1125	0.6249	6.50049588709202e-13	0.00533364971088458	0.00023735099271702
chr2	126697269	126697583	Chimp_hyper_OD	Human-specific	315	4	-21.7765130898459	0.5654	0.5305	0.4763	0.7515	0.7629	0.8881	1.15667844587949e-11	0.0330178808411811	5.23450536611768e-05
chr18	42904898	42904997	Chimp_hyper_OD	Human-specific	100	4	-21.7387429570143	0.3335	0.2896	0.3811	0.6427	0.3881	0.5632	6.23438834261968e-08	0.261154744893712	5.06462899529907e-05
chr1	169081894	169082237	Chimp_hyper_OD	Human-specific	344	4	-21.5833065143012	0.2297	0.5055	0.3219	0.8409	0.1093	0.7854	5.67655115403202e-11	6.29798209459741e-06	1.27287119235313e-23
chr1	97512487	97513060	Chimp_hyper_OD	Human-specific	574	4	-21.4664595236074	0.5279	0.5527	0.5557	0.814	0.4649	0.6946	7.66530866602479e-08	0.390840937041137	3.26616714882198e-05
chr1	173398497	173398815	Chimp_hyper_OD	Human-specific	319	4	-21.4657298081694	0.1102	0.0401	0.3552	0.6177	0.2427	0.4621	2.7765707425617e-19	0.199097446215164	3.18737675175356e-13
chr2	101509605	101509713	Chimp_hyper_OD	Human-specific	109	4	-21.4253685934402	0.8532	0.7933	0.7971	0.9361	0.8074	0.9316	3.62262145820955e-13	0.299502328398843	4.20558957159455e-17
chr4	37247911	37248081	Chimp_hyper_OD	Human-specific	171	5	-21.4090714077834	0.2919	0.6515	0.282	0.8618	0.2594	0.8794	5.53293343648805e-09	0.604508192432637	2.53175948659547e-15
chr15	79460477	79462220	Chimp_hyper_OD	Human-specific	1744	4	-21.3171985941038	0.3309	0.3357	0.4285	0.6136	0.5135	0.7555	1.52297359588664e-09	0.565232557005552	9.51371017058548e-12
chr13	76004428	76004857	Chimp_hyper_OD	Human-specific	430	5	-21.3107936648056	0.2927	0.3077	0.3967	0.6884	0.3191	0.8043	2.25770728984634e-07	0.000356530668254068	3.41879474238745e-23
chr22	47089325	47089663	Chimp_hyper_OD	Human-specific	339	5	-21.1680951155157	0.1263	0.5776	0.0872	0.733	0.264	0.8408	5.47119009181784e-10	0.0147661058558064	0.00395971702579509
chr6	16905275	16905476	Chimp_hyper_OD	Human-specific	202	4	-21.1444989219201	0.0916	0.3369	0.1137	0.6469	0.1271	0.845	5.39087841633858e-09	2.58354077547946e-05	3.68568480771239e-32
chr15	99396955	99397041	Chimp_hyper_OD	Human-specific	87	6	-21.1135327637199	0.1778	0.3035	0.1216	0.4238	0.2958	0.6426	2.80932349684786e-05	0.387912202320901	7.82463442635223e-07
chr2	215275029	215275324	Chimp_hyper_OD	Human-specific	296	5	-21.0219496692459	0.2344	0.28	0.3814	0.6527	0.0876	0.6121	0.000229715429932607	6.99282849771893e-22	1.16199018288702e-64
chr3	9024322	9024467	Chimp_hyper_OD	Human-specific	146	5	-20.8227016441263	0.1408	0.4106	0.188	0.7204	0.2811	0.692	4.00420319300784e-08	0.00863119636177366	0.00839238390787582
chr19	30252538	30252889	Chimp_hyper_OD	Human-specific	352	4	-20.8133659333385	0.3621	0.4167	0.3696	0.802	0.249	0.731	3.49611320281163e-16	0.804807847154237	6.20537243979882e-19
chr14	29253375	29253641	Chimp_hyper_OD	Human-specific	267	6	-20.6633922856751	0.0178	0.1752	0.032	0.3321	0.0378	0.3346	0.000171823886833966	0.705768687505824	4.31782636361919e-05
chr18	31799757	31799835	Chimp_hyper_OD	Human-specific	79	6	-20.6543609419781	0.1052	0.4081	0.3116	0.9046	0.3291	0.9382	0.000299338703037913	0.639592857897885	2.86240346150031e-06
chr3	183493470	183493794	Chimp_hyper_OD	Human-specific	325	4	-20.4994677565508	0.2179	0.2774	0.2879	0.6192	0.1512	0.7802	1.29940715523796e-07	1.75191594278465e-14	6.64250507940807e-30
chr17	17320147	17320314	Chimp_hyper_OD	Human-specific	168	4	-20.4387314832634	0.6392	0.5694	0.606	0.7696	0.6599	0.9055	4.61580442447145e-08	0.00422683583984757	6.83348649141445e-27
chr12	118316690	118316783	Chimp_hyper_OD	Human-specific	94	4	-20.4336988274773	0.4651	0.4363	0.3906	0.6234	0.3826	0.7565	7.3843643981025e-06	0.00123079967967962	2.06862483681336e-14
chr18	37750076	37750306	Chimp_hyper_OD	Human-specific	231	4	-20.3847591566564	0.5229	0.6542	0.487	0.8936	0.4241	0.8674	1.98630034672807e-06	0.614189018934984	5.63285922573747e-11
chr3	48721504	48721634	Chimp_hyper_OD	Human-specific	131	5	-20.3422667359203	0.0145	0.2109	0.0371	0.4594	0.0242	0.6375	0.000117097254820516	0.0393602667114892	7.48110899313157e-16
chr17	77415590	77415781	Chimp_hyper_OD	Human-specific	192	6	-20.2532532625832	0.4786	0.4291	0.5324	0.7029	0.4722	0.8798	6.07718855588198e-05	0.000365033242496942	3.68945975638497e-28
chr20	51986508	51986609	Chimp_hyper_OD	Human-specific	102	4	-20.1524943422719	0.8488	0.8263	0.7984	0.9434	0.7663	0.9361	5.35664696265892e-11	0.89629196159214	9.80166589085841e-13
chr12	101480415	101480480	Chimp_hyper_OD	Human-specific	66	6	-20.00182924318	0.2698	0.2798	0.3425	0.6621	0.6201	0.8498	1.38116274693144e-05	0.52898421930023	0.000454353409508024
chr20	8114474	8114659	Chimp_hyper_OD	Human-specific	186	5	-19.9526198603728	0.0578	0.4488	0.0631	0.7257	0.0591	0.9559	1.23136021673202e-06	1.32820315341574e-07	2.30339611029296e-29
chr1	7655368	7655532	Chimp_hyper_OD	Human-specific	165	4	-19.8838942880431	0.0994	0.4911	0.1323	0.794	0.2624	0.9353	2.46367329495169e-12	0.681161698923107	2.68051745382921e-11
chr2	25528273	25528330	Chimp_hyper_OD	Human-specific	58	4	-19.8740223981973	0.0407	0.3363	0.0664	0.6018	0.1123	0.6441	2.02049437159298e-06	0.388456765337398	3.4778236491677e-05
chr12	46756209	46756856	Chimp_hyper_OD	Human-specific	648	4	-19.7995741352474	0.5568	0.619	0.568	0.8896	0.4285	0.7828	1.41252442319652e-11	0.635522157715844	2.24940267678262e-29
chr14	56046001	56046098	Chimp_hyper_OD	Human-specific	98	4	-19.781428457561	0.029	0.0778	0.1281	0.5353	0.0241	0.3446	1.03059441002278e-05	0.258041985953389	7.77692431925932e-08
chr3	42682116	42682309	Chimp_hyper_OD	Human-specific	194	4	-19.7115077418517	0.4953	0.6937	0.3686	0.8304	0.4341	0.8072	5.06657357119534e-09	0.317281859287784	1.8426836072294e-07
chr13	23952449	23952576	Chimp_hyper_OD	Human-specific	128	4	-19.707920288086	0.1173	0.2669	0.0526	0.4174	0.1588	0.6085	6.2412983044058e-08	0.72482460364001	1.60588021361818e-10
chr10	95197110	95197803	Chimp_hyper_OD	Human-specific	694	5	-19.7006460063723	0.5428	0.6992	0.5372	0.8138	0.6045	0.8492	1.50353225779963e-05	0.366997641359308	0.000276991111905484
chr8	6071111	6071356	Chimp_hyper_OD	Human-specific	246	4	-19.3832133402772	0.4377	0.3459	0.3333	0.5807	0.4339	0.8941	5.69627763352871e-11	4.26901389753384e-05	1.20685269581317e-27
chr2	191512503	191512597	Chimp_hyper_OD	Human-specific	95	6	-19.3742247194438	0.1734	0.2932	0.2727	0.6678	0.3946	0.8047	0.000404128667347494	0.733589052173379	4.19941234138915e-05
chr2	207906937	207907011	Chimp_hyper_OD	Human-specific	75	4	-19.0680926619887	0.1392	0.2945	0.1865	0.5912	0.1589	0.7833	4.28778058573762e-05	4.93095827898629e-06	8.29606358531305e-18
chr5	89563588	89563665	Chimp_hyper_OD	Human-specific	78	5	-19.0371639420376	0.5824	0.5063	0.5744	0.7015	0.5018	0.8718	1.72625138500138e-05	4.96259968383684e-12	1.59723730857011e-26
chr11	78521055	78521416	Chimp_hyper_OD	Human-specific	362	5	-18.8575947256937	0.3892	0.4095	0.385	0.6014	0.6244	0.7965	0.00132571663110753	0.561684280183091	0.00604647217727273
chr11	123487339	123487451	Chimp_hyper_OD	Human-specific	113	4	-18.8386751014242	0.0432	0.1122	0.0819	0.4451	0.1271	0.6769	8.48482838345497e-07	0.00106384056792847	2.90520173386637e-15
chr1	169089711	169090480	Chimp_hyper_OD	Human-specific	770	5	-18.803555201275	0.4568	0.5816	0.4637	0.8049	0.4028	0.8228	5.62108705886808e-07	0.0257480037181954	2.63728805303721e-11
chr1	87802498	87802639	Chimp_hyper_OD	Human-specific	142	5	-18.8017605202798	0.2975	0.4259	0.3234	0.7216	0.3204	0.7663	5.69903385097931e-05	0.676877546483768	1.69325434303984e-07
chr19	8551916	8551974	Chimp_hyper_OD	Human-specific	59	4	-18.6529790804426	0.3214	0.2305	0.6861	0.8446	0.5912	0.8132	2.31240252722783e-07	0.302376749828388	2.73731824386365e-12
chr5	169404568	169405110	Chimp_hyper_OD	Human-specific	543	4	-18.6131833011022	0.1786	0.1423	0.2798	0.5108	0.1974	0.5916	1.05058451072518e-08	1.29122581422427e-07	9.83143363522731e-30
chr4	156589717	156589910	Chimp_hyper_OD	Human-specific	194	4	-18.6113825770257	0.2166	0.3911	0.144	0.5684	0.3586	0.7065	4.01970776591022e-10	0.00543142883333942	0.000384439495452905
chr13	98564154	98564456	Chimp_hyper_OD	Human-specific	303	4	-18.6052430915506	0.1518	0.4332	0.1938	0.7193	0.1618	0.5898	5.68804310978006e-10	0.050214065115144	0.00436201962422929
chr6	131547459	131548063	Chimp_hyper_OD	Human-specific	605	4	-18.4528487383697	0.6092	0.5254	0.5205	0.7475	0.7939	0.9462	4.3978810768415e-19	0.52889708792106	6.48422889119166e-20
chr12	1012468	1013325	Chimp_hyper_OD	Human-specific	858	4	-18.2745257284152	0.3521	0.5198	0.401	0.8101	0.3274	0.7046	6.01739791793811e-10	0.338472312601985	1.13353048095511e-10
chr22	42808652	42808752	Chimp_hyper_OD	Human-specific	101	4	-18.26548384069	0.294	0.4629	0.3258	0.7742	0.31	0.8147	5.86043706409235e-06	0.780231907823292	5.47950277086939e-09
chr6	16323116	16323285	Chimp_hyper_OD	Human-specific	170	4	-18.2571928354939	0.1898	0.1083	0.5525	0.7526	0.1234	0.4406	8.3429658610767e-06	0.00135698890888475	2.67718612853173e-16
chr20	57700553	57700607	Chimp_hyper_OD	Human-specific	55	5	-18.2368815502518	0.4902	0.6962	0.4799	0.8932	0.7196	0.9647	0.000400112006828215	0.300765442511997	0.00538151800695187
chr13	113704296	113704635	Chimp_hyper_OD	Human-specific	340	4	-18.2154561712939	0.1065	0.5172	0.1175	0.8175	0.191	0.9285	3.51570000724474e-07	0.529210872606581	6.70150889803714e-06
chr18	39545419	39545777	Chimp_hyper_OD	Human-specific	359	4	-18.2047364510472	0.301	0.3362	0.316	0.6725	0.5125	0.8807	2.7425755347733e-08	0.144834723894021	1.64178038532872e-13
chr4	158166321	158167679	Chimp_hyper_OD	Human-specific	1359	4	-18.1389077840482	0.4258	0.5337	0.5293	0.8482	0.6419	0.9069	4.57149236271951e-07	0.603629321172704	2.46233127194812e-07
chr14	29247728	29247846	Chimp_hyper_OD	Human-specific	119	4	-18.0275687523515	0.0577	0.1654	0.0417	0.3456	0.0375	0.4832	4.07035368431965e-10	0.00470624196423122	7.84897159977815e-35
chr8	57594139	57594725	Chimp_hyper_OD	Human-specific	587	4	-18.0014448572209	0.4871	0.5387	0.4637	0.8004	0.5064	0.8472	5.33681326536328e-09	0.410849578788716	5.4097208997794e-11
chr10	119311089	119311148	Chimp_hyper_OD	Human-specific	60	5	-17.9687203335811	0.2369	0.4994	0.2387	0.6806	0.3106	0.7669	0.00169407210242028	0.745093751376388	6.02381822377343e-06
chr9	35549498	35549648	Chimp_hyper_OD	Human-specific	151	4	-17.9115335345449	0.2042	0.2543	0.3215	0.6235	0.6807	0.9114	4.74655249437402e-08	0.98994193068261	1.00827009247308e-08
chr22	43843484	43843684	Chimp_hyper_OD	Human-specific	201	4	-17.8422818862523	0.3129	0.354	0.1576	0.5287	0.4014	0.8524	2.08775993911299e-09	0.00921631080796899	2.61545816533109e-23
chr8	20311579	20311646	Chimp_hyper_OD	Human-specific	68	4	-17.7965513711423	0.538	0.4229	0.5513	0.7008	0.5493	0.8131	4.48055867789711e-05	0.222315730137331	5.68751465314919e-12
chr1	230204526	230204608	Chimp_hyper_OD	Human-specific	83	4	-17.7276180205957	0.0119	0.093	0.0113	0.2633	0.0641	0.5513	9.55764360534473e-10	5.91306697201412e-05	2.11023769514587e-17
chr6	90385844	90385908	Chimp_hyper_OD	Human-specific	65	4	-17.7124728957469	0.2134	0.5468	0.1559	0.7368	0.2267	0.7268	2.3445587311454e-05	0.198317313276424	0.000287199350075118
chr13	44272940	44273529	Chimp_hyper_OD	Human-specific	590	4	-17.6936876144111	0.2421	0.3431	0.2504	0.4554	0.6152	0.8459	0.00678205154412934	0.412458991792922	0.00167289674684422
chr8	24859479	24859545	Chimp_hyper_OD	Human-specific	67	4	-17.61998462745	0.298	0.2607	0.3874	0.5828	0.312	0.6423	2.43140752291446e-06	0.00812479184701548	4.31430400599736e-16
chr13	113701454	113701766	Chimp_hyper_OD	Human-specific	313	4	-17.5301723984743	0.3638	0.6429	0.2677	0.8221	0.4242	0.8626	2.56353117786617e-05	0.156178261504871	0.00200173057345005
chr1	9910065	9910209	Chimp_hyper_OD	Human-specific	145	4	-17.4790457875115	0.2001	0.6367	0.1897	0.8879	0.1869	0.8512	6.11570550991655e-10	0.315701430169207	1.23703714060429e-08
chr18	35062758	35063066	Chimp_hyper_OD	Human-specific	309	4	-17.2644386998245	0.2963	0.7146	0.1742	0.8623	0.243	0.8441	1.93535842828966e-12	0.0561622160166006	2.69867656970172e-06
chr9	97774556	97774805	Chimp_hyper_OD	Human-specific	250	4	-17.2251885598779	0.4724	0.4964	0.3624	0.6362	0.5323	0.7526	5.95056006487718e-09	0.216889777002306	2.52231234627082e-05
chr2	145237782	145238752	Chimp_hyper_OD	Human-specific	971	4	-17.2178444442642	0.3458	0.3669	0.3089	0.5286	0.3414	0.5135	0.00109270314264313	0.813324535835994	0.00793583941739597
chr15	90643671	90643843	Chimp_hyper_OD	Human-specific	173	5	-17.0866006337574	0.0914	0.1222	0.1598	0.3252	0.1582	0.4056	0.00278978630128718	0.0338687850090658	3.82492653317898e-09
chr17	5609718	5610201	Chimp_hyper_OD	Human-specific	484	4	-17.0396783628502	0.485	0.352	0.4292	0.6334	0.5572	0.7594	5.11739742654425e-13	0.657263313886974	9.08265508800031e-20
chr17	35656911	35657834	Chimp_hyper_OD	Human-specific	924	4	-16.8671639439649	0.3045	0.2722	0.2999	0.5979	0.3581	0.8326	1.71053595325434e-14	1.10132411118847e-06	4.10397616948435e-41
chr6	109128982	109129320	Chimp_hyper_OD	Human-specific	339	4	-16.8359011420383	0.2344	0.6207	0.1991	0.8116	0.1525	0.8977	1.3936425996776e-05	0.000416505739025243	7.60423707454919e-19
chr17	61427592	61428031	Chimp_hyper_OD	Human-specific	440	4	-16.7504183529781	0.5631	0.5472	0.5996	0.7359	0.8613	0.9628	0.000567056554492685	0.0519410025698234	2.20351585283895e-05
chr13	95362404	95362496	Chimp_hyper_OD	Human-specific	93	5	-16.6866435454178	0.1723	0.2049	0.1574	0.3666	0.2939	0.4606	2.49448893520999e-05	0.175294037076911	0.00683055091956699
chr20	46021048	46021186	Chimp_hyper_OD	Human-specific	139	4	-16.5119492989184	0.3834	0.5481	0.4412	0.836	0.4426	0.8892	4.91531136935706e-05	0.320901587036099	1.29298129170653e-09
chr6	90120341	90120655	Chimp_hyper_OD	Human-specific	315	4	-16.4455741739523	0.0864	0.2681	0.0865	0.4413	0.0782	0.4942	1.39843999376232e-05	0.0597590153894399	1.45473176608416e-09
chr1	210027087	210027691	Chimp_hyper_OD	Human-specific	605	4	-16.4304466098733	0.6471	0.5667	0.6186	0.7623	0.7798	0.9349	0.000121456860045708	0.133815862854675	2.01607787146605e-08
