chr	str	end	type	specificity	length	nCG	areaStat	Human_ND	Human_OD	Chimp_ND	Chimp_OD	Macaq_ND	Macaq_OD	Bonferroni_species_HvsC	Bonferroni_species_MvsC	Bonferroni_species_MvsH
chr1	36102668	36104222	human_hypo	Human-specific	1555	7	-59.0040594981721	0.4963	0.4104	0.677	0.606	0.789	0.7135	8.54386086639171e-85	9.14285023300678e-13	1.01488510499242e-146
chr3	168865881	168866308	human_hypo	Human-specific	428	8	-58.9668384721788	0.2112	0.2436	0.4394	0.476	0.3618	0.3791	5.47377478470684e-64	7.18966452558645e-13	1.86068802159825e-19
chr4	37435880	37436498	human_hypo	Human-specific	619	6	-58.7957981953405	0.5919	0.5204	0.7641	0.8978	0.9393	0.9152	1.13416653622453e-18	6.94517811178496e-05	5.58044516569309e-126
chr7	154375560	154376558	human_hypo	Human-specific	999	8	-58.769163006569	0.4954	0.455	0.7585	0.6648	0.7793	0.5879	1.08393054590422e-18	0.502111145994524	2.75410355696233e-12
chr12	118598993	118599857	human_hypo	Human-specific	865	12	-58.6915423430799	0.5048	0.256	0.6906	0.4382	0.6519	0.7895	2.28914840493477e-17	0.00030275100759316	7.74911145834532e-15
chr11	95159836	95160329	human_hypo	Human-specific	494	6	-58.6847952128844	0.7154	0.6013	0.8626	0.7939	0.9192	0.8708	4.37619890895723e-24	0.027515781650057	1.25208107088675e-58
chr18	3279932	3280035	human_hypo	Human-specific	104	5	-58.6789546155214	0.3843	0.3522	0.7383	0.8516	0.8537	0.8709	7.49493905230092e-39	0.0159356101593426	6.70951465324169e-37
chr10	6423895	6424877	human_hypo	Human-specific	983	9	-58.6364318004192	0.2744	0.4816	0.525	0.6143	0.8779	0.5839	2.56738244070174e-18	0.00220327641412333	4.51034651327172e-09
chr10	98347412	98347867	human_hypo	Human-specific	456	8	-58.5109879264442	0.1103	0.2208	0.264	0.4484	0.4524	0.7342	3.47434972414695e-25	1.61033938239947e-19	1.66445414759e-81
chr8	773114	773383	human_hypo	Human-specific	270	6	-58.5012434399959	0.5441	0.313	0.8625	0.7283	0.9148	0.9086	9.70602857430147e-46	2.1554264431725e-07	3.69908767054852e-51
chr2	46594400	46594782	human_hypo	Human-specific	383	7	-58.3756731537398	0.8346	0.348	0.9494	0.8588	0.956	0.9497	4.89405112238961e-24	0.0656458642174286	1.80766444013798e-18
chr14	58619563	58619969	human_hypo	Human-specific	407	9	-58.3364355189758	0.3031	0.2514	0.538	0.4652	0.8465	0.8162	5.38663859828023e-31	2.5677312126193e-70	2.72118354595808e-268
chr19	46081977	46082341	human_hypo	Human-specific	365	6	-58.2721563768477	0.6616	0.7299	0.9557	0.9121	0.967	0.9312	1.63018401912662e-45	0.104951507224681	2.75558017022728e-56
chr2	217362597	217363090	human_hypo	Human-specific	494	7	-58.2671233724206	0.3485	0.3657	0.5969	0.627	0.6324	0.6199	3.94020117808588e-47	0.547219747394657	8.94189704030052e-63
chr12	110950419	110950974	human_hypo	Human-specific	556	9	-58.1955747454288	0.534	0.4101	0.7161	0.6548	0.7459	0.7621	5.48791850017091e-30	0.00228209975730734	8.2020851597036e-33
chr15	91538478	91538904	human_hypo	Human-specific	427	6	-58.1605095922724	0.4043	0.3369	0.688	0.6397	0.781	0.7792	1.7337277773967e-69	7.95119275200787e-14	2.87324246094715e-135
chr4	13551740	13552355	human_hypo	Human-specific	616	7	-58.0085716332663	0.6502	0.5475	0.8528	0.8032	0.8765	0.8248	1.23549520557278e-63	0.908036823045581	2.72288028145859e-39
chr3	184240482	184242650	human_hypo	Human-specific	2169	9	-57.9791260226192	0.4763	0.6474	0.7556	0.8553	0.8918	0.8859	5.73557734284472e-69	0.0261613704428861	1.4562725521357e-45
chr13	52220278	52220419	human_hypo	Human-specific	142	6	-57.9171085810632	0.6597	0.1309	0.8379	0.646	0.7736	0.8852	2.34091969006791e-20	0.00265090693137977	1.15861856617924e-12
chr6	93731107	93731376	human_hypo	Human-specific	270	5	-57.8656849095572	0.4857	0.6298	0.7959	0.8648	0.7684	0.8813	1.25572506952507e-36	0.323747031080429	4.69915395254409e-41
chr2	74122447	74122743	human_hypo	Human-specific	297	5	-57.8550975333187	0.5973	0.7059	0.9706	0.8576	0.9605	0.9687	4.15821103672823e-21	0.000995911486329474	5.34710910087795e-89
chr1	47853709	47855594	human_hypo	Human-specific	1886	8	-57.8541639980677	0.197	0.2869	0.396	0.4931	0.4563	0.4897	2.61879041008884e-74	0.725079382807211	1.60721767289733e-68
chr5	7870267	7871063	human_hypo	Human-specific	797	11	-57.7770203056321	0.5262	0.5852	0.6438	0.7036	0.924	0.9137	9.87878131867347e-16	4.31250349239592e-82	1.3377479025612e-124
chr2	33545790	33547805	human_hypo	Human-specific	2016	10	-57.5979054737307	0.5995	0.6804	0.771	0.8445	0.8233	0.8207	2.05713653227665e-19	0.604531237346801	1.15801071308037e-17
chr1	11416225	11416725	human_hypo	Human-specific	501	9	-57.5494144921234	0.482	0.5815	0.7224	0.7922	0.8199	0.8302	1.39220119647542e-29	6.91467384230751e-05	1.94265927796109e-70
chr16	77522392	77523017	human_hypo	Human-specific	626	5	-57.4777690948816	0.6416	0.4944	0.8842	0.8188	0.8986	0.8528	4.00793589017478e-90	0.021730514240328	6.6457485034577e-62
chr8	10858348	10859560	human_hypo	Human-specific	1213	7	-57.4103323690128	0.7072	0.3581	0.8252	0.7261	0.8982	0.7618	1.670958018978e-22	0.00747781564065503	1.32162411049165e-48
chr3	136468536	136469716	human_hypo	Human-specific	1181	10	-57.4017018504926	0.4528	0.1827	0.6174	0.2833	0.6417	0.4661	4.33014249692188e-17	0.000678656219103416	7.47263181090697e-33
chr8	142883796	142884219	human_hypo	Human-specific	424	7	-57.3769883487178	0.7246	0.7165	0.9361	0.8817	0.9458	0.9026	1.4701236711108e-34	0.124573741410897	1.76894683046673e-49
chr17	34110220	34111210	human_hypo	Human-specific	991	10	-57.3678649236285	0.4197	0.4164	0.6332	0.558	0.5715	0.7491	9.4270060250027e-17	0.0354838966978111	2.7427733867684e-17
chr19	31046785	31048481	human_hypo	Human-specific	1697	15	-57.3222222565862	0.6842	0.4846	0.7905	0.6605	0.809	0.7018	1.27506362214582e-29	0.113839936730435	1.1189756707102e-24
chr4	154460015	154460781	human_hypo	Human-specific	767	9	-57.2756498649088	0.5329	0.063	0.7716	0.3152	0.6908	0.7026	1.82766314727648e-37	0.0199007321013928	1.64980043994109e-13
chr10	43331858	43331989	human_hypo	Human-specific	132	8	-57.252244425451	0.3247	0.5471	0.6212	0.8182	0.9499	0.908	1.7703691000287e-20	3.25949433673614e-10	3.52840524673812e-48
chr11	93392146	93392818	human_hypo	Human-specific	673	7	-57.0442491402154	0.7332	0.1459	0.9079	0.5081	0.9197	0.7208	3.04178738865654e-37	0.0166804796818724	1.46564365324522e-20
chr2	214053759	214054686	human_hypo	Human-specific	928	10	-57.0104842298742	0.4635	0.1642	0.6022	0.3361	0.7069	0.3631	4.90945191821372e-27	0.000738326766511552	9.89152685814257e-96
chr6	75999835	76001416	human_hypo	Human-specific	1582	8	-56.9091349042709	0.3714	0.3436	0.6705	0.6022	0.8965	0.8104	2.08723634284152e-84	1.23203117697138e-49	3.54841695917114e-301
chr19	44717459	44717883	human_hypo	Human-specific	425	6	-56.8779355477569	0.3988	0.5221	0.6363	0.6495	0.7158	0.5886	7.10403019688334e-25	0.893556857658218	9.1254063297482e-10
chr3	4509290	4509434	human_hypo	Human-specific	145	7	-56.8478753636314	0.6309	0.5972	0.8473	0.8209	0.9423	0.9333	4.70769356577208e-44	4.58902082693765e-18	1.93652297449522e-90
chr22	50276216	50276569	human_hypo	Human-specific	354	11	-56.8268769768246	0.5827	0.2171	0.7277	0.4388	0.9626	0.9643	9.62914315035519e-14	2.86731056182089e-42	5.87664403235976e-66
chr2	152739349	152739855	human_hypo	Human-specific	507	9	-56.7469966096912	0.5539	0.8044	0.7576	0.9309	0.699	0.9391	6.42117583225052e-46	0.00364708867145484	4.66149359626543e-40
chr11	66441406	66441933	human_hypo	Human-specific	528	8	-56.7296978144737	0.4816	0.6119	0.7967	0.8951	0.7966	0.9533	4.68430982002742e-41	4.73264443087058e-14	1.28325588054683e-79
chr5	108097420	108098875	human_hypo	Human-specific	1456	6	-56.6424809273051	0.6893	0.629	0.8562	0.8383	0.9153	0.8654	6.13751315927029e-39	0.489392773868214	5.52899465256034e-52
chr1	221165703	221166439	human_hypo	Human-specific	737	12	-56.5491218503282	0.6636	0.599	0.7692	0.7594	0.7995	0.8531	1.47116198082682e-25	0.000456522026981732	9.45733296156147e-33
chr6	13427252	13427818	human_hypo	Human-specific	567	9	-56.5346696021198	0.5452	0.7237	0.841	0.9303	0.8582	0.9265	1.31622033445042e-28	0.76884621334475	6.19548525025351e-32
chr7	32357332	32358751	human_hypo	Human-specific	1420	9	-56.5192431509757	0.3407	0.2647	0.8843	0.8332	0.9513	0.8618	4.82089503376169e-80	0.0598736452521571	3.59476303951292e-88
chr8	104428721	104429249	human_hypo	Human-specific	529	5	-56.3837171811218	0.359	0.2941	0.6438	0.5893	0.8743	0.783	1.49117180347144e-50	1.44127581588082e-47	1.22851997932298e-170
chr14	100275737	100276112	human_hypo	Human-specific	376	9	-56.3088504809903	0.7416	0.2099	0.8468	0.5299	0.8766	0.8651	1.5840621671452e-12	3.72254454365562e-05	2.10783593672976e-14
chr12	122109710	122110258	human_hypo	Human-specific	549	7	-56.2950386381988	0.1782	0.4461	0.477	0.7566	0.5377	0.7831	9.5261419985419e-50	0.0543547831795175	9.43560017155629e-52
chr20	30466847	30467265	human_hypo	Human-specific	419	12	-56.1982929745863	0.4368	0.4029	0.5513	0.5273	0.6951	0.6583	3.53677368618125e-22	0.000394147543998521	1.09396332237093e-33
chr18	21840543	21842095	human_hypo	Human-specific	1553	12	-56.1557587967516	0.6466	0.7384	0.7584	0.8535	0.8136	0.8093	6.19689308766517e-14	0.359057379275438	1.58712865113291e-11
chr17	36997121	36997382	human_hypo	Human-specific	262	10	-56.0567977863124	0.7854	0.7128	0.9576	0.9452	0.97	0.9442	2.75396601443619e-20	0.661981241073785	3.75128481212029e-26
chr1	119521659	119521984	human_hypo	Human-specific	326	11	-56.0458402864743	0.2319	0.2024	0.4231	0.4022	0.5705	0.3671	8.4164953341663e-15	0.18842523543753	6.09583230247508e-18
chr21	47865265	47865597	human_hypo	Human-specific	333	8	-56.0420428096471	0.5218	0.6557	0.7512	0.7999	0.7629	0.844	5.03754407840849e-22	0.000117047334130901	2.663869807069e-31
chr21	43223020	43223402	human_hypo	Human-specific	383	10	-55.9385208649064	0.5299	0.2305	0.7725	0.3774	0.7459	0.6211	4.44376219511664e-18	0.448128998418025	1.2722420213644e-16
chr7	43214798	43215470	human_hypo	Human-specific	673	10	-55.8712641746899	0.6634	0.4507	0.8312	0.5905	0.8126	0.6744	4.91643518816991e-16	0.833333446353974	1.59565049673361e-11
chr1	178310534	178310783	human_hypo	Human-specific	250	9	-55.8339950395946	0.3584	0.4588	0.6605	0.6769	0.7598	0.5771	4.70371615364473e-11	0.785132060065778	3.03525222965692e-06
chr9	36165733	36166025	human_hypo	Human-specific	293	11	-55.7507121811386	0.3383	0.4816	0.4904	0.6532	0.5124	0.6154	1.560610498401e-12	0.898698612108043	2.83173607299944e-11
chr17	1464636	1464972	human_hypo	Human-specific	337	8	-55.746963906376	0.1263	0.2545	0.2859	0.535	0.295	0.4412	3.45721586269165e-24	0.0641201012289009	9.50600473358721e-17
chr19	40349021	40349601	human_hypo	Human-specific	581	8	-55.7220440674133	0.4728	0.3828	0.9224	0.7036	0.8665	0.6792	1.58712616306756e-24	0.00252573944025227	1.19251427334381e-18
chr3	186331609	186332698	human_hypo	Human-specific	1090	12	-55.6912376881103	0.5964	0.5011	0.7528	0.6984	0.9105	0.787	2.32118373876603e-29	2.25302365100636e-26	1.25771996071036e-107
chr3	195873111	195873484	human_hypo	Human-specific	374	8	-55.5918459000836	0.8415	0.6103	0.9637	0.9283	0.9711	0.9523	1.0418363388824e-33	0.00011249953883239	1.93782398970741e-25
chr17	79376016	79376367	human_hypo	Human-specific	352	6	-55.5891156968355	0.5187	0.1505	0.7665	0.5458	0.7154	0.3886	4.51929681387375e-33	6.27189056253289e-08	7.18975687835388e-22
chr2	104995940	104997002	human_hypo	Human-specific	1063	6	-55.5556574041896	0.5687	0.6107	0.7919	0.8523	0.8368	0.9281	3.48595928268029e-114	1.30710175378241e-06	3.77361734866678e-86
chr17	63014682	63015489	human_hypo	Human-specific	808	8	-55.5012955932098	0.6515	0.3201	0.8049	0.647	0.8786	0.9335	1.05832545661318e-25	4.81708825833565e-19	3.70587930461008e-39
chr7	2912894	2914254	human_hypo	Human-specific	1361	5	-55.4695974663004	0.4655	0.708	0.9298	0.8975	0.9546	0.9061	9.10585485144718e-41	0.0238424626056513	3.43933512504242e-28
chr2	103154009	103156244	human_hypo	Human-specific	2236	9	-55.4644454077437	0.6994	0.4081	0.8136	0.6081	0.9179	0.7932	7.88033557435736e-31	4.02266740537286e-44	8.80743032954548e-109
chr16	1669024	1669244	human_hypo	Human-specific	221	5	-55.3676523411395	0.7645	0.3386	0.9342	0.7651	0.9609	0.9374	9.49216128478049e-38	4.17379501797919e-10	1.34517294651888e-27
chr6	49498953	49500525	human_hypo	Human-specific	1573	6	-55.3452334560384	0.5305	0.3167	0.8874	0.7957	0.7426	0.7434	4.61057646774075e-140	0.00775162503355092	5.84802755559478e-39
chr14	95983962	95984410	human_hypo	Human-specific	449	9	-55.3228464556564	0.4858	0.6222	0.7532	0.8046	0.8293	0.7929	3.67968378384498e-24	0.0543480288282665	3.26338579603748e-32
chr14	76734493	76734850	human_hypo	Human-specific	358	10	-55.2982101485505	0.6013	0.3633	0.7076	0.6972	0.9534	0.8387	1.02600158471631e-07	4.99502242139413e-13	1.38124786368729e-126
chr6	27206689	27206958	human_hypo	Human-specific	270	10	-55.2952457579308	0.1647	0.2088	0.3907	0.4284	0.8863	0.7518	1.96939972591873e-16	2.06548608778326e-24	3.51910528547266e-123
chr16	6623215	6623349	human_hypo	Human-specific	135	7	-55.2895247949518	0.388	0.1754	0.6753	0.3748	0.8143	0.893	3.05972067983081e-29	2.28771285100969e-18	8.30981349715097e-49
chr18	47589544	47590092	human_hypo	Human-specific	549	9	-55.2886699320601	0.7985	0.6758	0.9406	0.8771	0.9524	0.8306	1.26577780786832e-36	0.334060510611779	2.21494265299263e-13
chr10	102895427	102895817	human_hypo	Human-specific	391	10	-55.2055912066914	0.2122	0.419	0.3902	0.6251	0.6617	0.5919	1.42335186480673e-14	0.013352153283742	3.39882368486124e-19
chr9	7146749	7147607	human_hypo	Human-specific	859	7	-55.2052551348773	0.6808	0.4459	0.8319	0.7381	0.8347	0.8491	2.60880542621473e-24	0.0904956088827474	2.38276689893895e-18
chr16	57563450	57564161	human_hypo	Human-specific	712	8	-55.1503706306932	0.6165	0.4502	0.8481	0.7225	0.856	0.7757	6.36302720842136e-58	0.0729346170227024	2.52583951363655e-90
chr2	242263567	242264001	human_hypo	Human-specific	435	11	-55.1390085866449	0.3982	0.4899	0.6088	0.7032	0.9465	0.9348	1.52548617867113e-12	2.55236112426997e-32	5.62814971644391e-103
chr3	124771209	124771603	human_hypo	Human-specific	395	6	-55.0171737240513	0.2481	0.1326	0.531	0.5472	0.4776	0.6594	6.72180373948517e-43	0.313856369541906	1.91440941054788e-27
chr15	60655553	60656354	human_hypo	Human-specific	802	7	-55.0010280195355	0.538	0.6756	0.7094	0.7992	0.7833	0.8302	1.33550023118352e-20	0.00217464103313079	6.00227630861589e-22
chr5	21569658	21572793	human_hypo	Human-specific	3136	8	-54.9925613926871	0.8173	0.7352	0.9348	0.9188	0.9456	0.9081	1.97144708782683e-78	0.460404788477276	1.38438336718135e-80
chr2	100862831	100864349	human_hypo	Human-specific	1519	9	-54.9507468385876	0.695	0.6954	0.916	0.8352	0.8928	0.7894	1.32138627070345e-46	5.23021074197555e-06	5.57308253423234e-15
chr6	94494510	94495270	human_hypo	Human-specific	761	9	-54.9371076581046	0.3487	0.3756	0.5365	0.6448	0.8256	0.6188	1.16555964474055e-26	0.0121050886001785	3.66760645125414e-25
chr6	167555854	167556037	human_hypo	Human-specific	184	6	-54.9155274139399	0.6448	0.5146	0.9164	0.7539	0.9013	0.6974	1.84814423451626e-56	0.00296684796407433	1.02109409918149e-17
chr13	110709777	110710620	human_hypo	Human-specific	844	6	-54.8444270974032	0.5504	0.5139	0.7814	0.8426	0.8006	0.9066	7.4237526877309e-33	1.20676778423746e-06	2.57659412381514e-87
chr14	61092441	61092785	human_hypo	Human-specific	345	8	-54.7350185615989	0.5221	0.5157	0.8925	0.8606	0.8001	0.7718	3.18879747769399e-58	1.66182239603624e-09	3.40688662989003e-31
chr2	240085614	240086452	human_hypo	Human-specific	839	11	-54.6981783558282	0.6286	0.2822	0.8324	0.4392	0.8598	0.4138	1.55475854777982e-26	0.968093338212282	1.02639935392355e-19
chr8	3141651	3142090	human_hypo	Human-specific	440	7	-54.6421884345516	0.2243	0.685	0.4778	0.8895	0.7578	0.8693	6.66371143256834e-28	0.000482935630807173	5.1818005793865e-20
chr1	201928985	201929245	human_hypo	Human-specific	261	6	-54.5986728783099	0.6842	0.4657	0.949	0.8161	0.9362	0.787	7.20642181690218e-113	0.000241248442101922	2.3044600757363e-83
chr2	10976425	10977657	human_hypo	Human-specific	1233	12	-54.5975363796257	0.2929	0.7266	0.417	0.9186	0.4408	0.9012	6.51975687040224e-16	0.307277573820186	1.20425747038454e-15
chr13	41560097	41561140	human_hypo	Human-specific	1044	8	-54.4640711715935	0.7368	0.0596	0.9089	0.5262	0.8744	0.4296	2.66475706391507e-35	0.00460849400132151	4.65855759639892e-19
chr12	93919343	93919818	human_hypo	Human-specific	476	6	-54.4520061739025	0.4706	0.6511	0.8129	0.8059	0.912	0.8527	2.1343113882454e-17	2.97944278753633e-06	4.06701603477848e-19
chr7	79767337	79768675	human_hypo	Human-specific	1339	9	-54.4395245162105	0.4528	0.3531	0.5856	0.5612	0.6606	0.5794	7.50762699699439e-11	0.289270104308394	1.49586980992e-12
chr12	132569808	132570133	human_hypo	Human-specific	326	8	-54.4375163667743	0.4458	0.3634	0.5928	0.5831	0.7803	0.8692	8.42429036400122e-28	6.43291714038271e-23	3.78737292857276e-69
chr5	74343788	74344438	human_hypo	Human-specific	651	10	-54.412125601548	0.328	0.427	0.5366	0.6926	0.6948	0.9377	4.45394036648745e-13	2.76949028138131e-11	3.64024290743162e-57
chr1	91557617	91558191	human_hypo	Human-specific	575	5	-54.3421660869715	0.5125	0.1305	0.7252	0.4997	0.8776	0.8046	1.05548825031673e-43	2.37785170172681e-25	2.10246033554798e-46
chr9	126487660	126488265	human_hypo	Human-specific	606	9	-54.3387282129658	0.7104	0.2666	0.8197	0.4046	0.8389	0.5086	1.45111894782273e-14	0.056570088610539	8.14846752855851e-18
chr10	119514686	119514987	human_hypo	Human-specific	302	9	-54.2794138966508	0.5025	0.3575	0.6962	0.5169	0.6881	0.724	2.13921892707419e-22	0.000131264535055772	2.60800370002844e-45
chr11	65656981	65657279	human_hypo	Human-specific	299	7	-54.2778735857432	0.0628	0.2158	0.1788	0.5493	0.9015	0.913	1.02978969719539e-28	2.19458642880918e-43	1.33131360417241e-251
chr16	12448007	12448818	human_hypo	Human-specific	812	6	-54.2731083897631	0.4052	0.2796	0.6066	0.6538	0.5916	0.6601	2.23215105244654e-25	0.532347286579172	4.69331876002956e-30
chr8	66944668	66946240	human_hypo	Human-specific	1573	10	-54.2651343943952	0.6259	0.6797	0.8107	0.8436	0.9228	0.9119	1.43365367901794e-42	2.83492671388119e-22	7.9494210992178e-97
chr3	15221624	15222697	human_hypo	Human-specific	1074	7	-54.2493946764736	0.3972	0.2199	0.6136	0.3972	0.7103	0.4614	2.03879058716307e-19	0.00227162559689606	5.62490858293796e-83
chr14	61938530	61939203	human_hypo	Human-specific	674	7	-54.246649992632	0.3792	0.056	0.695	0.1945	0.5945	0.1517	8.18090293541697e-30	7.48143022114923e-05	4.07203281845996e-18
chr17	42004280	42006121	human_hypo	Human-specific	1842	7	-54.2274150949737	0.16	0.1201	0.7431	0.5578	0.8962	0.7618	1.65925146571995e-302	1.15880075099284e-15	0
chr9	127044116	127044654	human_hypo	Human-specific	539	9	-54.1764012798687	0.6696	0.685	0.9578	0.809	0.9379	0.8558	5.65949963481021e-15	0.673339138643301	1.54832964069044e-16
chr8	40752717	40753473	human_hypo	Human-specific	757	11	-54.096368900665	0.1007	0.161	0.2026	0.4542	0.1805	0.521	1.0046276967466e-18	0.673231536558186	4.96119272465301e-19
chr1	22352787	22352913	human_hypo	Human-specific	127	8	-54.0794242822393	0.1058	0.1528	0.3463	0.2913	0.675	0.6505	5.65728489344817e-12	7.70785658351829e-43	2.3932139403556e-92
chr2	85553264	85553813	human_hypo	Human-specific	550	7	-54.0760350202467	0.4438	0.2032	0.7139	0.4799	0.8914	0.7932	1.28629518457418e-39	1.4561976235065e-32	4.54808552895165e-125
chr21	42839383	42839625	human_hypo	Human-specific	243	5	-54.057079504114	0.7703	0.4436	0.9647	0.9488	0.9673	0.9364	7.3186039099151e-39	0.0684612567480351	1.1205538515976e-41
chr7	116759079	116759684	human_hypo	Human-specific	606	8	-54.048112347243	0.4793	0.2287	0.6576	0.3748	0.6109	0.3862	3.75558666330455e-27	0.684230530216629	3.44465866359662e-17
chr13	102912682	102913294	human_hypo	Human-specific	613	7	-54.0198001902675	0.4405	0.5513	0.6347	0.8185	0.8175	0.8824	1.20838018853377e-36	1.50637023800794e-07	1.17235400946912e-85
chr1	245713080	245713597	human_hypo	Human-specific	518	9	-53.9400529209866	0.5536	0.5123	0.829	0.661	0.831	0.6974	1.41798078953668e-20	0.148918458767501	4.50890144354631e-23
chr19	58859674	58860477	human_hypo	Human-specific	804	6	-53.9306013348548	0.3508	0.6374	0.7012	0.8166	0.9048	0.8136	5.13835637308244e-36	6.78441759551815e-07	7.57283405132739e-23
chr3	9077944	9078908	human_hypo	Human-specific	965	10	-53.8651088524372	0.5086	0.2772	0.674	0.446	0.7658	0.9272	3.74078609805494e-16	1.04418667768685e-12	7.65589268087342e-23
chr19	5424909	5426713	human_hypo	Human-specific	1805	10	-53.8580969459257	0.564	0.3952	0.7451	0.6924	0.7915	0.6873	3.97915347687122e-35	0.000674274726768922	1.86353195888083e-64
chr6	71791860	71792655	human_hypo	Human-specific	796	8	-53.8342693599897	0.5373	0.3865	0.6483	0.5508	0.6147	0.6313	6.57133631409263e-15	0.282311915756698	4.72845332242025e-14
chr11	62211804	62213141	human_hypo	Human-specific	1338	9	-53.8252126631076	0.5166	0.1298	0.8385	0.3723	0.765	0.5001	4.3001842747479e-50	0.535660650688866	1.16010609878689e-33
chr14	90834682	90835145	human_hypo	Human-specific	464	5	-53.8250453632013	0.4537	0.2998	0.812	0.738	0.9202	0.8432	3.38953982806108e-62	2.43360159782057e-11	3.01140897278738e-208
chr10	77547819	77549690	human_hypo	Human-specific	1872	8	-53.8095528847871	0.8237	0.5204	0.9312	0.674	0.9302	0.6075	9.47481597545858e-35	0.192126567296109	2.75854996242322e-23
chr6	158245540	158246003	human_hypo	Human-specific	464	10	-53.6438539618398	0.4014	0.6279	0.6215	0.744	0.6546	0.7442	3.96451252107776e-11	0.000808531154622756	3.11431978081399e-19
chr2	241851411	241851538	human_hypo	Human-specific	128	7	-53.5816312765932	0.4867	0.4734	0.8202	0.825	0.9695	0.8431	6.0624492904157e-17	0.0294130649844333	8.42965456546271e-28
chr20	271672	271981	human_hypo	Human-specific	310	10	-53.5626118014526	0.2075	0.1213	0.3336	0.2856	0.4259	0.47	3.51424253607841e-17	1.63396549056306e-11	9.27670487471903e-51
chr16	84177226	84177803	human_hypo	Human-specific	578	5	-53.5570583894767	0.1976	0.3362	0.8323	0.6901	0.7099	0.6487	4.9892792584635e-43	1.32635642458941e-12	2.05940239430109e-27
chr1	176972022	176972684	human_hypo	Human-specific	663	5	-53.5347537131179	0.4246	0.6786	0.8244	0.9556	0.8909	0.8951	5.05146099775988e-179	0.209840742559929	2.71229213995541e-30
chr4	87958903	87959812	human_hypo	Human-specific	910	7	-53.4948659968017	0.5965	0.4236	0.7371	0.7067	0.7725	0.7736	6.70352850722873e-21	0.00406908095234705	2.1447122434218e-31
chr3	196358449	196359005	human_hypo	Human-specific	557	6	-53.4121218319699	0.1307	0.351	0.4632	0.8081	0.9608	0.7703	7.69586649788136e-89	0.000426470778698197	1.35119810564313e-31
chr3	134427654	134429286	human_hypo	Human-specific	1633	7	-53.4092355059762	0.6507	0.5706	0.8621	0.7982	0.9086	0.825	4.42679651993007e-36	0.169090129611504	2.02874939783367e-61
chr11	11264904	11265840	human_hypo	Human-specific	937	6	-53.3863954291065	0.5312	0.4931	0.8193	0.7479	0.862	0.7495	3.89053689186376e-41	0.366542968532083	1.58889333279011e-40
chr5	50161919	50163968	human_hypo	Human-specific	2050	9	-53.3162853860276	0.726	0.6586	0.9231	0.8439	0.8741	0.8157	2.50679030501809e-62	0.0242665718007097	2.63068389500654e-68
chr10	86597407	86598408	human_hypo	Human-specific	1002	10	-53.2873290711164	0.6612	0.4427	0.8622	0.5752	0.8116	0.5388	1.15812740259658e-21	0.00499150091142672	6.41697786244344e-19
chr4	42484941	42485633	human_hypo	Human-specific	693	9	-53.2619976085103	0.4987	0.5553	0.7639	0.6628	0.7886	0.7979	1.25596764623778e-16	0.00375372862789588	3.99341628649253e-39
chr5	43190268	43191672	human_hypo	Human-specific	1405	8	-53.2560818034414	0.3735	0.1747	0.655	0.4339	0.8194	0.4814	3.29746046894011e-50	0.000247923372974047	5.80649021737589e-57
chr21	23449998	23450586	human_hypo	Human-specific	589	6	-53.255107809352	0.7947	0.3945	0.9326	0.7191	0.9614	0.56	4.31081189369438e-56	0.0599195556497338	1.98918838216486e-29
chr2	106287395	106287954	human_hypo	Human-specific	560	5	-53.2136985341437	0.5733	0.5746	0.9505	0.9189	0.9225	0.8829	3.41298816016139e-80	0.0227039738601509	9.77653702568263e-55
chr20	59082171	59083373	human_hypo	Human-specific	1203	7	-53.1635949106151	0.5527	0.6518	0.8579	0.7758	0.811	0.7286	8.06084478308805e-20	0.0125839541337491	5.1544559400795e-14
chr18	61009567	61009665	human_hypo	Human-specific	99	5	-53.1449663129299	0.6269	0.3695	0.8766	0.7569	0.8344	0.6565	1.31398789788525e-22	0.000740735530282736	1.49120625641266e-07
chr20	45588192	45588481	human_hypo	Human-specific	290	9	-53.1221697964533	0.6957	0.5855	0.8727	0.8704	0.9422	0.9073	1.64163827169747e-18	0.000322704471418065	1.66177525405506e-41
chr17	38935747	38936184	human_hypo	Human-specific	438	11	-53.1080217228749	0.3339	0.3211	0.5271	0.561	0.4638	0.4823	1.26733897563549e-10	0.898764024969255	2.44739649097734e-05
chr18	67513064	67513569	human_hypo	Human-specific	506	5	-53.0876957846536	0.664	0.405	0.9303	0.7831	0.8716	0.9108	1.68359283273473e-71	0.063455842471875	7.37087323114632e-26
chr12	1740062	1740180	human_hypo	Human-specific	119	6	-53.0059025927641	0.5702	0.7173	0.8711	0.9335	0.804	0.8486	5.68253117930795e-34	4.93721078876811e-08	7.33957740480397e-13
chr22	29467884	29468116	human_hypo	Human-specific	233	8	-52.9976029074692	0.2808	0.3096	0.4735	0.5504	0.4919	0.5071	2.46601220666594e-17	0.499890002923356	1.44311598730301e-12
chr10	12659372	12659870	human_hypo	Human-specific	499	9	-52.8816597409442	0.3164	0.5002	0.4973	0.75	0.5194	0.8673	2.775122534008e-15	0.00877076506557539	3.75743938448434e-30
chr8	94995343	94995710	human_hypo	Human-specific	368	7	-52.8190510685837	0.596	0.4823	0.84	0.7067	0.9613	0.9615	1.96285775314946e-36	5.02537921192504e-29	1.15457882250572e-136
