chr	str	end	type	specificity	length	nCG	areaStat	Human_ND	Human_OD	Chimp_ND	Chimp_OD	Macaq_ND	Macaq_OD	Bonferroni_species_HvsC	Bonferroni_species_MvsC	Bonferroni_species_MvsH
chr11	124272225	124272518	human_hypo	Chimp-specific	294	6	-46.5292666932572	0.2486	0.5077	0.5337	0.7269	0.0863	0.0829	2.34790876532904e-18	1.04316452368899e-67	1.91382651203818e-29
chr10	21284704	21285103	human_hypo	Chimp-specific	400	6	-46.3911304411249	0.2503	0.3586	0.5143	0.616	0.1398	0.1915	6.2105973014255e-35	3.40261759985729e-89	8.60681384930912e-15
chr12	58679596	58680086	human_hypo	Chimp-specific	491	4	-46.3871180337793	0.7611	0.4877	0.9479	0.8314	0.777	0.0494	9.38555075740548e-58	1.76572540791389e-25	6.97753930788032e-08
chr1	93408771	93410693	human_hypo	Chimp-specific	1923	10	-46.3423806781657	0.5987	0.5754	0.7392	0.6924	0.6249	0.5133	9.07912937057673e-14	0.000220157712863438	0.0914325543973542
chr6	138145161	138145650	human_hypo	Chimp-specific	490	9	-46.2910912786431	0.6355	0.0949	0.7728	0.2499	0.0676	0.0384	2.09677211860234e-07	1.19466284386773e-27	1.2332029018043e-07
chr5	3428567	3429001	human_hypo	Chimp-specific	435	7	-46.2660028027103	0.6789	0.392	0.8412	0.7572	0.7387	0.2569	2.3132736629497e-21	2.81067251869366e-13	0.486194726420929
chr1	242252040	242253188	human_hypo	Chimp-specific	1149	10	-46.2486161966799	0.4846	0.5878	0.5916	0.7378	0.5245	0.5772	4.93209439415039e-21	4.90347027055281e-06	0.00561244843126366
chr1	106810498	106810989	human_hypo	Chimp-specific	492	6	-46.2029230271808	0.4731	0.4431	0.6724	0.7166	0.5087	0.5278	9.52019891986816e-26	9.31645277739165e-13	0.00616687553454799
chr14	102255689	102256244	human_hypo	Chimp-specific	556	8	-46.1936688607974	0.7418	0.3356	0.8614	0.5934	0.647	0.3634	8.57925913540897e-30	2.20559036676193e-33	0.141591438865883
chr7	25932872	25933544	human_hypo	Chimp-specific	673	6	-46.1771540166492	0.2225	0.304	0.4097	0.6921	0.2367	0.1955	4.39683556899169e-09	1.30406075526366e-09	0.0432200976518865
chr16	85060307	85060709	human_hypo	Chimp-specific	403	6	-46.0809329139636	0.3446	0.5784	0.5024	0.8038	0.2132	0.3	6.6039504416862e-67	4.50907692518375e-63	6.27037809240331e-31
chr19	55727418	55727690	human_hypo	Chimp-specific	273	7	-46.018281323404	0.6468	0.7311	0.8784	0.8798	0.7174	0.8012	3.76292138004524e-31	4.18607895338377e-16	5.7575395705779e-07
chr6	362419	362734	human_hypo	Chimp-specific	316	5	-45.9595802194572	0.8187	0.7505	0.9507	0.9627	0.884	0.5424	3.97274610873007e-65	4.79363216701441e-13	0.0602690814106427
chr7	108088664	108089612	human_hypo	Chimp-specific	949	8	-45.8272905555351	0.3633	0.4245	0.5917	0.6242	0.2038	0.0826	5.32100524787141e-38	1.42614123258033e-77	9.7432804073873e-26
chr17	48938441	48939482	human_hypo	Chimp-specific	1042	7	-45.7435827974343	0.1754	0.2469	0.3251	0.398	0.1932	0.2262	9.16702168762673e-23	5.54334455906242e-16	0.841902836874405
chr3	36421231	36423113	human_hypo	Chimp-specific	1883	11	-45.7274811231317	0.1063	0.0968	0.4581	0.5024	0.072	0.0809	2.59280968201237e-126	2.13370523085375e-128	0.000883789363708899
chr12	131651705	131652484	human_hypo	Chimp-specific	780	5	-45.6900290707748	0.589	0.5056	0.7307	0.6836	0.5875	0.4652	4.8784352417846e-36	2.94531327791267e-29	0.00555890671017739
chr6	36843324	36843501	human_hypo	Chimp-specific	178	6	-45.5921181706278	0.4871	0.5136	0.6768	0.6959	0.5099	0.5369	1.21422417348335e-22	8.90644136718297e-10	0.401067068565865
chr7	99191691	99192250	human_hypo	Chimp-specific	560	8	-45.5513579212452	0.797	0.778	0.9023	0.8953	0.6031	0.4606	5.86949324688743e-32	4.76080775443262e-91	2.64110236770061e-34
chr12	67908653	67909553	human_hypo	Chimp-specific	901	6	-45.4691071935357	0.6933	0.5044	0.9224	0.921	0.7424	0.5322	4.81127269360518e-49	9.80981282691587e-25	0.200222061134549
chr2	242090564	242091406	human_hypo	Chimp-specific	843	11	-45.4547252618386	0.3592	0.6248	0.5367	0.7378	0.3341	0.6791	9.32164591194502e-16	6.07069010937406e-07	0.480348894252531
chr10	61385318	61385709	human_hypo	Chimp-specific	392	6	-45.3792638868265	0.3238	0.4099	0.6193	0.7182	0.338	0.3866	2.03107932070937e-88	1.2621020154698e-68	0.206335145536189
chr19	45192128	45193529	human_hypo	Chimp-specific	1402	7	-45.3160182359613	0.4673	0.4079	0.811	0.7064	0.5478	0.4884	7.24078129332168e-73	2.07671294177692e-42	0.0753044781362548
chr18	7562048	7562619	human_hypo	Chimp-specific	572	6	-45.2552363005933	0.8036	0.4445	0.9197	0.6986	0.8566	0.3517	9.29129864437533e-25	9.11368528251299e-10	0.348394408659128
chr12	106694925	106697654	human_hypo	Chimp-specific	2730	8	-45.1999221990983	0.0408	0.0254	0.4795	0.2947	0.0418	0.0138	1.35036227038712e-230	1.1723413058348e-206	0.065278561952559
chr3	6962757	6963262	human_hypo	Chimp-specific	506	5	-45.1245764576266	0.437	0.3014	0.6846	0.551	0.3587	0.1116	8.8176796470356e-64	3.03215700014442e-61	4.66754063031837e-09
chr11	134200566	134200935	human_hypo	Chimp-specific	370	6	-45.0049427477293	0.5102	0.4188	0.6297	0.5424	0.3812	0.3944	2.204968865415e-08	0.00237369336375296	0.141104094411649
chr9	35665515	35665807	human_hypo	Chimp-specific	293	5	-44.9132875616735	0.2719	0.3806	0.5593	0.5371	0.024	0.0349	2.43665019843187e-35	0	1.21970539302803e-125
chr1	210851107	210852069	human_hypo	Chimp-specific	963	7	-44.7992489750376	0.4923	0.6686	0.7284	0.8665	0.5608	0.6623	2.49290005533329e-73	2.90499788019847e-32	0.170208809879831
chr2	105781910	105782156	human_hypo	Chimp-specific	247	5	-44.6430231267375	0.7937	0.6669	0.9545	0.8674	0.7571	0.7411	1.43590545313673e-28	1.99477872857791e-18	0.581838693479555
chr15	27132718	27133431	human_hypo	Chimp-specific	714	7	-44.5835476359456	0.5658	0.5728	0.7411	0.791	0.6353	0.3598	4.17481082960031e-41	1.0542937028286e-07	0.610576090808632
chr1	158147849	158148726	human_hypo	Chimp-specific	878	6	-44.5721271856231	0.4688	0.3901	0.6944	0.5278	0.3193	0.212	6.15575854078457e-55	1.04330212857339e-47	2.86770708533948e-08
chr5	114194166	114195837	human_hypo	Chimp-specific	1672	8	-44.5550743523982	0.4261	0.5604	0.5442	0.7094	0.4449	0.4396	3.78029751564501e-17	4.38288103774798e-12	0.147006922846922
chr18	3617960	3618403	human_hypo	Chimp-specific	444	7	-44.5182646243923	0.8009	0.4248	0.9067	0.6633	0.8263	0.426	2.91500827659151e-18	4.01760988750432e-12	0.390205294968654
chr11	63529113	63532952	human_hypo	Chimp-specific	3840	5	-44.5176394018043	0.2258	0.2741	0.6257	0.7247	0.2428	0.2423	1.80792128975277e-199	5.19894100963185e-76	2.01021270040852e-05
chr1	64157643	64158462	human_hypo	Chimp-specific	820	6	-44.4753343366588	0.2887	0.2833	0.5169	0.6135	0.3078	0.3096	1.337761733551e-37	3.88117003399931e-19	0.033903346807349
chr7	4267227	4267422	human_hypo	Chimp-specific	196	8	-44.4446542279501	0.3246	0.1251	0.5393	0.2705	0.1945	0.0229	4.4993159566044e-13	5.77875392344455e-28	1.76352351693254e-11
chr8	33538681	33538890	human_hypo	Chimp-specific	210	5	-44.4264137594785	0.5773	0.5933	0.711	0.7492	0.382	0.4378	2.1821978132066e-22	3.0464025207885e-83	1.03655482398053e-23
chr1	178722380	178723005	human_hypo	Chimp-specific	626	7	-44.3793909430921	0.292	0.5918	0.5418	0.8159	0.2832	0.3264	3.07383880176713e-26	1.81340330022233e-31	4.56244020374394e-06
chr9	91731747	91733715	human_hypo	Chimp-specific	1969	7	-44.3149778510556	0.6859	0.5576	0.8584	0.8212	0.71	0.5863	3.40660004476797e-39	2.50498625082724e-25	0.00310158512957568
chr3	142167348	142167421	human_hypo	Chimp-specific	74	4	-44.2233000764087	0.214	0.1932	0.4695	0.4797	0.1102	0.2603	3.87769500227606e-35	8.13402127015837e-27	0.598990941957931
chr6	117003874	117004453	human_hypo	Chimp-specific	580	6	-44.184253077803	0.5588	0.5922	0.7524	0.7301	0.4826	0.5514	4.62277131860717e-38	4.46079440025539e-39	0.0172171740918817
chr1	204720460	204720940	human_hypo	Chimp-specific	481	4	-44.1566020870863	0.6106	0.339	0.9314	0.8218	0.5289	0.4512	2.32553990395987e-80	6.19906455884042e-89	0.204882178482173
chr19	50665804	50665984	human_hypo	Chimp-specific	181	9	-44.134112083133	0.6217	0.7822	0.8759	0.8839	0.689	0.578	2.93398164280895e-15	2.97717189674821e-21	0.0109702131808708
chr6	5316037	5316591	human_hypo	Chimp-specific	555	6	-44.1110966914991	0.5196	0.4039	0.7383	0.7801	0.4014	0.2127	2.66382321124803e-32	1.14763998477285e-37	0.000242420561487321
chr5	5494494	5495486	human_hypo	Chimp-specific	993	7	-43.9947039751212	0.3512	0.287	0.915	0.7917	0.3	0.1558	2.70644185502632e-176	2.48013811882621e-175	5.78034451702672e-13
chr10	68718401	68719212	human_hypo	Chimp-specific	812	5	-43.9742790329863	0.4587	0.32	0.7974	0.5357	0.3738	0.2635	3.24220271540705e-32	5.1314258125886e-33	0.00814032330187973
chr3	157323810	157324714	human_hypo	Chimp-specific	905	6	-43.9550871842982	0.383	0.1025	0.5106	0.2102	0.3915	0.1424	3.20987875102924e-29	3.43988469368102e-17	1.03474483861398e-05
chr17	10601683	10601905	human_hypo	Chimp-specific	223	8	-43.9027147027301	0.1783	0.1243	0.3654	0.2655	0.0254	0.0124	1.13398755299156e-14	9.15404233487964e-55	1.36385140160338e-27
chr5	177866639	177866950	human_hypo	Chimp-specific	312	7	-43.8839590440266	0.7725	0.6752	0.9393	0.8057	0.4828	0.6915	5.20682648033279e-09	1.96135059676945e-11	0.00516596740920571
chr6	166667643	166668389	human_hypo	Chimp-specific	747	9	-43.8738101483983	0.593	0.5682	0.7284	0.7117	0.4688	0.4256	1.59336984791423e-16	3.24791303574924e-41	3.39792953632944e-10
chr12	12008384	12009173	human_hypo	Chimp-specific	790	11	-43.8687762155528	0.6937	0.5835	0.8423	0.7399	0.6355	0.4391	1.6203470263279e-09	1.31783450200682e-14	0.0490177638441325
chr18	55769566	55771225	human_hypo	Chimp-specific	1660	10	-43.850925526791	0.699	0.5665	0.8187	0.7262	0.6278	0.44	9.127916249158e-18	2.98224131496661e-43	6.70368484019883e-07
chr5	88899560	88900128	human_hypo	Chimp-specific	569	9	-43.8129371398294	0.7281	0.4362	0.8719	0.6399	0.8	0.2283	2.45443672365408e-22	1.90171106346432e-13	0.0251500929113824
chr6	166013297	166014160	human_hypo	Chimp-specific	864	9	-43.77966897166	0.8218	0.3497	0.9303	0.6284	0.5373	0.2841	7.14960625947032e-41	1.9679978881601e-81	4.90098609989629e-10
chr3	16309634	16309922	human_hypo	Chimp-specific	289	4	-43.7629171577417	0.1851	0.356	0.4343	0.6877	0.0638	0.0479	3.16012116963875e-47	1.02522684313616e-93	2.58376860099952e-36
chr2	134022208	134022809	human_hypo	Chimp-specific	602	6	-43.7190479805861	0.2143	0.2388	0.3707	0.4648	0.194	0.3054	1.45836868889112e-26	8.07526309165228e-21	0.0588501080454245
chr7	130125836	130126966	human_hypo	Chimp-specific	1131	7	-43.7126841633427	0.1563	0.21	0.4824	0.639	0.262	0.3527	5.33980485947079e-132	9.51744034399316e-35	4.38128408241795e-21
chr4	122721872	122721998	human_hypo	Chimp-specific	127	6	-43.59117087288	0.1777	0.2216	0.3841	0.5286	0.058	0.1718	1.83725699431385e-11	1.33164184656943e-47	0.0135933986990624
chr3	152374097	152374611	human_hypo	Chimp-specific	515	4	-43.5395788132181	0.5876	0.078	0.8345	0.3516	0.631	0.1304	2.01521339179728e-57	2.30460267854815e-17	1.37394672271681e-09
chr8	1023060	1023539	human_hypo	Chimp-specific	480	5	-43.4861761159747	0.768	0.5468	0.8843	0.8247	0.596	0.5842	2.47636521306933e-16	2.1466791786427e-50	0.0145115395425768
chr1	37169048	37169257	human_hypo	Chimp-specific	210	6	-43.3567476918773	0.6011	0.6412	0.8358	0.8348	0.6426	0.5632	9.56568693254054e-37	1.72375087643555e-26	0.238061441650634
chr3	169897635	169898231	human_hypo	Chimp-specific	597	7	-43.3484778570953	0.2609	0.2242	0.3734	0.393	0.2978	0.0973	6.65291583746686e-21	6.15918048373461e-11	0.00781514745503849
chr5	37787892	37788090	human_hypo	Chimp-specific	199	5	-43.3365512665629	0.8055	0.1395	0.9417	0.6273	0.8292	0.0281	8.03309470485896e-19	1.08071073588112e-13	0.00133432898620717
chr19	33461694	33463511	human_hypo	Chimp-specific	1818	8	-43.3150107035407	0.0469	0.0706	0.4978	0.6109	0.1354	0.1599	0	1.59301213234033e-113	1.01865173042363e-32
chr3	54655366	54655528	human_hypo	Chimp-specific	163	7	-43.2091842274215	0.4281	0.6877	0.5899	0.9024	0.3744	0.6069	5.43344097722772e-19	4.05790502123247e-22	0.0345267709659374
chr18	29196794	29197434	human_hypo	Chimp-specific	641	6	-43.1012120913305	0.7891	0.428	0.9295	0.6864	0.8487	0.4068	2.19619437443461e-39	9.75048772463671e-18	0.787306648536927
chr10	131131082	131131572	human_hypo	Chimp-specific	491	4	-43.0589912978287	0.6908	0.7092	0.9169	0.8641	0.7671	0.7584	2.00518903409402e-44	6.7329502749385e-12	0.0178798305371738
chr12	58137963	58138195	human_hypo	Chimp-specific	233	5	-43.0513503388094	0.1777	0.3637	0.4936	0.5212	0.0785	0.1932	1.7559142040664e-31	3.83305342998487e-71	7.52952619904971e-14
chr19	13286786	13287565	human_hypo	Chimp-specific	780	8	-43.0434406724008	0.3761	0.7727	0.5821	0.8727	0.3645	0.8184	3.91111242348645e-12	3.69321877236897e-05	0.430646882770487
chr19	1359490	1359967	human_hypo	Chimp-specific	478	9	-43.0232566812601	0.7168	0.5739	0.872	0.7108	0.7726	0.4062	1.0628377911894e-16	1.79242353772641e-16	0.220584316542713
chr3	146186753	146187962	human_hypo	Chimp-specific	1210	7	-43.0117397870467	0.3338	0.2643	0.5389	0.4815	0.1858	0.1768	3.64212448620554e-20	1.03383035125581e-36	9.1394239051203e-10
chr1	29506030	29506817	human_hypo	Chimp-specific	788	7	-42.9434571290868	0.4825	0.3863	0.6054	0.5066	0.318	0.173	1.22746036854221e-19	6.95921467053159e-88	7.55775331819711e-36
chr9	95552875	95553516	human_hypo	Chimp-specific	642	7	-42.9338302568535	0.477	0.2776	0.6927	0.5242	0.3839	0.1308	2.2243935596012e-52	1.77670538284436e-53	6.45483675668776e-06
chr18	47012748	47012842	human_hypo	Chimp-specific	95	5	-42.8705764677914	0.3125	0.2629	0.5153	0.4134	0.3807	0.3081	5.22865834796592e-23	1.28776658251248e-07	0.00133922669395912
chr10	12236370	12236731	human_hypo	Chimp-specific	362	4	-42.8664119095262	0.5884	0.5849	0.8456	0.8445	0.6569	0.6626	1.38864671361404e-65	1.81652855249967e-14	9.04437373952825e-05
chr7	127848492	127849043	human_hypo	Chimp-specific	552	6	-42.8158452871543	0.3356	0.5257	0.6139	0.8439	0.2682	0.4066	2.15854955441644e-38	6.0526057804102e-70	5.66353531672184e-05
chr14	21132221	21132518	human_hypo	Chimp-specific	298	6	-42.8008099286991	0.3312	0.3513	0.7027	0.6833	0.4605	0.2208	3.1352919514779e-18	3.46531824760207e-18	0.73539448942164
chr5	90507931	90508719	human_hypo	Chimp-specific	789	6	-42.7782778141583	0.5067	0.5907	0.714	0.7972	0.6098	0.5586	9.03607325926511e-30	3.5615287499435e-11	0.224583136110261
chr10	10395326	10395637	human_hypo	Chimp-specific	312	6	-42.7698576677321	0.7088	0.2369	0.8495	0.5927	0.7598	0.3659	7.26222411696699e-20	3.22704746163671e-16	0.00286549353104152
chr13	72375694	72377115	human_hypo	Chimp-specific	1422	8	-42.7557389708269	0.7095	0.4852	0.8371	0.6013	0.6658	0.3156	2.78831773572188e-19	2.50616466907584e-42	1.47042783297344e-12
chr4	4859100	4859329	human_hypo	Chimp-specific	230	11	-42.7415085800763	0.1311	0.3011	0.2479	0.5554	0.1038	0.1995	7.15648561177795e-20	3.2846381409904e-30	3.47828933763317e-07
chr10	95835936	95836921	human_hypo	Chimp-specific	986	7	-42.7084828498014	0.4383	0.356	0.5819	0.5506	0.3694	0.2951	4.77287485727349e-39	1.04836909345424e-52	1.20172755632379e-09
chr5	115717803	115718212	human_hypo	Chimp-specific	410	7	-42.6742398031916	0.2172	0.4316	0.3541	0.6763	0.1839	0.4557	7.69838880374333e-09	5.98559871970787e-09	0.902822880067528
chr15	66148706	66149402	human_hypo	Chimp-specific	697	6	-42.6515902975408	0.7487	0.7234	0.897	0.8388	0.7407	0.6152	2.71519544866832e-16	6.4005458086383e-33	0.00942919399656949
chr8	22527059	22527295	human_hypo	Chimp-specific	237	4	-42.6057295950019	0.5433	0.6169	0.8429	0.8787	0.4997	0.5057	5.51541722831062e-95	2.99395777626159e-70	0.00053289750720669
chr21	28051836	28052311	human_hypo	Chimp-specific	476	5	-42.6029790488618	0.7161	0.4757	0.9277	0.6145	0.297	0.3313	8.61908235975999e-15	9.51215569254141e-30	7.51464397910549e-15
chr10	123915012	123915413	human_hypo	Chimp-specific	402	6	-42.5561541629672	0.6549	0.829	0.8544	0.9542	0.7345	0.7261	2.82916375882037e-46	6.50198798753575e-29	0.796703729387943
chr6	28793866	28794270	human_hypo	Chimp-specific	405	7	-42.5514770291935	0.2277	0.2232	0.3804	0.3955	0.1535	0.1317	2.07495446147358e-28	3.87557752166454e-40	1.29490025800982e-13
chr1	16490722	16491010	human_hypo	Chimp-specific	289	6	-42.4807035837667	0.8152	0.2447	0.9314	0.6152	0.8268	0.4196	1.47500095988226e-15	9.9973512413979e-13	0.00720309824695787
chr20	621631	624170	human_hypo	Chimp-specific	2540	6	-42.4701758232281	0.4882	0.2073	0.9565	0.8687	0.6575	0.3097	5.79963028166164e-134	7.29082707182018e-68	6.40970940216562e-13
chr7	98438236	98438910	human_hypo	Chimp-specific	675	7	-42.3085681015331	0.7329	0.7404	0.8836	0.9086	0.7054	0.5559	1.17991208186399e-19	9.28193442149207e-29	1.38686090589643e-07
chr3	66449131	66449510	human_hypo	Chimp-specific	380	5	-42.2188015783071	0.4768	0.2482	0.7364	0.5117	0.5867	0.3175	2.11256245000543e-50	1.38876955916119e-12	4.79470788492807e-06
chr6	112822615	112823690	human_hypo	Chimp-specific	1076	9	-42.2180363918467	0.2152	0.368	0.3363	0.5655	0.2159	0.2866	1.5851277351344e-30	6.31259757063592e-14	0.650671297323384
chr16	14622638	14623054	human_hypo	Chimp-specific	417	6	-42.2168562179403	0.3895	0.3951	0.6357	0.5699	0.3541	0.2482	2.62003275476293e-43	1.11649770581984e-30	0.23549059055891
chr11	61278536	61278848	human_hypo	Chimp-specific	313	8	-42.1517169844397	0.4682	0.6105	0.6201	0.7861	0.4851	0.5835	8.18535353887855e-12	5.09336294562959e-11	0.996178583076261
chr6	149865649	149865972	human_hypo	Chimp-specific	324	8	-42.0940854106909	0.402	0.3859	0.5614	0.499	0.1276	0.0445	4.60800342576641e-13	3.78866096495011e-206	9.51573310526907e-74
chr5	83852557	83853914	human_hypo	Chimp-specific	1358	5	-42.0135942431297	0.8459	0.6119	0.9461	0.9271	0.6158	0.1778	2.57901531287981e-24	2.67333609209621e-39	8.46451665836451e-34
chr7	39992308	39993289	human_hypo	Chimp-specific	982	7	-41.9519424697454	0.1891	0.264	0.3024	0.4291	0.1667	0.2019	2.69220429115693e-07	5.15436821881714e-45	0.0038642585733059
chr9	130463238	130463845	human_hypo	Chimp-specific	608	5	-41.9445139330926	0.5319	0.6071	0.794	0.8563	0.4949	0.1879	3.56039539918586e-39	6.33486565764079e-32	1.21298481882788e-08
chr7	44315324	44317136	human_hypo	Chimp-specific	1813	11	-41.9079556018668	0.2557	0.6188	0.4156	0.8557	0.3355	0.5814	2.48909957440444e-19	2.72129462903639e-08	0.000328501349760984
chr17	57914512	57915172	human_hypo	Chimp-specific	661	6	-41.8860752368189	0.4985	0.51	0.9051	0.6488	0.5194	0.5728	2.27785245082699e-14	2.12652089576057e-11	0.444860745806532
chr3	134093968	134094099	human_hypo	Chimp-specific	132	7	-41.7704966534303	0.4067	0.495	0.7372	0.6076	0.4119	0.4034	1.50367457471096e-13	3.9827878450703e-20	0.113338563701078
chr16	23071699	23072412	human_hypo	Chimp-specific	714	7	-41.7321820830543	0.3813	0.3473	0.5397	0.4959	0.3172	0.2027	7.97785339188559e-29	1.36046994156222e-38	5.43005642712232e-07
chr16	80690941	80691857	human_hypo	Chimp-specific	917	6	-41.7133305656761	0.8371	0.8411	0.9562	0.9537	0.7207	0.8711	6.66751093800112e-51	1.12992091514709e-15	0.207229583035834
chr18	77147630	77149314	human_hypo	Chimp-specific	1685	5	-41.6741256187894	0.7481	0.6856	0.9154	0.8409	0.7537	0.7593	7.3568990786676e-65	8.30251889412769e-21	4.93462582467526e-10
chr13	109565118	109565780	human_hypo	Chimp-specific	663	6	-41.6249672611801	0.6925	0.7118	0.8915	0.8595	0.6692	0.5222	1.11638554834827e-43	1.59520415963202e-29	7.47231409134524e-06
chr5	25867691	25869702	human_hypo	Chimp-specific	2012	7	-41.583582504151	0.7895	0.6597	0.9347	0.8796	0.8554	0.6919	7.54720092988041e-20	5.19056688245006e-20	0.0632648847336673
chr14	97259621	97260744	human_hypo	Chimp-specific	1124	5	-41.5530308981498	0.7609	0.4524	0.9064	0.7567	0.7291	0.5257	1.09407665456236e-29	5.61194280262839e-34	0.289553065038741
chr22	28198516	28198740	human_hypo	Chimp-specific	225	10	-41.4986968931868	0.1274	0.0823	0.2452	0.2023	0.1011	0.052	8.77219254038997e-12	3.83730142781905e-18	0.0220759336823835
chr8	38240888	38241126	human_hypo	Chimp-specific	239	7	-41.4585924895854	0.2425	0.3246	0.3561	0.5382	0.0574	0.0282	5.28729582721382e-17	2.62995929676048e-52	2.74335297458359e-52
chr16	89294081	89294521	human_hypo	Chimp-specific	441	5	-41.4470114382141	0.7099	0.4629	0.9519	0.9209	0.5297	0.3457	6.67267457773117e-50	9.11994081762979e-120	1.03908839440867e-13
chr4	113205768	113206410	human_hypo	Chimp-specific	643	9	-41.3625351897245	0.1764	0.1593	0.3453	0.2629	0.1456	0.1055	8.90671170241431e-15	7.50539940183748e-33	0.000296290686346712
chr22	39899663	39899853	human_hypo	Chimp-specific	191	5	-41.3273062954629	0.4393	0.5388	0.6919	0.745	0.451	0.6188	1.13303942670695e-24	4.1495086542551e-09	0.000755750367887558
chr19	39391203	39391444	human_hypo	Chimp-specific	242	4	-41.3059740258831	0.2357	0.1919	0.5042	0.4093	0.0713	0.0518	3.06779552706059e-43	4.33867453901169e-99	3.14489828823534e-24
chr5	77266148	77266762	human_hypo	Chimp-specific	615	7	-41.2161239598287	0.6615	0.6913	0.8517	0.8146	0.7109	0.6947	1.20604073228831e-13	8.30140717154139e-13	0.372408662450984
chr2	11624214	11624539	human_hypo	Chimp-specific	326	4	-41.1374635624765	0.2796	0.3683	0.543	0.5477	0.16	0.1989	2.82335169031184e-30	4.37090303337127e-56	4.92894459221454e-08
chr12	1694456	1695457	human_hypo	Chimp-specific	1002	6	-41.1318047245316	0.6798	0.7463	0.8606	0.949	0.5054	0.6051	8.29254369297928e-36	3.33353810360921e-76	7.51385100706263e-12
chr13	66995917	66996965	human_hypo	Chimp-specific	1049	5	-41.117556166651	0.7937	0.6734	0.9282	0.9013	0.718	0.44	8.55741069212294e-32	2.78524654278889e-26	1.47619667040481e-06
chr8	9898341	9899209	human_hypo	Chimp-specific	869	7	-40.9636020488102	0.5653	0.7138	0.8098	0.8292	0.3995	0.5218	1.40111355237176e-26	4.90183240074429e-55	4.33860637337992e-11
chr8	41558965	41560207	human_hypo	Chimp-specific	1243	7	-40.9355945469997	0.23	0.1841	0.4129	0.4321	0.2504	0.2409	3.18350459289528e-33	1.51746317450217e-18	0.000125636574648173
chr4	108912140	108912196	human_hypo	Chimp-specific	57	5	-40.9317189198047	0.3801	0.4089	0.6108	0.6365	0.3657	0.4939	6.32142185248023e-17	1.56252834761144e-05	0.106680663486392
chr6	27652156	27652354	human_hypo	Chimp-specific	199	7	-40.9304580033228	0.1741	0.1421	0.396	0.2816	0.1631	0.1411	3.12707512067747e-11	4.87482812009293e-09	0.997358153697001
chr12	118829994	118831190	human_hypo	Chimp-specific	1197	10	-40.9289738298108	0.6959	0.5257	0.8763	0.7177	0.7155	0.5901	1.98647735130426e-64	9.64671490180694e-21	3.60099732740453e-08
chr2	143915955	143916660	human_hypo	Chimp-specific	706	8	-40.9217231187079	0.4993	0.8282	0.657	0.9292	0.4875	0.6835	3.59061694205761e-23	4.41595491005574e-22	0.000582947701639877
chr1	43149792	43150376	human_hypo	Chimp-specific	585	7	-40.9137198866696	0.37	0.3352	0.5093	0.5242	0.4269	0.3526	6.26254460419429e-25	1.47097198001498e-09	0.0222999310258858
chr11	47530611	47531316	human_hypo	Chimp-specific	706	6	-40.9132697647542	0.6121	0.6091	0.8152	0.8992	0.525	0.601	4.9844429326388e-44	3.97280131007203e-51	0.0749866890295001
chr2	28816956	28817287	human_hypo	Chimp-specific	332	9	-40.9061581567773	0.6138	0.4069	0.7571	0.5376	0.2069	0.207	1.94827749539521e-12	1.13375888376021e-49	7.45283120924939e-24
chr15	77478855	77479277	human_hypo	Chimp-specific	423	5	-40.8632674317262	0.4092	0.3834	0.6458	0.6395	0.0406	0.0234	1.99075575512142e-58	0	4.22682489334025e-142
chr5	78208003	78208406	human_hypo	Chimp-specific	404	4	-40.7934395634696	0.7097	0.46	0.8866	0.8176	0.6204	0.5431	1.1505090211535e-33	1.9615008104269e-37	0.612307048909788
chr17	46714741	46715808	human_hypo	Chimp-specific	1068	10	-40.7103761994419	0.202	0.2166	0.4035	0.3632	0.1922	0.1402	1.51016373020419e-34	6.30832263733436e-46	1.60108653502227e-05
chr8	26513782	26514031	human_hypo	Chimp-specific	250	7	-40.6836543383792	0.579	0.1988	0.7904	0.4438	0.6428	0.2185	2.05647842958474e-22	3.88828625036633e-19	0.586702349683644
chr4	186031580	186031919	human_hypo	Chimp-specific	340	8	-40.5521133090953	0.7343	0.6167	0.8724	0.7518	0.7587	0.6828	4.02873803029613e-16	7.13043133792381e-06	0.916970010423017
chr17	71089343	71089579	human_hypo	Chimp-specific	237	7	-40.5515047974567	0.3941	0.5618	0.7061	0.7633	0.4908	0.5868	3.0812646096797e-20	2.92449491187327e-12	0.182688866388021
chr19	40855124	40855352	human_hypo	Chimp-specific	229	8	-40.4788633805045	0.0542	0.2649	0.1775	0.4729	0.013	0.0728	5.33236042753213e-10	5.62260585902796e-32	7.88314468661691e-10
chr5	101000098	101000289	human_hypo	Chimp-specific	192	5	-40.3279726144576	0.8281	0.4168	0.9384	0.7556	0.8755	0.5562	2.43034728896797e-23	1.63733730488752e-12	3.07911020347412e-07
chr4	134238102	134238217	human_hypo	Chimp-specific	116	4	-40.3265680269219	0.3371	0.1195	0.6535	0.3442	0.4333	0.0791	1.12704511014667e-25	1.06383745276333e-28	0.973360548229591
chr1	116929944	116930306	human_hypo	Chimp-specific	363	8	-40.2627502282666	0.2278	0.3087	0.3634	0.5607	0.1057	0.0731	1.65207736274633e-09	1.82459707416196e-30	2.83238849795435e-14
chr17	20937891	20938231	human_hypo	Chimp-specific	341	6	-40.2118091747095	0.4935	0.1852	0.7072	0.3084	0.5266	0.0965	2.07697330874031e-18	9.32256176322356e-20	0.0953949951574416
