chr	str	end	type	specificity	length	nCG	areaStat	Human_ND	Human_OD	Chimp_ND	Chimp_OD	Macaq_ND	Macaq_OD	Bonferroni_species_HvsC	Bonferroni_species_MvsC	Bonferroni_species_MvsH
chr2	20801123	20801607	human_hyper	Chimp-specific	485	9	47.2800960924299	0.9108	0.8224	0.7365	0.7021	0.9122	0.9384	4.6298733678518e-13	8.53020587813013e-23	1.70797917829369e-06
chr2	153401530	153402445	human_hyper	Chimp-specific	916	8	47.2480592352149	0.5264	0.6269	0.3947	0.3203	0.6565	0.545	1.5130279694348e-28	2.72918222114858e-27	0.621164579628904
chr6	131608420	131610242	human_hyper	Chimp-specific	1823	7	47.1370487473403	0.7927	0.8325	0.5796	0.6374	0.8751	0.9312	9.70320678062821e-75	1.3118536448552e-188	4.42495591596708e-45
chr11	13032941	13033405	human_hyper	Chimp-specific	465	7	47.0996490011631	0.7701	0.6682	0.5869	0.4434	0.795	0.7325	4.28183896041992e-18	6.81476358952322e-20	0.00479472625433146
chr5	167394354	167394753	human_hyper	Chimp-specific	400	4	47.0399758565603	0.8152	0.3611	0.5322	0.128	0.7289	0.2868	4.92405245617249e-55	4.38482379361728e-42	6.54987204864896e-07
chr5	167665512	167666144	human_hyper	Chimp-specific	633	8	46.984815541956	0.8436	0.8901	0.6617	0.7259	0.9359	0.9119	2.37699936050878e-21	2.65823917939598e-23	6.60752321164468e-07
chr3	13632014	13633050	human_hyper	Chimp-specific	1037	7	46.9845913600229	0.9331	0.9149	0.6006	0.6903	0.9558	0.8679	4.89883857471363e-42	1.8681643990722e-31	0.86036632978958
chr12	51156566	51156830	human_hyper	Chimp-specific	265	8	46.9717167727058	0.7616	0.7946	0.589	0.5753	0.8227	0.8821	3.6056724586018e-17	2.27688418743324e-23	0.00663085875447896
chr2	96024636	96025933	human_hyper	Chimp-specific	1298	5	46.8803619473224	0.8628	0.8974	0.634	0.6447	0.7868	0.8602	1.38894877647753e-57	5.55668749488828e-09	1.03794318443305e-05
chr6	101326494	101327906	human_hyper	Chimp-specific	1413	6	46.7572196124066	0.8254	0.7087	0.5941	0.3614	0.9484	0.9065	1.89538374439214e-55	4.65456650052053e-147	1.60874389594049e-64
chr8	132871758	132871860	human_hyper	Chimp-specific	103	5	46.7217605062211	0.6199	0.8415	0.2986	0.6804	0.5988	0.7789	9.72307352870191e-16	3.24009197795232e-07	0.0103794923390963
chr21	17630907	17631776	human_hyper	Chimp-specific	870	8	46.672858116519	0.8454	0.9028	0.6465	0.6692	0.7701	0.8889	4.50215863822195e-27	1.90083652709375e-15	0.00122412704869616
chr10	53333519	53334360	human_hyper	Chimp-specific	842	6	46.5777817127233	0.8737	0.8134	0.7536	0.6817	0.9494	0.8657	4.71500406114675e-34	1.18052893005346e-44	2.81621143861805e-09
chr3	74391045	74391482	human_hyper	Chimp-specific	438	4	46.5741366820087	0.8103	0.8008	0.3916	0.5648	0.7467	0.685	9.554490532436e-47	1.17397515610215e-07	0.0100710070635824
chr12	22253906	22256699	human_hyper	Chimp-specific	2794	5	46.4972011030301	0.892	0.6562	0.6105	0.3972	0.8956	0.7538	8.51072101882099e-64	2.92235854784764e-82	0.70077850839597
chr15	98253682	98253743	human_hyper	Chimp-specific	62	4	46.4677408485909	0.9325	0.793	0.6171	0.2099	0.9412	0.7943	5.85514763501513e-77	1.3560373760468e-76	0.678753153693074
chr7	132398638	132399159	human_hyper	Chimp-specific	522	7	46.4625739861882	0.9518	0.8477	0.8241	0.6459	0.9705	0.7941	6.34510207612877e-35	4.91259066784692e-20	0.764607473349218
chr3	52322472	52322780	human_hyper	Chimp-specific	309	9	46.3072950340541	0.443	0.56	0.3417	0.4375	0.6758	0.514	1.2543733626355e-07	2.10531383453093e-08	0.0147275277047542
chr6	1231896	1233387	human_hyper	Chimp-specific	1492	9	46.0956924092012	0.8006	0.8844	0.6993	0.7749	0.941	0.8692	1.96849436646675e-24	1.64128159413033e-22	0.00354472130066521
chr18	75624539	75625227	human_hyper	Chimp-specific	689	7	45.857143948148	0.8214	0.4571	0.5775	0.3018	0.9223	0.8631	5.36186747651049e-11	4.2875983604722e-60	1.072118311575e-20
chr1	168289176	168290855	human_hyper	Chimp-specific	1680	7	45.8385358258604	0.6692	0.8913	0.4334	0.734	0.9604	0.9415	2.26551055153181e-62	6.87308873194291e-29	1.04340946150124e-08
chr3	111434640	111434978	human_hyper	Chimp-specific	339	4	45.7984188497131	0.626	0.8098	0.3744	0.2827	0.5309	0.6924	5.60252880268421e-29	1.21821687473704e-15	5.29974858916975e-07
chr1	225617846	225618338	human_hyper	Chimp-specific	493	8	45.7892938763801	0.8511	0.8864	0.7215	0.7578	0.931	0.9346	6.58741270504252e-19	6.55386566729369e-25	3.66696654328751e-05
chr16	80573922	80574384	human_hyper	Chimp-specific	463	4	45.7361902293443	0.8971	0.8988	0.4346	0.5343	0.9337	0.8872	7.84463744454728e-62	5.14906731084702e-40	0.774404974197723
chr13	105431918	105432794	human_hyper	Chimp-specific	877	6	45.693735358886	0.8884	0.6715	0.7486	0.4605	0.8685	0.791	5.60703402041006e-22	2.00643624615205e-15	0.00562908023286982
chr19	36619579	36619772	human_hyper	Chimp-specific	194	5	45.6681628064258	0.2915	0.5308	0.0738	0.1292	0.621	0.8289	9.95189226675072e-35	5.6773382101095e-93	3.20064421172502e-38
chr17	13167344	13168130	human_hyper	Chimp-specific	787	6	45.6534409223787	0.9531	0.8632	0.7769	0.5624	0.869	0.834	2.63046694769366e-107	8.33717516153072e-22	5.25830491132231e-06
chr6	156738972	156740287	human_hyper	Chimp-specific	1316	7	45.6241710896139	0.9408	0.8539	0.7868	0.548	0.9604	0.8346	1.7311569011811e-37	7.89980429294441e-55	0.434778427171561
chr2	219057471	219058198	human_hyper	Chimp-specific	728	7	45.5633958300386	0.8845	0.7799	0.7587	0.5336	0.8764	0.8416	6.59411020080233e-28	6.48022050736799e-22	0.205536655610915
chr6	167351101	167351668	human_hyper	Chimp-specific	568	9	45.5163193230075	0.7921	0.8324	0.5973	0.689	0.8214	0.9543	2.4527831509777e-10	2.64736452444991e-24	4.20226976880023e-07
chr4	169798278	169798672	human_hyper	Chimp-specific	395	6	45.5050040070911	0.8368	0.9239	0.5012	0.778	0.945	0.9423	2.33077085274583e-25	4.45407018513868e-20	2.06080055342561e-05
chr17	2409322	2409437	human_hyper	Chimp-specific	116	5	45.5000512156066	0.8385	0.8139	0.5692	0.5455	0.8328	0.8837	3.58885781398532e-25	1.47771731013776e-17	0.107695578394553
chr16	1830880	1833982	human_hyper	Chimp-specific	3103	7	45.4444509556676	0.0898	0.1076	0.2932	0.2998	0.0523	0.0674	1.42282656792085e-130	1.62806816970046e-98	3.98926256902663e-08
chr1	15187431	15188790	human_hyper	Chimp-specific	1360	10	45.3967109486343	0.947	0.9252	0.81	0.7703	0.8929	0.8898	6.24450527770169e-60	1.1175051032047e-17	0.000131670190179941
chr20	54819449	54819664	human_hyper	Chimp-specific	216	4	45.2591583633199	0.8337	0.3334	0.484	0.0265	0.8548	0.2833	1.28977348706609e-98	1.35252510335875e-52	0.487772620404919
chr4	185188616	185189727	human_hyper	Chimp-specific	1112	7	45.2376170804707	0.4728	0.6054	0.3161	0.2053	0.6977	0.6524	3.90238105646896e-12	1.52397129168259e-125	1.96986999655914e-05
chr16	26082204	26082651	human_hyper	Chimp-specific	448	7	45.2107777097989	0.6762	0.4369	0.4743	0.2137	0.6795	0.512	7.95230534851769e-20	1.5651236169685e-17	0.0698598368900183
chr2	84742729	84743142	human_hyper	Chimp-specific	414	9	45.1814836946968	0.7418	0.7941	0.5734	0.6147	0.8037	0.843	7.90426018561169e-26	2.27343659586681e-25	0.000118650157060489
chr20	55402613	55403369	human_hyper	Chimp-specific	757	8	45.1469398104166	0.5792	0.4213	0.4391	0.2148	0.8656	0.4252	5.84863236403875e-09	2.49202600102423e-26	3.49932297043047e-06
chr2	71197491	71199190	human_hyper	Chimp-specific	1700	8	45.0779508506354	0.9164	0.8788	0.8071	0.7587	0.944	0.833	1.60748452036072e-46	4.22946342312877e-21	0.845114208686055
chr17	12949773	12949982	human_hyper	Chimp-specific	210	7	45.0262886000213	0.9421	0.8042	0.7948	0.4196	0.9617	0.8362	4.92582300386088e-21	3.72612331673378e-26	0.0385034474208393
chr15	42149451	42149738	human_hyper	Chimp-specific	288	5	44.9559458999057	0.9517	0.8944	0.7797	0.6949	0.9725	0.9244	4.4022752979178e-58	1.07188647945788e-57	0.00263833536800333
chr1	25174349	25175737	human_hyper	Chimp-specific	1389	8	44.9436408503632	0.0947	0.0567	0.4396	0.2996	0.054	0.0648	6.59357470003002e-135	1.34896552812094e-41	0.732118999006137
chr3	23846684	23846979	human_hyper	Chimp-specific	296	8	44.9220913414129	0.449	0.6201	0.2837	0.4503	0.433	0.6079	5.66953401965261e-25	5.89020902042541e-15	0.0175241621651112
chr18	27093212	27094813	human_hyper	Chimp-specific	1602	6	44.9110484661241	0.8473	0.8806	0.7084	0.744	0.9092	0.9161	4.95343451713017e-15	4.62885428090384e-16	0.000560385485732677
chr17	2113856	2114347	human_hyper	Chimp-specific	492	6	44.9087610766756	0.8465	0.7828	0.5854	0.5345	0.9299	0.7709	2.10976001132077e-29	2.92366693906429e-29	0.17956182079867
chr12	104168816	104169354	human_hyper	Chimp-specific	539	8	44.7828986581725	0.941	0.9509	0.8225	0.7533	0.9377	0.9338	5.89717842077797e-20	8.70372956128468e-19	0.0205847422170747
chr16	11843981	11844305	human_hyper	Chimp-specific	325	6	44.73867331878	0.9176	0.8799	0.7586	0.6592	0.8729	0.8662	7.73203519546849e-31	1.24263068391819e-26	0.00520047016677651
chr8	113386333	113387209	human_hyper	Chimp-specific	877	6	44.7213144918549	0.9297	0.9145	0.8111	0.7387	0.9668	0.9659	1.44366659213386e-86	3.35322688592112e-48	3.93932594009625e-07
chr1	35816853	35817479	human_hyper	Chimp-specific	627	6	44.6887141638909	0.8693	0.8686	0.6296	0.66	0.8751	0.7952	2.45018291382858e-52	6.70015013513541e-16	0.0169201246486076
chr2	151340571	151341422	human_hyper	Chimp-specific	852	7	44.6081285288646	0.2812	0.4528	0.1791	0.2911	0.364	0.4346	5.09692834909142e-10	2.00495441729498e-12	0.00940911969945971
chr6	165444630	165445365	human_hyper	Chimp-specific	736	6	44.6000945273072	0.6124	0.6263	0.3755	0.4794	0.6678	0.8902	3.34125976711917e-09	1.1269001127799e-34	1.06276372538303e-08
chr2	3383040	3383257	human_hyper	Chimp-specific	218	5	44.5800443566364	0.6785	0.7754	0.4771	0.4957	0.7222	0.7114	4.45140755225639e-17	5.6869076257984e-14	0.412256236062086
chr7	122850246	122850861	human_hyper	Chimp-specific	616	6	44.5462187492189	0.9249	0.8462	0.8239	0.6395	0.9599	0.9173	5.27227836999896e-28	1.6061767877954e-40	3.75337846511793e-09
chr1	68641126	68642169	human_hyper	Chimp-specific	1044	8	44.5231486737688	0.5244	0.5007	0.3609	0.2196	0.5379	0.5728	1.18120378198191e-18	1.76505124167445e-31	0.00315137532874501
chr18	39138208	39139177	human_hyper	Chimp-specific	970	7	44.4951695219753	0.7948	0.4146	0.5945	0.2361	0.8728	0.6421	3.43490316707929e-20	7.32064934682579e-64	4.7018512369555e-28
chr12	113918277	113918556	human_hyper	Chimp-specific	280	5	44.474231199214	0.6145	0.4606	0.3419	0.2625	0.6494	0.5425	8.16194779169844e-58	4.03720147935033e-97	0.000626454932289093
chr5	134825270	134825466	human_hyper	Chimp-specific	197	9	44.4293795686584	0.7823	0.1905	0.5843	0.0288	0.7179	0.2611	1.45879965377542e-06	1.69853668786665e-08	0.496731858954915
chr6	117997787	117998062	human_hyper	Chimp-specific	276	6	44.3920253480214	0.6928	0.7049	0.5057	0.5152	0.826	0.8691	7.2398465184574e-55	1.33136082041764e-75	2.35154059807877e-20
chr12	74559358	74559948	human_hyper	Chimp-specific	591	5	44.3508779100886	0.7906	0.8343	0.5157	0.6253	0.861	0.8794	1.31991972067438e-44	3.77179246038522e-34	4.28628003685715e-05
chr11	11722268	11722734	human_hyper	Chimp-specific	467	5	44.2204986725118	0.8312	0.6646	0.4683	0.4823	0.9796	0.962	1.30553398498494e-14	8.73624003107083e-76	4.1856840769852e-36
chr2	224825826	224826933	human_hyper	Chimp-specific	1108	5	44.1356936864439	0.6935	0.684	0.4882	0.4748	0.9136	0.92	3.09779447249564e-36	1.19133733444234e-272	2.67431004105678e-205
chr5	12094513	12094850	human_hyper	Chimp-specific	338	5	44.1144333322711	0.9197	0.7467	0.5786	0.5009	0.9016	0.6527	2.50809638139892e-37	1.53719900917287e-07	0.309036538273458
chr1	158082674	158083636	human_hyper	Chimp-specific	963	10	44.0373143068362	0.118	0.1102	0.3083	0.3573	0.1056	0.1192	3.4379751876563e-28	2.94133243152682e-16	0.0309218887194622
chr9	6703294	6703508	human_hyper	Chimp-specific	215	7	44.0306491772466	0.7729	0.8687	0.5081	0.7115	0.9268	0.9629	6.22966387731372e-19	6.93126385465041e-38	6.36245746297047e-24
chr10	121706894	121707175	human_hyper	Chimp-specific	282	6	43.9225613396506	0.777	0.604	0.6075	0.199	0.7623	0.5716	4.38638593976875e-16	1.33794988789087e-14	0.781772939719182
chr7	18619510	18619989	human_hyper	Chimp-specific	480	6	43.5838457581934	0.7869	0.6459	0.6527	0.3901	0.9225	0.9504	3.91102935445709e-20	1.7749993529844e-37	1.43077086430106e-31
chr7	29393460	29394198	human_hyper	Chimp-specific	739	7	43.5030642979132	0.9035	0.8064	0.7836	0.5502	0.9316	0.9572	3.66990788050344e-18	1.33662227589532e-27	2.52797041146779e-09
chr8	93139439	93140847	human_hyper	Chimp-specific	1409	8	43.4933967498592	0.8982	0.8167	0.6773	0.7108	0.9268	0.8606	5.13938447914071e-16	1.14237929872305e-34	3.51020388377316e-10
chr2	68385832	68386210	human_hyper	Chimp-specific	379	5	43.475260142351	0.743	0.7391	0.496	0.5384	0.7627	0.7051	3.57740045767928e-25	4.64920763933862e-20	0.821792055204263
chr1	95872941	95873253	human_hyper	Chimp-specific	313	7	43.4140773211636	0.3949	0.2283	0.2055	0.0836	0.4916	0.3993	2.12193656185149e-13	8.49056853648008e-37	5.04296014208994e-08
chr1	110197945	110198240	human_hyper	Chimp-specific	296	10	43.3070160743044	0.8679	0.7074	0.7024	0.5556	0.8123	0.7335	2.81187882207302e-14	2.82479667963563e-15	0.609066633294019
chr12	42029594	42030314	human_hyper	Chimp-specific	721	6	43.2070750975718	0.8812	0.6466	0.7542	0.2443	0.8921	0.6189	6.87887015585559e-27	7.79364920897673e-24	0.98818165152612
chr10	129976779	129977078	human_hyper	Chimp-specific	300	5	43.2020694640209	0.7964	0.5835	0.6244	0.317	0.7667	0.6329	2.34766409682232e-27	2.12640251041672e-24	0.00401662541775493
chr20	18567746	18568210	human_hyper	Chimp-specific	465	4	43.1868269108391	0.3732	0.5191	0.1263	0.246	0.4421	0.643	1.242018280309e-46	1.20741037022441e-52	1.97599594867268e-07
chr11	120855968	120856566	human_hyper	Chimp-specific	599	6	43.1735096386799	0.4246	0.5227	0.305	0.293	0.4876	0.5004	6.64497333269066e-20	2.31589002347563e-36	0.254536000522841
chr8	62052633	62052872	human_hyper	Chimp-specific	240	6	43.171173539222	0.795	0.9112	0.6306	0.744	0.978	0.9674	6.9659472829673e-22	3.29145831955168e-36	4.93601377275816e-15
chr10	6805121	6805353	human_hyper	Chimp-specific	233	5	43.1380493574167	0.6274	0.7228	0.3857	0.5188	0.5368	0.819	1.44666525504968e-14	3.93120151894645e-12	0.374365329151347
chr22	35346589	35346954	human_hyper	Chimp-specific	366	5	43.0222915373497	0.745	0.2693	0.4998	0.1224	0.7717	0.2292	5.44887504272341e-23	3.15980334811419e-11	0.33907910289416
chr7	37872821	37873188	human_hyper	Chimp-specific	368	6	43.0065560801237	0.1944	0.4785	0.0782	0.194	0.3169	0.5004	1.22836254270127e-23	2.34699421165848e-43	0.0244081292135241
chr16	3034356	3034513	human_hyper	Chimp-specific	158	6	42.9646709073428	0.6662	0.6487	0.5295	0.2107	0.921	0.8882	2.32487371143679e-15	8.03459964818505e-63	9.49766590620909e-43
chr22	43295315	43295396	human_hyper	Chimp-specific	82	4	42.9423459675576	0.9304	0.8374	0.6103	0.3881	0.9728	0.9522	1.23058987840564e-31	2.86373341677639e-42	3.29867330250593e-06
chr5	4343207	4343745	human_hyper	Chimp-specific	539	6	42.8697622940953	0.9208	0.7327	0.7902	0.3994	0.9432	0.8993	1.92684147719389e-32	1.84659568839086e-26	2.30678699436602e-06
chr3	1145044	1145322	human_hyper	Chimp-specific	279	4	42.8125521848733	0.9338	0.9028	0.743	0.247	0.947	0.8288	8.16520816202502e-32	5.9736861681736e-41	0.0279718311273687
chr8	105306099	105306818	human_hyper	Chimp-specific	720	8	42.8000605132918	0.7945	0.2973	0.6562	0.1911	0.9274	0.7798	1.63610282378251e-14	1.13843280293316e-71	6.82184524446899e-21
chr7	27962923	27963567	human_hyper	Chimp-specific	645	5	42.7877317169117	0.9086	0.6117	0.7394	0.3355	0.87	0.5924	3.62109906532124e-20	3.27781543586561e-13	0.00523197078874992
chr15	62232916	62233621	human_hyper	Chimp-specific	706	5	42.7098254724056	0.8605	0.8901	0.686	0.7347	0.9671	0.9529	1.39401033459678e-33	7.14348284136208e-64	5.51661622503807e-14
chr10	75535075	75535797	human_hyper	Chimp-specific	723	6	42.6295835860638	0.6362	0.6232	0.3123	0.2974	0.8609	0.7894	4.66675087949144e-29	2.44005845976853e-62	2.65677541199654e-24
chr13	75551133	75552878	human_hyper	Chimp-specific	1746	8	42.6084351443318	0.6234	0.7724	0.4447	0.5631	0.8368	0.714	1.24302308299109e-31	1.30391077169769e-20	0.0330369219597494
chr18	65301436	65302379	human_hyper	Chimp-specific	944	6	42.5823021284689	0.8061	0.7485	0.5752	0.5145	0.8555	0.745	6.49470629612797e-16	1.30991390390926e-20	0.0162887665507957
chr3	126465541	126465753	human_hyper	Chimp-specific	213	5	42.5646483058628	0.8609	0.5168	0.6349	0.1441	0.9005	0.551	2.33481122403515e-28	1.14062004404057e-22	0.0147594023268168
chr1	20860077	20860572	human_hyper	Chimp-specific	496	4	42.5642354894119	0.9429	0.7953	0.6678	0.3839	0.9592	0.8233	6.99917430038521e-65	5.28785091882569e-66	0.0592373985731361
chr15	73596918	73597150	human_hyper	Chimp-specific	233	4	42.5395150732111	0.8989	0.8414	0.5475	0.4813	0.9112	0.9202	1.43058023774556e-75	6.87561381272718e-84	0.000698279293149454
chr10	123964556	123965513	human_hyper	Chimp-specific	958	8	42.4786165551943	0.8436	0.8883	0.6936	0.7518	0.8808	0.9242	1.26958278321956e-31	8.96094639758549e-41	3.27979914058035e-06
chr2	44109746	44110355	human_hyper	Chimp-specific	610	5	42.4128993109399	0.7693	0.8405	0.6478	0.4419	0.7615	0.7672	1.16059080478288e-15	8.95884798297321e-13	0.236239456326545
chr1	45668527	45669556	human_hyper	Chimp-specific	1030	8	42.3436772017968	0.618	0.511	0.4537	0.3467	0.5779	0.569	1.55203050432037e-18	1.14716902688345e-14	0.508757616593834
chr18	77164248	77164349	human_hyper	Chimp-specific	102	6	42.2782109289539	0.9132	0.9143	0.6274	0.7231	0.8809	0.9239	3.13833864042603e-23	8.28267550979558e-13	0.873563885150125
chr2	121311008	121311437	human_hyper	Chimp-specific	430	6	42.2742273693361	0.7282	0.5946	0.5244	0.341	0.9585	0.9325	1.39676894676413e-49	3.81911776283603e-231	1.74315931703118e-87
chr8	77913286	77913757	human_hyper	Chimp-specific	472	6	42.2697789554091	0.4665	0.4656	0.3096	0.2781	0.8164	0.8315	1.39905617150786e-50	1.19207314894204e-142	2.6433898150198e-32
chr20	22544663	22546717	human_hyper	Chimp-specific	2055	7	42.2500839435672	0.574	0.5354	0.3458	0.2928	0.7463	0.6758	9.47108922540865e-90	1.8069764155503e-114	4.79090126076162e-26
chr7	29675763	29676097	human_hyper	Chimp-specific	335	6	42.2425143088618	0.8319	0.6398	0.6266	0.4411	0.8613	0.7697	1.0985206510065e-14	8.55408221149662e-45	3.32651454017079e-07
chr4	120222356	120222533	human_hyper	Chimp-specific	178	8	42.2422951978836	0.8351	0.8965	0.5397	0.71	0.9259	0.938	1.82183581834246e-33	2.8607856198223e-53	0.000202475302328557
chr3	194119112	194119523	human_hyper	Chimp-specific	412	6	42.1253735164461	0.5424	0.4774	0.3598	0.2808	0.6633	0.4864	5.18514181960952e-30	3.38445794479873e-22	0.113417950706802
chr10	126045037	126045634	human_hyper	Chimp-specific	598	6	42.1178020393602	0.8939	0.5183	0.7191	0.2925	0.9405	0.6894	6.73267616395979e-30	1.23318198447668e-28	6.72305375524948e-08
chr2	174412257	174412652	human_hyper	Chimp-specific	396	7	42.0969992390461	0.8464	0.7587	0.7174	0.6212	0.895	0.7824	3.22942791817768e-23	5.86773998155352e-32	0.0651762970885996
chr11	128565317	128565519	human_hyper	Chimp-specific	203	6	42.0918585206881	0.5872	0.514	0.4478	0.2595	0.5968	0.5175	1.10700464149324e-27	1.1139478424764e-22	0.412964483090387
chr21	35401919	35402468	human_hyper	Chimp-specific	550	6	42.0740063697456	0.7854	0.8592	0.5039	0.6939	0.9299	0.943	3.70254561596459e-18	7.45285747030877e-37	4.55366816221625e-21
chr3	184192836	184192948	human_hyper	Chimp-specific	113	6	41.9985627757377	0.8069	0.84	0.6703	0.6312	0.7989	0.7861	4.4699366535643e-12	1.23475038417444e-05	0.079211011126474
chr15	60883142	60883249	human_hyper	Chimp-specific	108	7	41.9635177655368	0.3321	0.3075	0.2156	0.1278	0.3646	0.389	1.14378069026299e-09	1.62904355525536e-12	0.0143989268956896
chr5	140018437	140018682	human_hyper	Chimp-specific	246	6	41.9581590251101	0.434	0.3675	0.262	0.161	0.5475	0.6484	1.40107094431684e-27	1.21518580771584e-38	4.60358445926928e-13
chr15	98424721	98425223	human_hyper	Chimp-specific	503	7	41.8616748437311	0.4734	0.8319	0.2899	0.5071	0.6938	0.8514	3.73999571640109e-21	1.66909082142719e-48	1.40697853083463e-05
chr2	235444717	235445355	human_hyper	Chimp-specific	639	8	41.790867098127	0.3487	0.6387	0.2225	0.3522	0.5332	0.806	8.61866671568259e-13	2.03326403729927e-48	1.59662618379783e-17
chr5	171932737	171933709	human_hyper	Chimp-specific	973	7	41.7631187045192	0.673	0.9307	0.4464	0.7703	0.8398	0.9073	1.07444763499709e-28	2.18021453993195e-19	0.285201292268421
chr3	1190361	1190824	human_hyper	Chimp-specific	464	5	41.7514262945939	0.8959	0.6622	0.7818	0.2728	0.8456	0.588	5.97403158834676e-22	1.39318726736886e-07	0.0126096950330566
chr3	42631451	42631653	human_hyper	Chimp-specific	203	4	41.7313070450831	0.7842	0.6287	0.4833	0.319	0.7465	0.6586	6.37570412903476e-43	3.0864591214121e-23	0.876812805842816
chr2	178618297	178618918	human_hyper	Chimp-specific	622	5	41.7296615667157	0.7107	0.4454	0.2744	0.2684	0.871	0.6814	6.10971060596805e-15	7.82542457078291e-49	6.22823026836628e-34
chr4	110343892	110343964	human_hyper	Chimp-specific	73	7	41.7048391138713	0.3908	0.518	0.2757	0.3336	0.851	0.9138	3.45761697935741e-11	1.18160031588509e-78	4.56049653207678e-70
chr4	157810916	157811750	human_hyper	Chimp-specific	835	7	41.5895591102004	0.8747	0.6742	0.744	0.519	0.8581	0.6418	7.45649457177664e-07	0.00732128323677167	0.0378741201912383
chr17	41149138	41149724	human_hyper	Chimp-specific	587	6	41.5869852925515	0.3608	0.4583	0.2178	0.2864	0.323	0.6898	2.08793136461516e-10	2.10709709783342e-14	8.29474313171265e-06
chr3	44574294	44574432	human_hyper	Chimp-specific	139	7	41.5599380592348	0.432	0.3179	0.2829	0.1666	0.5969	0.4574	7.90157659970399e-26	1.07544639746068e-70	7.91660789664009e-19
chr14	70279391	70279645	human_hyper	Chimp-specific	255	6	41.5376356543204	0.9042	0.8757	0.7393	0.6931	0.9463	0.8284	3.23677010621053e-48	1.85077245974448e-13	0.455067483786761
chr3	58482117	58482510	human_hyper	Chimp-specific	394	5	41.5326456439483	0.8209	0.6904	0.5532	0.3765	0.9551	0.9331	3.79335239144333e-57	4.93968500266106e-111	3.876793811319e-46
chr4	182438715	182439248	human_hyper	Chimp-specific	534	6	41.5081102190356	0.9101	0.8541	0.8042	0.5968	0.955	0.7873	2.08528797576679e-23	3.18053726715031e-30	0.950170704258086
chr18	6730696	6731574	human_hyper	Chimp-specific	879	8	41.4914225652818	0.5553	0.6681	0.4232	0.3945	0.6314	0.5604	1.7624229723981e-21	3.43986636960656e-18	0.875131794174458
chr8	99054915	99055447	human_hyper	Chimp-specific	533	7	41.443075248385	0.8395	0.8934	0.6857	0.6886	0.8954	0.8618	1.3050755369587e-21	1.61037198912586e-25	0.216456117072709
chr6	151067035	151067430	human_hyper	Chimp-specific	396	5	41.421240267188	0.864	0.6538	0.672	0.4768	0.8233	0.6805	3.365634145866e-33	2.79367424383837e-22	0.800476095459694
chr6	163147733	163148022	human_hyper	Chimp-specific	290	5	41.357267943289	0.5385	0.5853	0.2984	0.3963	0.8442	0.8392	1.739048123032e-22	9.3586260666881e-82	1.45452211862092e-14
chr12	33181721	33184412	human_hyper	Chimp-specific	2692	5	41.3423582968733	0.8995	0.6669	0.7137	0.4017	0.8618	0.7332	5.6040191831221e-65	9.13867246173372e-28	0.145439065712344
chr7	98922670	98922734	human_hyper	Chimp-specific	65	5	41.3265223708228	0.4049	0.3933	0.1572	0.1454	0.8145	0.8136	1.606530781177e-21	2.76768678640504e-105	1.73785828595216e-39
chr20	54933304	54933622	human_hyper	Chimp-specific	319	7	41.3231343489169	0.2465	0.5782	0.0886	0.3729	0.2992	0.5792	1.2335893708235e-17	2.39493058100528e-26	0.184431471538683
chr1	35640574	35641283	human_hyper	Chimp-specific	710	8	41.3028041605912	0.7677	0.8265	0.6584	0.7166	0.8043	0.9179	1.0745205762096e-24	4.35622435499121e-48	2.56692245885981e-17
chr21	39409675	39410415	human_hyper	Chimp-specific	741	7	41.2307447588208	0.9053	0.5223	0.7676	0.3228	0.9106	0.6636	1.14315889631013e-26	1.25771429991485e-38	1.86882557325691e-05
chr20	60106615	60107002	human_hyper	Chimp-specific	388	8	41.2240706525013	0.6129	0.8515	0.3574	0.6977	0.9473	0.9359	2.40950599394623e-11	2.36241118101768e-26	9.81359518045551e-14
chr5	153007147	153007654	human_hyper	Chimp-specific	508	6	41.16921651902	0.7153	0.8031	0.5906	0.5063	0.8346	0.834	1.80635141101037e-22	4.61895741629426e-50	3.15440773610815e-06
chr7	97391392	97392635	human_hyper	Chimp-specific	1244	6	41.1606741500631	0.9169	0.7552	0.5522	0.6351	0.9233	0.8682	6.43118937194633e-17	4.20814839395669e-32	1.3892491041173e-07
chr1	38025998	38026603	human_hyper	Chimp-specific	606	6	41.1376147309249	0.8735	0.8646	0.6196	0.7614	0.912	0.8748	3.17825299501915e-34	1.30330845648291e-21	0.0517204240022589
chr20	52972247	52973904	human_hyper	Chimp-specific	1658	6	41.1174404387607	0.7244	0.5773	0.5689	0.465	0.8882	0.8824	4.10224273474151e-07	9.75512236708843e-113	1.19515175936081e-52
chr6	53178782	53180440	human_hyper	Chimp-specific	1659	6	40.9858342692187	0.8677	0.5014	0.6606	0.3074	0.8522	0.5679	1.82698658497273e-29	6.02999730688196e-27	0.53746772960552
chr6	100066323	100066463	human_hyper	Chimp-specific	141	9	40.9842289412448	0.5002	0.5364	0.3461	0.3692	0.4732	0.5102	2.30239508586633e-16	1.05225745814843e-07	0.0322819183909598
chr4	137322117	137322401	human_hyper	Chimp-specific	285	5	40.9608217850934	0.9282	0.7512	0.7598	0.4975	0.9427	0.7886	7.00443539375576e-23	3.69313409799207e-20	0.118003723534512
