chr	str	end	type	specificity	length	nCG	areaStat	Human_ND	Human_OD	Chimp_ND	Chimp_OD	Macaq_ND	Macaq_OD	Bonferroni_species_HvsC	Bonferroni_species_MvsC	Bonferroni_species_MvsH
chr11	93702639	93702805	human_hyper	Human-specific	167	4	54.6696052998945	0.9524	0.899	0.5837	0.6022	0.5725	0.4967	3.30707524288902e-63	0.00981884840444699	4.36195310899485e-229
chr15	84326194	84326651	human_hyper	Human-specific	458	8	54.5975072126141	0.9476	0.9619	0.6846	0.5784	0.7419	0.6256	3.65278455346144e-73	0.0223624456322311	6.95349500312872e-69
chr3	111820509	111821326	human_hyper	Human-specific	818	7	54.51140758918	0.9403	0.8214	0.7892	0.521	0.8432	0.4418	1.95406628048114e-75	0.733642477017907	5.65664325917962e-31
chr2	2893117	2893211	human_hyper	Human-specific	95	6	54.5009763629256	0.6596	0.8268	0.3794	0.3897	0.4624	0.1892	2.93379941261004e-34	0.274640557679242	1.02184843054481e-18
chr10	7368465	7368833	human_hyper	Human-specific	369	8	54.4737343172044	0.941	0.8844	0.8388	0.66	0.8482	0.5415	2.97811417904118e-19	0.079629986851546	9.55233525391902e-24
chr16	28564841	28565030	human_hyper	Human-specific	190	9	54.4644265827621	0.3437	0.3884	0.2148	0.1903	0.2077	0.2481	3.54424192363002e-15	0.129734997761276	1.55315807224034e-08
chr5	68461928	68462556	human_hyper	Human-specific	629	7	54.4322937436367	0.5324	0.5623	0.4193	0.3553	0.16	0.1052	1.49394155572478e-07	2.96060151609569e-20	2.99683710381455e-32
chr14	104030358	104030446	human_hyper	Human-specific	89	10	54.3327277679742	0.7172	0.6766	0.455	0.5238	0.0989	0.0697	5.69401371902995e-10	3.48759427983828e-59	3.08150003893209e-119
chr8	53134963	53135585	human_hyper	Human-specific	623	8	54.3281242518819	0.8094	0.3914	0.7014	0.2449	0.6666	0.3131	3.48469431972587e-09	0.284708284038364	2.27917914278073e-05
chr1	35675874	35676735	human_hyper	Human-specific	862	7	54.1975163861099	0.2695	0.3661	0.0989	0.2241	0.1171	0.2352	7.89129393167497e-25	0.0118048546845054	7.49765899420228e-20
chr7	130576329	130576563	human_hyper	Human-specific	235	6	54.176577615736	0.6563	0.5672	0.5222	0.3219	0.4353	0.0928	7.94360010711189e-21	2.28710967721257e-05	1.73038812268764e-22
chr17	26719430	26720067	human_hyper	Human-specific	638	10	54.1407302313196	0.7157	0.8295	0.461	0.6754	0.5444	0.562	1.58427564247349e-19	0.894174829722444	9.75937064550621e-13
chr13	22242867	22243263	human_hyper	Human-specific	397	12	53.9958579141987	0.1668	0.2052	0.05	0.0666	0.0082	0.0573	6.87924286688606e-15	2.32635079121578e-08	3.60411932693832e-29
chr20	37100437	37100986	human_hyper	Human-specific	550	7	53.9054105803673	0.3298	0.3313	0.1492	0.1655	0.0914	0.0882	5.69927686071221e-44	3.74521483510829e-07	9.63915427606376e-102
chr6	33240468	33241279	human_hyper	Human-specific	812	11	53.7751089791046	0.5699	0.5957	0.4035	0.4347	0.2618	0.345	8.75509133357109e-17	1.78395745455991e-10	4.91619538583933e-60
chr9	969473	969590	human_hyper	Human-specific	118	7	53.6942018966456	0.384	0.5864	0.1832	0.233	0.2469	0.385	5.65470902662126e-26	1.4862737639289e-05	2.90117393154025e-11
chr1	154688174	154688576	human_hyper	Human-specific	403	8	53.6720063817104	0.8239	0.8445	0.5512	0.7311	0.6279	0.7708	4.52282887790467e-13	0.00567949918912688	4.928243849879e-06
chr5	41868447	41869327	human_hyper	Human-specific	881	8	53.6625812004319	0.8548	0.8627	0.4799	0.5799	0.278	0.3441	1.08560628220922e-54	1.68519187908826e-20	4.2036076728361e-112
chr1	54765148	54765821	human_hyper	Human-specific	674	9	53.4459079346715	0.8312	0.7572	0.6142	0.5989	0.5044	0.6769	2.96471491460871e-16	0.133508788893966	3.84203155599503e-12
chr14	29087993	29088870	human_hyper	Human-specific	878	6	53.360121523766	0.7682	0.9105	0.4296	0.5735	0.4573	0.4354	8.48199124549396e-51	0.317202036729815	2.65017837649234e-44
chr17	3783777	3784023	human_hyper	Human-specific	247	5	53.3296390338557	0.8206	0.9097	0.5923	0.4348	0.6004	0.2133	1.04609364195348e-29	0.00922434471028229	1.59939681511772e-21
chr12	119858703	119859670	human_hyper	Human-specific	968	8	53.2978028332996	0.9346	0.7882	0.7933	0.6186	0.7741	0.6535	3.74342370527151e-23	0.840999184705402	1.17627587296881e-19
chr18	29673619	29674005	human_hyper	Human-specific	387	11	53.2909352875473	0.5223	0.4985	0.3505	0.3242	0.0632	0.0346	3.72076840639071e-21	5.42517688400605e-65	2.30042623977206e-267
chr5	34451657	34452733	human_hyper	Human-specific	1077	6	53.1843409548573	0.9306	0.7268	0.6332	0.5223	0.6926	0.5608	2.33562105460082e-21	0.625851809665076	2.25747104649331e-38
chr7	121957373	121957645	human_hyper	Human-specific	273	6	53.0763371892957	0.7447	0.7317	0.4112	0.4697	0.2679	0.2843	1.42112901041552e-27	1.03766033566756e-22	2.07235711074423e-106
chr2	26394679	26395055	human_hyper	Human-specific	377	8	52.9102276226397	0.8309	0.817	0.6747	0.5894	0.3284	0.4307	4.71638705768491e-23	5.90071373332042e-14	4.94917628758622e-77
chr11	18654814	18655047	human_hyper	Human-specific	234	9	52.9080907145454	0.3324	0.3405	0.1876	0.192	0.1697	0.1476	1.46838631539178e-20	0.000108136342887616	1.2257363021745e-28
chr6	160209385	160209488	human_hyper	Human-specific	104	7	52.8936129578697	0.4909	0.4459	0.2622	0.1369	0.2343	0.1571	2.42559830637674e-31	0.906224020659535	2.23291052351107e-40
chr7	129709173	129709803	human_hyper	Human-specific	631	6	52.8385537001828	0.5129	0.6073	0.2692	0.353	0.1002	0.2082	3.4157706599285e-33	2.96398260852646e-52	2.3173141923162e-240
chr12	133286420	133288946	human_hyper	Human-specific	2527	15	52.8024634926828	0.0741	0.0735	0.5186	0.4986	0.3532	0.3389	0	0.00918649053620168	8.60448856684375e-147
chr16	57218476	57219004	human_hyper	Human-specific	529	9	52.7800827141856	0.658	0.4877	0.4337	0.1967	0.24	0.2123	2.00300905953273e-51	1.31169651932407e-05	3.30645594038418e-58
chr1	206808013	206808225	human_hyper	Human-specific	213	7	52.7396242220951	0.1416	0.2761	0.0269	0.0359	0.0396	0.1268	2.26331261364736e-43	9.87242278974982e-09	3.97647867639634e-50
chr12	54207791	54208272	human_hyper	Human-specific	482	5	52.6300900248344	0.9437	0.6403	0.5341	0.2691	0.484	0.0854	5.12227727508602e-35	2.87591071784309e-07	1.10617857936322e-121
chr9	35490981	35491361	human_hyper	Human-specific	381	8	52.5459152084645	0.3709	0.5823	0.187	0.3512	0.0745	0.1526	2.21416664357306e-42	5.12508304575271e-35	2.72652411529609e-148
chr2	178078950	178079319	human_hyper	Human-specific	370	8	52.5380739210452	0.8855	0.8084	0.7029	0.5822	0.5077	0.114	3.651136910387e-48	9.92951137206404e-15	1.14972909384588e-65
chr10	21677193	21677775	human_hyper	Human-specific	583	14	52.4983438685532	0.8796	0.4592	0.7666	0.3382	0.4765	0.1216	9.21975607213798e-07	8.2102592142538e-23	1.26743223571334e-87
chr7	68982951	68983320	human_hyper	Human-specific	370	9	52.4684411562873	0.661	0.2973	0.4268	0.1072	0.4009	0.0752	3.70069234201853e-21	0.0529548152190485	3.1148018278759e-27
chr20	14943615	14944369	human_hyper	Human-specific	755	6	52.3955634083679	0.9265	0.7411	0.6267	0.4151	0.5176	0.3692	1.39341320456544e-35	0.000263677395790072	7.34447852714138e-81
chr17	33915290	33915712	human_hyper	Human-specific	423	9	52.0724554124404	0.711	0.754	0.5468	0.6503	0.5562	0.5574	5.79260740724286e-09	0.0431120621077928	1.47437028568879e-24
chr3	183723816	183724159	human_hyper	Human-specific	344	8	51.8351900202103	0.2453	0.5185	0.0567	0.1611	0.0169	8e-04	6.74649115832525e-33	7.32679768184924e-16	1.8376571583598e-32
chr18	47014048	47014314	human_hyper	Human-specific	267	7	51.5834900808207	0.8535	0.7917	0.726	0.484	0.4774	0.4759	1.44893859706441e-26	7.00994087459492e-05	2.03270957262539e-94
chr10	21211083	21211687	human_hyper	Human-specific	605	7	51.5822743666972	0.6588	0.8881	0.3782	0.7579	0.1751	0.7916	4.0803269080487e-28	0.0119979071347886	3.769192282252e-13
chr21	45431138	45431252	human_hyper	Human-specific	115	7	51.5577473837141	0.9062	0.8734	0.756	0.7111	0.4583	0.3938	3.218371695321e-26	4.00299718049254e-32	1.10266687188614e-142
chr4	120134582	120135374	human_hyper	Human-specific	793	11	51.4836205830508	0.3051	0.5766	0.1473	0.4007	0.0983	0.2641	5.36185859165467e-10	1.86902661585929e-08	3.01646878221226e-33
chr18	21519509	21519946	human_hyper	Human-specific	438	5	51.3499752889587	0.8859	0.9271	0.6599	0.6739	0.5727	0.2705	6.11292648600996e-46	6.1051903578087e-15	6.92140262306936e-51
chr11	37024633	37025808	human_hyper	Human-specific	1176	5	51.3177207548872	0.8673	0.7971	0.635	0.4095	0.5644	0.3647	6.54972751040629e-82	0.011922026197835	2.58405879605212e-62
chr8	59155509	59156671	human_hyper	Human-specific	1163	9	51.2089456504254	0.5927	0.4311	0.4636	0.2713	0.3853	0.079	3.30106179790228e-19	2.4188180374421e-10	1.19157024780998e-28
chr1	111990654	111991028	human_hyper	Human-specific	375	7	51.1850878369886	0.4677	0.3702	0.3579	0.2077	0.2851	0.1289	6.78856549379591e-16	1.67715882529006e-07	9.65307693158418e-23
chr5	11074928	11076119	human_hyper	Human-specific	1192	8	51.1756585125421	0.3329	0.4023	0.178	0.1868	0.2269	0.1106	3.05762874468711e-16	0.0146251285151283	7.35599156434825e-20
chr7	139877823	139878282	human_hyper	Human-specific	460	11	51.0285127063325	0.702	0.7523	0.5419	0.5613	0.3929	0.4344	6.61126527350955e-21	0.000153549106241823	6.26749136206167e-46
chr12	102407083	102407209	human_hyper	Human-specific	127	6	50.920662794542	0.9594	0.9588	0.7981	0.7346	0.8188	0.8103	5.97473553483948e-54	0.021712305018625	6.7564374402593e-32
chr7	25965665	25966457	human_hyper	Human-specific	793	7	50.6089377739498	0.7915	0.5899	0.5136	0.3301	0.4829	0.3101	2.30912777080149e-17	0.118636413803835	9.4116309737055e-19
chr2	32233210	32233442	human_hyper	Human-specific	233	5	50.4724813614135	0.9179	0.9281	0.7241	0.6817	0.8068	0.6638	4.27804508501478e-69	0.0576976942694572	2.09056335610315e-28
chr14	22575883	22578219	human_hyper	Human-specific	2337	9	50.3940737727394	0.9401	0.92	0.8354	0.7754	0.7386	0.6593	1.20554913701208e-25	0.00145699451875891	4.58525405297581e-36
chr18	43355825	43356158	human_hyper	Human-specific	334	6	49.8218803176483	0.6381	0.5044	0.4432	0.3382	0.3584	0.3648	3.5490838988511e-19	0.861551382664666	1.60692459031899e-19
chr13	112788354	112788549	human_hyper	Human-specific	196	8	49.7754110712958	0.8493	0.737	0.7134	0.4313	0.683	0.3549	4.1465521618899e-27	0.0680681165517258	2.10217164187833e-33
chr6	30941104	30941662	human_hyper	Human-specific	559	5	49.7408312021229	0.9206	0.7971	0.736	0.4169	0.546	0.4015	9.35767525847212e-48	0.000734666149220309	2.75334429949998e-65
chr12	110217313	110217779	human_hyper	Human-specific	467	6	49.7047623434309	0.9188	0.9347	0.6441	0.636	0.1751	0.0703	2.84328281202137e-51	5.57680265104218e-91	3.07499731506995e-180
chr3	156878804	156879083	human_hyper	Human-specific	280	5	49.5731579971827	0.5943	0.374	0.2572	0.1429	0.1633	0.189	7.81655229009426e-50	0.228941409886216	1.16044747339101e-24
chr17	78368016	78368783	human_hyper	Human-specific	768	10	49.4570180715107	0.8593	0.7087	0.7109	0.5361	0.4418	0.3997	8.94420214029479e-12	2.53985086050625e-15	2.62318980201268e-45
chr5	14228208	14228904	human_hyper	Human-specific	697	8	49.3772978211215	0.877	0.8543	0.6949	0.6466	0.4267	0.5248	2.43247388210299e-22	2.17285922248965e-10	2.75471292341266e-68
chr8	4772911	4773281	human_hyper	Human-specific	371	7	49.3162783575036	0.7154	0.937	0.5208	0.7396	0.4125	0.7624	1.79060861843043e-25	0.552351115241793	3.84669235980245e-32
chr18	47794261	47794496	human_hyper	Human-specific	236	8	49.2562526169514	0.5135	0.5689	0.2934	0.3809	0.1842	0.1709	1.54463558229363e-16	8.97808274471635e-16	5.77882534240864e-51
chr2	178486470	178487760	human_hyper	Human-specific	1291	9	49.2414598456333	0.8316	0.4409	0.6023	0.2945	0.606	0.2113	1.14520205981426e-07	0.00947995493321081	9.79679044485548e-18
chr5	167955487	167955838	human_hyper	Human-specific	352	8	49.2410485976412	0.6161	0.5391	0.3076	0.3281	0.2454	0.3064	2.93154723652365e-50	0.929330233348133	2.99741540250599e-25
chr17	65675755	65676316	human_hyper	Human-specific	562	9	49.2001567855105	0.4497	0.8442	0.3092	0.6553	0.3741	0.2907	1.67586585588886e-10	0.00106316668568329	1.22737877149507e-08
chr16	84753667	84754058	human_hyper	Human-specific	392	6	49.0448300773684	0.9204	0.8077	0.7211	0.5449	0.4754	0.2217	5.44034088873625e-29	4.31571677705195e-47	2.80576872403771e-98
chr1	237369610	237370104	human_hyper	Human-specific	495	5	48.977594485858	0.8959	0.8717	0.727	0.4499	0.766	0.6228	1.51959050790568e-42	2.33997764170394e-07	1.20654536709332e-25
chr5	172143783	172143887	human_hyper	Human-specific	105	5	48.8714952044841	0.4337	0.405	0.1685	0.1066	0.089	0.0213	5.90120625597019e-53	1.15814813719636e-06	1.70396712737154e-67
chr12	14928281	14928378	human_hyper	Human-specific	98	7	48.6962916229674	0.4962	0.3724	0.3237	0.1057	0.1584	0.0662	4.0649475234553e-12	0.000182951137648758	4.7721826336317e-44
chr14	94263879	94264150	human_hyper	Human-specific	272	8	48.5290065395616	0.9362	0.9105	0.7771	0.7127	0.4154	0.2087	6.02281198576189e-36	1.08479463129813e-49	3.86017186834397e-172
chr2	100879171	100879409	human_hyper	Human-specific	239	8	48.5214631966372	0.3005	0.3266	0.1824	0.0506	0.1795	0.0319	4.88314580216859e-10	0.0926244884443004	9.09136758267042e-11
chr2	31298343	31298919	human_hyper	Human-specific	577	6	48.4867661635473	0.6673	0.5375	0.2837	0.3319	0.365	0.2971	2.98215613038795e-21	0.870042245560702	7.01163686325169e-27
chr5	159340140	159340281	human_hyper	Human-specific	142	4	48.4343856231737	0.6423	0.6571	0.3001	0.2326	0.2947	0.169	1.40098781733527e-37	0.0881425839701197	2.05192160523437e-43
chr7	54880739	54881819	human_hyper	Human-specific	1081	11	48.3820581306565	0.794	0.5589	0.6609	0.4472	0.6927	0.4242	1.71864079798604e-09	0.5739129222132	1.90780620695669e-09
chr11	62628153	62628665	human_hyper	Human-specific	513	7	48.2124700364501	0.857	0.5881	0.562	0.3873	0.5976	0.4121	1.63284995928553e-25	0.904991797122069	1.82938426287358e-27
chr2	144581268	144582085	human_hyper	Human-specific	818	7	48.1364601820834	0.7935	0.9299	0.6153	0.7916	0.2418	0.6081	6.68468831847346e-31	3.8889328094971e-29	9.11585019529102e-83
chr17	14028265	14028823	human_hyper	Human-specific	559	6	48.0452001256545	0.7005	0.5464	0.4005	0.3495	0.31	0.2808	2.11371966252857e-24	8.34821939143962e-06	3.11831284718896e-30
chr12	123361396	123361969	human_hyper	Human-specific	574	6	48.0353722921036	0.7385	0.8525	0.4511	0.5663	0.3453	0.5682	1.93772305179467e-29	0.303497810620721	8.03964368537641e-43
chr15	48224602	48225713	human_hyper	Human-specific	1112	7	48.0129799111976	0.8981	0.8331	0.6673	0.6643	0.7815	0.6387	2.55301221357333e-19	0.0569799920669491	2.34036698244007e-39
chr9	85833826	85834086	human_hyper	Human-specific	261	6	47.9901389689191	0.6667	0.5516	0.4296	0.3732	0.0945	0.0732	5.71322274313936e-39	4.35318626490247e-104	6.47617530428334e-238
chr2	100403121	100403713	human_hyper	Human-specific	593	10	47.9875120322049	0.7645	0.5603	0.578	0.4317	0.593	0.3605	2.58750782639796e-15	0.0562589809280133	9.53125210073575e-22
chr1	211849795	211849991	human_hyper	Human-specific	197	7	47.8285682871708	0.8067	0.5745	0.6912	0.256	0.6231	0.314	1.70985071743926e-28	0.294031623595215	6.65230975513022e-23
chr1	54520058	54520181	human_hyper	Human-specific	124	7	47.7859384725693	0.4953	0.5066	0.2935	0.2956	0.0385	0.0334	1.04151925087106e-18	1.49942345164872e-98	3.27890104086236e-185
chr18	21574506	21574978	human_hyper	Human-specific	473	5	47.7255188263652	0.5355	0.2035	0.2071	0.0742	0.2904	0.0879	5.03801141997082e-16	0.368717971976197	5.06495542489557e-15
chr8	61573454	61573644	human_hyper	Human-specific	191	10	47.7207364129153	0.8957	0.7931	0.7715	0.6447	0.5021	0.544	4.05260199352893e-12	4.71551990632998e-08	1.40411290265711e-44
chr16	13815806	13816032	human_hyper	Human-specific	227	6	47.6935322694856	0.8259	0.7177	0.7105	0.3852	0.741	0.2446	5.03713890895148e-18	0.0880849436680767	2.19608397721623e-11
chr12	79696419	79696554	human_hyper	Human-specific	136	6	47.1098836835338	0.8403	0.8958	0.6866	0.6066	0.4169	0.3625	4.31828680194222e-32	7.88690925619117e-21	7.23243483678221e-129
chr3	197246459	197247232	human_hyper	Human-specific	774	6	46.9118694411467	0.8345	0.7755	0.5988	0.4989	0.5818	0.3042	7.19643535811555e-30	9.85470091367117e-05	1.9406043929942e-40
chr6	107781499	107781691	human_hyper	Human-specific	193	8	46.8827737083527	0.3576	0.6914	0.2073	0.4846	0.0195	0.1859	4.65111684456414e-12	6.77301321765736e-29	4.87126630323956e-129
chr15	34516313	34516640	human_hyper	Human-specific	328	7	46.7460449326612	0.6091	0.5955	0.2542	0.1856	0.0097	0.009	3.01346677462159e-19	3.24791303574924e-41	7.87954207914261e-135
chr3	189834640	189836133	human_hyper	Human-specific	1494	8	46.7224650276603	0.7687	0.9004	0.5953	0.7839	0.6347	0.5539	8.36380495938222e-16	0.000482744148977042	5.27398018404248e-24
chr6	27254087	27254574	human_hyper	Human-specific	488	7	46.7068701778295	0.7726	0.7953	0.5333	0.5625	0.6296	0.593	2.22701575659871e-20	0.0290011313039167	9.69682158029717e-23
chr3	127381180	127382038	human_hyper	Human-specific	859	8	46.6523506367353	0.4972	0.8418	0.3592	0.6454	0.4072	0.4658	2.65261678040362e-27	0.00204444465908371	7.62203152643352e-12
chr5	3225536	3226128	human_hyper	Human-specific	593	9	46.6023228843337	0.8179	0.8335	0.6498	0.6384	0.7221	0.6364	3.32311249111158e-19	0.246010570645191	1.62774085935787e-16
chr17	59530487	59531307	human_hyper	Human-specific	821	7	46.4123324974066	0.2451	0.5236	0.1381	0.3169	0.1078	0.2046	7.54867019194272e-24	1.06350394752486e-08	5.88748502357975e-41
chr3	88050061	88050518	human_hyper	Human-specific	458	12	46.3986411742694	0.4478	0.3738	0.3252	0.2593	0.1774	0.2011	2.01305734903689e-05	0.000238768124995582	1.8963785776631e-18
chr10	116393376	116394444	human_hyper	Human-specific	1069	7	46.3163559296245	0.4876	0.7283	0.1119	0.2605	0.1234	0.3257	8.33764722680117e-53	0.00738100746944051	9.71579495473625e-49
chr13	108453718	108454268	human_hyper	Human-specific	551	8	46.2784182167581	0.6488	0.834	0.4415	0.6522	0.369	0.3781	1.17265122558162e-15	3.08372373865213e-08	2.72912339453023e-38
chr18	7319173	7319404	human_hyper	Human-specific	232	7	46.2574215656977	0.9684	0.9263	0.8664	0.7356	0.8473	0.7	1.6338140517282e-22	0.923760888851005	1.50699898735149e-35
chr6	157556148	157558881	human_hyper	Human-specific	2734	9	46.1658574358001	0.0864	0.1059	0.3131	0.5103	0.6321	0.5967	4.00687956774345e-81	7.68375370740422e-16	0
chr1	32450951	32451298	human_hyper	Human-specific	348	6	45.9146411118043	0.8551	0.6075	0.6644	0.3659	0.7529	0.3186	2.9174088107813e-39	0.57114677618346	4.74558762780341e-18
chr15	36872302	36872595	human_hyper	Human-specific	294	8	45.7390995773696	0.5008	0.6444	0.3791	0.45	0.2449	0.1606	2.27148360465569e-14	1.42558844741613e-16	4.9510767408473e-34
chr16	12461216	12461639	human_hyper	Human-specific	424	6	45.4287179701396	0.9498	0.8982	0.7681	0.7486	0.8305	0.459	3.14652027652657e-27	0.00176387840755381	4.10852348584489e-28
chr9	96249338	96249632	human_hyper	Human-specific	295	7	45.33299834545	0.737	0.9088	0.6203	0.7876	0.6061	0.581	8.75330773480939e-16	2.54252664483071e-09	1.46297428822992e-22
chr11	79311708	79311998	human_hyper	Human-specific	291	6	45.3137734887844	0.8209	0.4844	0.4433	0.3028	0.3665	0.1603	9.47418848794331e-20	0.000146888159877765	3.15050654273574e-65
chr1	101791443	101791782	human_hyper	Human-specific	340	6	45.3013965210558	0.9372	0.8865	0.6313	0.7511	0.6112	0.5145	2.05688629836661e-22	3.96796737932993e-05	9.21358251596914e-127
chr12	53439952	53440055	human_hyper	Human-specific	104	6	45.2723371496791	0.7099	0.4431	0.5259	0.1736	0.5109	0.0456	2.21809620504179e-30	5.6464213075595e-05	5.14119434790811e-24
chr12	132545712	132547356	human_hyper	Human-specific	1645	9	45.2400078113123	0.7295	0.7707	0.5558	0.6483	0.5614	0.7041	6.21693993639927e-21	0.18212732337894	3.67280643503496e-09
chr6	108128989	108129725	human_hyper	Human-specific	737	8	45.2210564917411	0.9144	0.5912	0.7585	0.3972	0.2555	0.2276	1.04728754012593e-23	2.4478179613103e-19	1.56853898471993e-37
chr17	39843889	39844239	human_hyper	Human-specific	351	6	45.0250398107319	0.7457	0.7475	0.5626	0.584	0.274	0.4427	7.10263329930905e-29	3.6485010744137e-05	8.47356447252816e-37
chr21	45759733	45760359	human_hyper	Human-specific	627	7	44.9741549515742	0.5029	0.4938	0.3842	0.353	0.1964	0.3071	1.14469083323538e-11	1.18390807168611e-09	1.32771242009478e-42
chr8	109261358	109261886	human_hyper	Human-specific	529	5	44.917853990376	0.5213	0.528	0.3682	0.3334	0.3884	0.37	3.84443285354806e-24	0.631570327942892	9.86156780406174e-23
chr1	110571894	110572358	human_hyper	Human-specific	465	9	44.7933139442531	0.7708	0.7308	0.5023	0.4692	0.3434	0.2414	8.7762174356371e-34	4.26877037845863e-30	1.73976226652421e-185
chr1	32481437	32481710	human_hyper	Human-specific	274	6	44.7488023033029	0.727	0.8355	0.4248	0.4708	0.4118	0.4846	9.79052670854077e-44	0.471266231971129	7.19879380127683e-55
chr1	20550522	20551197	human_hyper	Human-specific	676	7	44.6905490656855	0.7183	0.5124	0.5135	0.2382	0.554	0.3307	2.6058427286359e-49	8.77760495215809e-05	3.12209914533701e-19
chr4	52892227	52892549	human_hyper	Human-specific	323	5	44.2935531397546	0.5535	0.7328	0.3479	0.602	0.0813	0.024	7.81623632928409e-20	8.37173655918794e-29	5.02959200865499e-74
chr3	53060440	53060901	human_hyper	Human-specific	462	5	44.2417275457755	0.9472	0.8173	0.6464	0.603	0.4901	0.1341	9.01446289167688e-33	5.23834675720186e-12	5.98767278330516e-94
chr6	150039872	150040196	human_hyper	Human-specific	325	7	44.1619909226577	0.6662	0.7765	0.4321	0.6743	0.4793	0.6495	2.18532861945531e-12	0.861874354064183	1.51004945741579e-14
chr14	104030217	104030277	human_hyper	Human-specific	61	6	44.1460132134211	0.4687	0.303	0.2369	0.1519	0.0922	0.0769	4.97175491502361e-28	6.00995166192328e-11	1.55863954717823e-39
chr2	87036102	87036188	human_hyper	Human-specific	87	7	43.8723368644722	0.3806	0.5002	0.1626	0.2807	0.0435	0.1696	9.87269487874911e-12	0.000573519999207118	3.03237864613104e-23
chr1	69527206	69528580	human_hyper	Human-specific	1375	8	43.8136358185311	0.8752	0.9224	0.763	0.7204	0.7983	0.6082	5.45679379216724e-28	0.18428240262785	4.9605949441296e-16
chr6	159670539	159671162	human_hyper	Human-specific	624	6	43.6546946024706	0.9154	0.6214	0.7803	0.2698	0.6939	0.2965	6.66301240283699e-27	0.725001182078984	9.97423183009435e-50
chr19	56134971	56135449	human_hyper	Human-specific	479	6	43.6110134531802	0.3836	0.5797	0.1655	0.3132	0.2047	0.047	8.70885891562558e-75	0.000181206597694219	7.2742089565113e-19
chr1	221059790	221060342	human_hyper	Human-specific	553	10	43.5370118702311	0.7063	0.8505	0.5273	0.7388	0.4735	0.566	1.26424136958193e-08	0.00689774534237611	3.2617702121738e-11
chr2	73053423	73053533	human_hyper	Human-specific	111	6	43.523202645922	0.8143	0.8688	0.5514	0.6916	0.2868	0.3076	5.95720665974339e-36	9.65428070411552e-50	2.22939591652166e-225
chr16	73606158	73606588	human_hyper	Human-specific	431	7	43.512646415931	0.8754	0.501	0.7022	0.1193	0.6515	0.1141	1.93346334478964e-13	0.77304194458274	3.06643671891579e-12
chr6	155720891	155721417	human_hyper	Human-specific	527	9	43.4697725492263	0.4715	0.9021	0.3402	0.7731	0.3466	0.795	7.24227518164564e-16	0.692054062506531	3.0813396310989e-11
chr20	21682415	21682622	human_hyper	Human-specific	208	7	43.3590871951954	0.2249	0.6424	0.1206	0.4632	0.1066	0.283	9.44107608337871e-16	5.71363178472118e-05	3.14290728983728e-22
chr3	122234026	122234139	human_hyper	Human-specific	114	6	43.286902166314	0.2272	0.3433	0.092	0.1259	0.0309	0.0397	7.18148663975438e-21	1.54004667431893e-13	7.47043135628176e-69
chr2	101290836	101291216	human_hyper	Human-specific	381	9	43.1831768471252	0.2099	0.635	0.0957	0.4331	0.0781	0.2999	3.8001523648924e-13	0.00376947993743293	2.7485299034936e-24
chr17	28563424	28563610	human_hyper	Human-specific	187	9	43.081143049936	0.4706	0.4642	0.3272	0.3325	0.2729	0.3083	2.15159035304587e-14	0.00843357860880846	3.763789849732e-23
chr14	32031282	32031402	human_hyper	Human-specific	121	5	43.0707161878764	0.4255	0.4171	0.2537	0.2648	0.2685	0.2368	3.11320290039346e-31	0.580258449981322	3.71257133543863e-42
chr6	73648641	73648878	human_hyper	Human-specific	238	5	42.8725000455482	0.904	0.7326	0.7309	0.3601	0.6928	0.1298	6.53005864212391e-22	3.64786973475827e-08	5.28434538969219e-35
chr1	63249065	63249209	human_hyper	Human-specific	145	8	42.7687548688497	0.2931	0.2989	0.1189	0.1302	0.0187	0.0193	3.48650302649626e-08	7.53737231467505e-15	1.95136983162861e-35
chr10	50746033	50746552	human_hyper	Human-specific	520	8	42.7517935608159	0.5508	0.6206	0.4052	0.2997	0.4441	0.3445	3.15223834589196e-23	0.235153413930497	1.01865223511094e-15
chr14	26381025	26381303	human_hyper	Human-specific	279	6	42.7157166718061	0.7189	0.8893	0.5051	0.7489	0.4584	0.191	2.53112691586841e-15	5.92100571764922e-07	1.77297213819134e-28
chr9	94538326	94538776	human_hyper	Human-specific	451	6	42.7031370952891	0.9493	0.868	0.7571	0.6802	0.7976	0.6548	4.84113874982029e-40	0.840272789893692	4.70323255998778e-25
chr6	32853300	32853823	human_hyper	Human-specific	524	9	42.6972164536046	0.5459	0.5377	0.4184	0.3786	0.2858	0.2542	2.51282005080498e-34	1.00742293618935e-07	3.72887457599779e-48
chr7	149111321	149111863	human_hyper	Human-specific	543	8	42.6549716807725	0.5101	0.3551	0.376	0.2542	0.3061	0.3034	3.42850329634038e-17	0.297709018518552	1.45483964034786e-07
chr7	7142854	7143299	human_hyper	Human-specific	446	9	42.6344697165084	0.4736	0.3674	0.3655	0.2043	0.1913	0.154	5.04597465313429e-17	3.55563256562492e-07	6.15547822848375e-63
chr2	9476836	9477179	human_hyper	Human-specific	344	10	42.5853391218565	0.7284	0.5566	0.5948	0.3426	0.3749	0.2457	5.45140283085652e-06	3.74452024005209e-06	1.42739103011824e-18
chr22	40827977	40828484	human_hyper	Human-specific	508	6	42.5748647057255	0.6718	0.9387	0.3849	0.7557	0.3265	0.3616	1.26278768284073e-21	1.51694971777465e-07	1.95048700773532e-32
