AN05483_Control_NeuN	X1525_Control_NeuN	X1527_Control_NeuN	X1531_Control_NeuN	X1536_Control_NeuN	X1538_Control_NeuN	X1539_Control_NeuN	X3590_Control_NeuN	X3602_Control_NeuN	X4615_Control_NeuN	ABBY_ND	ANJA_ND	BELEKA_ND	CALLIE_ND	DUNCAN_ND	LULU_ND	LYK_ND	MELISSA_ND	OSSABAW_ND	Roger_ND	YN04-200_ND	YN08-380_ND	YN09-122_ND	YN09-173_ND	YN09-179_ND	YN09-72_ND	YN11-64_ND	YN11-77_ND	YN12-654_ND	YN14-248_ND	AN03398_Control_Olig2	AN15240_Control_Olig2	AN16799_Control_Olig2	X1527_Control_Olig2	X1532_Control_Olig2	X1538_Control_Olig2	X1539_Control_Olig2	X1541_Control_Olig2	X3602_Control_Olig2	X4615_Control_Olig2	ABBY_OD	ANJA_OD	BELEKA_OD	BJORN_OD	CALLIE_OD	DUNCAN_OD	LULU_OD	MELISSA_OD	OSSABAW_OD	Roger_OD	YN04-200_OD	YN08-380_OD	YN09-122_OD	YN09-173_OD	YN09-72_OD	YN11-300_OD	YN11-77_OD	YN11-78_OD	YN12-654_OD	YN14-248_OD
15	18	4	24	18	9	13	12	14	19	33	11	18	26	24	7	25	28	14	29	22	16	15	19	18	20	20	23	20	23	27	22	20	18	19	24	25	20	24	21	17	11	19	6	27	23	5	29	19	36	19	37	37	19	20	22	22	26	27	22
27	18	8	25	10	16	17	15	15	15	22	13	18	27	24	5	12	15	8	23	20	16	15	19	18	19	21	23	20	24	14	14	14	21	12	21	20	17	17	13	30	18	18	6	21	27	14	35	16	31	19	37	37	19	19	22	21	26	26	23
16	18	4	22	18	9	13	12	11	19	31	11	18	27	24	7	26	28	14	30	22	17	16	19	18	21	21	26	21	24	27	23	21	17	19	24	26	21	22	20	18	10	18	6	28	23	5	29	19	36	20	39	37	20	19	22	21	23	27	23
28	18	8	26	11	15	16	15	16	14	21	13	16	26	26	5	14	16	8	25	16	29	8	15	15	17	15	16	16	16	15	14	15	19	13	19	19	17	21	12	31	19	19	6	23	29	14	36	14	31	18	15	22	22	18	17	26	30	30	25
15	16	5	23	18	9	13	13	11	20	29	12	17	25	24	7	26	26	15	30	23	17	18	22	18	21	22	28	21	24	28	22	21	18	20	25	23	21	21	20	18	11	20	6	30	24	5	29	19	32	20	43	36	21	19	22	20	26	28	23
27	19	7	25	11	15	15	14	15	15	22	12	16	25	25	6	13	16	8	25	17	28	8	15	15	17	15	16	16	17	15	15	16	20	13	20	20	17	21	12	32	19	19	6	24	29	13	36	15	31	17	15	24	22	18	18	28	30	30	26
17	16	6	23	17	9	11	13	11	20	27	12	14	26	24	9	24	26	15	31	22	21	17	28	19	22	22	32	22	25	25	20	19	18	21	28	25	21	23	22	18	12	22	7	31	26	5	26	19	29	19	50	36	23	22	24	23	24	27	25
15	7	13	16	12	14	14	11	20	13	15	7	10	10	16	7	13	23	12	10	15	14	12	21	14	16	12	10	12	12	21	25	18	21	17	18	19	19	22	14	16	10	14	9	17	18	5	16	16	22	14	16	26	13	25	7	14	8	19	18
14	7	12	18	12	14	15	10	22	12	16	7	10	12	16	7	13	21	11	10	16	14	13	22	14	17	12	10	12	15	23	24	19	20	18	19	18	18	23	15	17	10	13	9	17	17	5	15	16	23	15	16	24	13	25	8	15	8	19	17
17	8	12	20	12	15	19	11	23	14	15	7	10	12	18	7	13	22	12	10	16	15	14	22	15	16	12	10	12	16	25	26	18	21	20	19	19	21	21	16	15	10	12	9	20	16	5	16	17	24	15	17	25	14	25	10	15	8	19	17
17	8	10	19	12	17	19	11	25	13	13	6	11	12	17	7	12	24	10	10	16	15	14	24	16	17	12	9	10	16	23	25	17	20	21	17	20	21	21	16	13	11	11	6	19	15	4	16	16	26	15	19	28	14	25	10	14	9	19	16
17	8	10	19	13	16	19	11	25	13	12	7	11	12	16	7	12	24	11	10	16	15	13	24	15	17	12	9	10	16	23	25	17	21	21	17	20	21	21	16	13	11	11	6	19	15	4	16	16	26	15	19	27	14	25	10	15	9	19	16
17	8	10	19	14	16	19	11	25	13	14	7	10	12	16	6	12	23	11	10	16	15	14	24	16	16	12	9	11	15	24	24	18	21	21	17	18	20	22	16	13	10	10	6	19	15	4	15	16	25	15	19	26	14	25	10	15	9	19	16
16	5	11	18	13	11	18	9	25	9	14	8	11	10	16	4	11	23	12	12	15	16	13	27	19	15	12	10	12	16	24	21	18	17	16	16	17	17	17	15	11	10	10	7	20	19	2	18	18	25	14	16	23	13	24	11	16	10	16	16
15	5	10	18	14	11	18	10	26	8	14	7	11	10	16	4	11	23	11	12	16	16	12	27	20	15	12	11	12	16	25	21	17	17	16	16	17	18	16	13	9	10	10	7	21	17	2	18	18	25	13	16	23	13	23	11	16	10	16	16
15	6	12	17	16	9	18	10	26	8	15	8	10	12	14	4	10	21	9	15	15	15	12	25	18	17	12	9	9	12	25	17	18	16	16	16	18	17	15	12	5	10	7	9	19	15	2	15	17	21	11	16	22	9	22	13	15	9	16	14
13	7	9	15	16	6	16	9	30	8	16	5	11	13	13	3	8	15	6	16	10	14	11	17	18	17	6	10	7	12	22	22	18	16	10	13	17	17	13	13	9	9	9	7	20	12	2	18	17	23	8	16	20	9	23	10	14	9	15	13
13	7	10	15	16	6	16	9	30	8	16	5	11	13	13	5	9	15	6	16	10	13	10	17	18	17	6	10	8	12	22	21	19	17	10	14	17	18	14	12	10	9	8	7	20	12	2	18	17	23	7	16	20	9	23	10	14	9	15	14
13	8	10	13	17	6	18	9	31	9	12	5	12	11	12	5	11	17	8	16	11	15	12	15	19	22	6	11	8	14	20	20	23	16	12	11	19	17	13	12	11	9	7	8	20	15	4	20	17	23	9	16	20	9	19	11	15	9	15	12
13	7	12	12	16	6	18	8	28	9	12	5	12	11	12	6	12	17	8	17	10	14	12	14	19	22	6	12	8	15	21	21	25	17	10	10	19	16	13	12	12	9	7	8	20	16	3	19	16	24	11	16	22	9	20	11	16	9	15	13
14	6	12	9	18	5	15	8	26	9	12	6	10	11	10	5	12	16	8	17	11	11	12	12	17	21	3	10	7	12	19	18	25	19	9	9	20	16	12	14	14	9	6	7	22	14	3	20	12	22	11	14	20	10	24	10	14	8	14	13
14	5	12	8	17	6	17	8	26	9	12	6	10	11	10	5	13	16	8	16	11	11	12	10	16	22	3	9	6	13	20	16	24	19	8	9	20	16	11	14	16	8	6	7	21	14	3	22	11	22	11	14	21	9	23	10	11	7	15	13
13	5	12	8	16	6	17	8	26	9	13	6	9	10	10	5	12	16	7	16	11	9	11	9	17	20	4	9	4	12	19	16	22	19	7	8	19	17	10	14	16	8	6	6	21	14	3	22	10	21	11	13	20	9	22	10	11	7	14	13
15	5	12	8	15	4	16	7	25	9	12	6	10	9	10	5	11	15	7	16	11	7	10	9	16	20	4	9	4	12	19	16	21	19	8	10	20	18	10	14	16	8	6	6	21	15	3	22	10	21	11	12	21	7	18	10	11	7	13	13
13	5	13	8	13	4	15	9	23	7	13	6	10	11	10	6	10	10	11	16	11	4	10	6	13	20	4	8	3	11	20	15	18	19	9	6	20	18	9	12	16	8	4	5	20	15	3	19	9	18	10	11	15	7	18	8	8	7	13	9
13	4	13	9	13	3	15	6	19	6	12	5	9	12	10	6	10	10	11	15	11	4	10	7	14	19	2	6	4	10	17	14	15	19	11	5	16	19	9	11	16	7	4	4	20	15	5	18	9	14	8	10	17	7	21	7	7	7	12	8
11	10	10	3	13	6	16	11	16	9	13	6	14	10	14	4	14	10	12	8	9	3	12	9	10	23	4	4	3	8	19	11	14	12	11	5	11	14	13	8	11	8	7	12	17	11	8	18	8	13	2	5	14	12	25	4	5	7	3	6
10	10	10	3	14	6	15	11	16	9	12	6	14	10	14	4	14	11	12	7	9	3	11	9	10	25	6	5	3	9	18	13	14	13	12	5	11	16	15	9	10	6	6	12	17	11	8	20	8	14	2	5	16	12	26	5	5	7	3	6
10	11	10	3	14	6	15	12	15	9	12	6	13	10	14	4	13	11	12	7	11	3	11	9	10	25	7	5	4	9	20	12	14	13	12	4	11	15	14	9	10	6	6	12	17	11	8	21	8	15	2	6	16	12	28	5	5	7	3	6
14	10	6	4	13	6	13	7	15	10	12	7	11	9	16	3	14	12	12	8	9	3	14	10	10	22	8	6	4	10	20	12	17	13	11	8	9	16	17	11	11	7	5	11	19	9	7	23	6	13	3	6	18	15	29	8	5	7	6	7
14	8	7	3	11	5	15	8	18	10	11	3	10	9	16	1	12	12	9	6	12	4	13	10	8	20	8	8	6	11	22	14	13	15	11	10	11	17	15	14	10	9	7	12	17	8	7	20	5	16	6	10	22	16	26	8	8	8	8	9
14	7	6	4	9	5	13	5	17	11	10	3	10	9	15	1	12	8	9	9	15	5	10	12	7	17	10	14	6	11	22	10	13	13	10	13	10	18	12	14	8	8	7	12	17	8	5	18	4	13	6	9	23	16	22	9	7	9	9	10
15	6	5	7	9	7	10	4	15	8	9	3	11	7	14	1	9	10	7	8	15	7	8	11	7	19	13	12	6	11	22	13	13	13	13	12	7	20	14	15	9	3	5	10	16	7	6	15	5	11	9	9	24	17	21	9	8	11	11	10
16	7	6	11	9	7	10	5	17	9	10	5	11	8	14	0	6	8	7	10	16	10	9	11	5	21	11	13	6	12	21	14	13	12	14	12	8	21	13	14	8	3	5	11	14	6	5	16	4	10	9	10	24	16	19	10	7	11	11	10
16	7	7	13	10	9	11	7	20	10	11	5	11	9	13	0	6	10	5	12	17	11	11	10	5	24	10	16	7	11	19	14	14	11	14	12	8	17	14	13	7	2	6	11	15	6	5	17	5	11	13	10	21	17	19	10	7	13	16	12
16	6	7	18	9	9	12	6	19	10	13	6	13	10	10	0	6	11	4	15	17	11	11	10	5	19	9	17	7	9	17	15	12	12	13	12	9	20	16	17	8	3	8	12	14	9	2	14	6	9	15	10	21	13	19	10	10	14	15	10
17	5	7	18	10	9	10	9	17	8	13	6	11	11	12	0	7	11	3	16	18	11	12	14	4	19	9	15	9	10	12	14	13	11	15	11	7	21	17	18	8	3	10	8	11	10	1	15	6	10	15	10	22	13	19	13	13	15	15	8
17	5	7	18	10	9	10	9	17	8	13	6	12	11	13	0	7	10	3	16	18	11	12	14	4	18	9	15	9	10	12	14	13	11	16	11	7	21	17	19	8	3	10	8	11	10	1	15	6	10	15	10	22	13	20	13	13	15	15	8
17	5	7	18	10	8	10	9	16	8	13	6	12	11	14	0	8	11	3	16	19	11	12	14	4	16	9	14	9	9	11	14	13	10	16	11	7	20	17	17	8	3	10	8	11	10	1	15	6	9	15	10	21	13	20	13	13	15	15	8
17	4	7	18	12	8	9	9	16	8	12	6	12	10	15	1	8	12	3	16	20	11	12	14	4	17	9	17	9	8	11	13	13	9	15	11	7	20	18	17	8	3	10	8	12	10	1	17	6	10	13	10	21	12	19	14	13	15	17	8
15	6	7	20	14	7	12	9	16	8	14	6	13	11	15	2	7	12	3	13	20	14	12	14	4	16	9	17	9	7	10	12	12	6	14	12	8	16	17	15	11	3	9	7	14	9	2	18	6	11	15	14	24	10	17	14	14	17	17	8
16	7	5	18	11	3	12	8	13	9	19	7	12	15	13	3	7	13	4	13	19	15	7	13	5	16	10	16	10	3	14	10	11	8	13	11	8	16	12	17	9	3	8	6	16	12	2	18	4	9	16	14	25	9	14	14	14	12	13	11
13	7	5	17	13	4	13	9	13	9	18	6	12	13	12	3	7	14	4	13	19	14	7	13	6	17	10	15	11	2	15	7	11	9	12	11	7	17	11	18	9	2	7	6	16	12	3	18	4	11	16	14	24	9	14	14	13	12	13	11
15	8	5	17	13	6	12	8	13	11	17	6	14	11	12	3	7	16	4	11	20	13	6	13	6	19	8	17	14	4	15	8	12	9	12	10	9	17	10	19	10	4	6	6	15	12	4	17	5	10	15	14	23	9	15	13	12	13	12	11
15	7	4	17	13	6	12	10	16	11	16	9	16	10	13	4	6	11	4	11	20	14	8	11	7	22	9	13	15	6	14	10	17	8	12	6	8	20	6	18	9	4	5	5	15	10	5	19	7	12	15	18	22	9	12	14	11	11	11	10
14	7	4	16	12	6	13	10	16	12	16	9	15	10	13	4	5	11	4	11	22	14	8	10	6	20	9	13	13	6	15	10	17	6	13	9	7	16	4	18	8	5	7	5	14	9	5	19	7	13	15	17	20	7	14	14	11	13	7	11
13	8	5	16	12	6	12	11	17	12	18	11	15	9	14	4	6	13	4	10	22	15	7	11	5	20	9	12	12	8	15	11	16	6	15	10	7	15	4	17	8	5	7	4	15	10	5	19	5	13	17	18	19	5	14	13	9	12	11	11
13	11	5	13	7	7	11	12	16	14	13	8	17	10	11	3	7	10	5	5	30	13	5	15	6	22	7	8	10	10	15	10	17	4	13	9	11	17	5	17	8	7	10	6	13	12	7	14	10	14	14	17	9	6	14	14	14	17	10	8
12	11	4	13	7	7	10	12	16	13	12	8	15	9	11	3	9	8	5	6	28	13	4	16	4	22	8	8	10	11	13	11	18	4	13	9	13	17	8	17	9	7	10	7	12	12	6	15	10	14	15	19	8	6	14	12	13	17	12	8
16	10	3	12	8	5	9	13	16	10	13	11	14	8	11	3	8	7	5	7	28	13	4	16	3	23	8	7	12	12	12	12	17	4	13	10	12	17	8	15	12	6	8	7	11	13	6	14	10	14	14	21	8	7	14	13	14	17	11	8
15	9	6	8	7	4	11	11	12	8	16	12	8	8	13	3	11	8	6	8	26	12	5	20	5	22	8	5	11	10	11	13	16	5	15	11	10	16	9	15	18	8	11	8	14	12	6	14	9	17	14	20	10	9	15	12	15	15	13	8
14	9	7	8	5	6	10	12	11	8	16	12	8	10	14	3	13	12	6	7	23	13	6	21	6	24	6	5	11	11	11	12	16	5	15	10	8	14	8	11	19	9	12	7	14	12	5	17	9	18	12	19	10	10	17	10	15	13	14	8
12	9	7	8	5	6	11	11	9	8	16	13	7	10	16	2	12	12	4	7	22	9	6	23	6	22	8	4	10	12	11	10	16	6	14	10	8	13	7	12	20	10	15	6	14	16	5	17	11	18	11	19	11	12	19	11	15	13	12	8
12	9	8	8	5	6	10	10	9	8	15	13	7	10	16	2	12	13	5	7	22	9	6	24	6	22	8	4	10	12	10	10	16	6	13	10	9	14	7	12	20	10	15	6	14	16	5	17	11	18	10	19	12	12	19	12	15	13	12	8
12	8	8	7	5	6	9	10	9	8	17	13	7	9	15	2	12	13	6	7	21	8	6	24	6	22	9	4	10	12	10	10	16	6	13	10	9	14	7	13	19	10	15	6	14	16	5	17	12	18	10	19	12	12	17	12	15	14	11	7
12	8	8	7	5	6	10	10	9	8	17	13	7	10	15	1	12	13	6	7	22	8	6	25	6	22	10	4	11	13	9	10	16	6	13	10	9	14	7	13	19	10	15	6	14	16	5	17	13	18	10	20	13	12	17	12	15	14	11	8
12	8	7	8	4	6	10	10	9	7	17	14	7	10	15	1	12	12	6	7	22	8	7	25	6	23	10	4	11	13	9	10	16	6	13	10	9	13	7	14	19	11	15	6	14	16	5	18	14	17	9	20	14	12	17	12	15	15	11	8
13	9	6	8	5	6	9	11	9	7	17	14	7	10	15	2	12	14	5	6	17	10	7	26	6	27	11	6	12	12	10	8	15	9	15	9	6	12	8	13	21	12	15	6	12	15	4	17	12	17	10	21	16	12	18	12	16	13	11	8
12	10	8	8	7	6	9	11	8	6	17	13	7	8	15	4	12	16	6	6	9	4	3	4	7	7	6	4	7	7	9	7	16	8	14	9	6	15	8	15	23	12	16	7	13	17	5	18	13	17	8	11	7	5	5	11	6	4	5	4
12	10	8	8	7	7	10	13	8	6	17	13	7	8	16	4	11	16	5	6	17	10	7	27	6	25	12	9	10	10	9	7	16	8	14	10	6	15	8	15	25	12	16	7	13	17	6	18	13	19	9	24	17	14	20	9	15	12	14	9
12	10	9	8	7	7	10	13	7	6	20	13	7	8	16	5	11	16	5	6	17	11	8	28	7	24	12	8	10	10	9	8	15	8	14	9	6	17	8	16	25	13	16	7	14	17	6	19	14	20	9	24	16	14	21	8	15	13	14	9
12	13	14	11	10	13	6	16	15	10	30	12	10	10	20	14	17	17	9	10	18	23	18	34	13	27	21	16	10	14	12	12	14	19	22	10	11	21	18	16	30	21	21	12	26	20	11	24	15	27	13	31	19	22	33	10	12	16	15	11
12	13	15	11	10	13	6	16	15	9	30	11	10	10	19	14	17	17	9	12	18	24	18	34	13	26	21	16	11	14	12	12	15	19	22	10	11	21	18	16	30	22	20	12	26	20	11	24	15	28	14	31	18	23	32	11	15	16	15	12
15	13	15	11	10	12	7	18	15	10	31	10	11	11	19	14	18	17	9	12	17	24	18	36	13	25	21	16	11	14	13	12	15	18	23	10	11	21	18	16	31	22	20	12	26	19	11	24	14	28	15	34	20	23	33	10	15	18	15	13
15	13	13	10	9	11	8	17	16	11	29	11	11	13	19	15	19	16	8	13	18	24	19	36	13	24	20	17	13	15	13	12	16	19	22	10	11	21	18	14	32	21	21	12	26	18	10	24	16	29	15	33	20	22	35	11	18	20	18	13
17	13	13	11	8	11	11	17	16	12	28	14	13	14	20	14	20	15	10	13	21	25	20	37	16	26	24	17	14	14	14	12	16	20	21	8	11	20	18	17	31	21	21	13	25	18	12	24	17	29	15	36	21	24	36	13	21	22	21	16
18	13	14	12	9	11	11	17	15	12	28	14	13	14	20	14	21	15	10	13	21	25	19	37	16	26	24	16	14	15	14	12	17	21	20	8	11	20	18	16	32	22	22	12	24	18	12	24	17	31	14	36	20	25	36	14	21	22	23	16
18	13	14	12	9	11	11	17	16	12	28	13	13	14	20	15	21	15	10	13	21	25	19	38	16	26	25	17	14	15	13	12	17	19	19	8	12	20	18	17	32	21	22	11	24	18	12	25	17	32	14	36	20	26	36	13	21	21	25	16
9	15	8	6	8	15	13	15	15	9	10	11	11	9	9	6	10	10	8	12	8	7	9	6	5	18	7	8	10	11	18	18	20	13	13	11	9	14	6	13	12	6	15	3	19	15	6	21	6	18	12	5	10	11	7	11	6	16	19	7
18	15	15	13	10	12	12	15	17	11	28	15	12	11	22	15	22	13	9	11	24	27	24	37	18	24	23	17	14	20	14	13	16	21	19	9	14	20	22	17	29	23	24	12	29	21	12	30	17	36	17	42	21	26	40	17	23	21	27	17
11	18	10	6	8	14	11	15	17	9	11	15	14	10	12	7	10	12	11	17	9	8	9	6	7	27	7	7	11	10	20	20	22	20	11	10	9	15	12	14	13	9	17	8	20	17	8	26	11	26	17	12	15	11	15	8	9	17	21	8
20	16	17	13	12	12	14	17	19	10	30	21	12	15	24	16	21	14	9	14	9	8	9	6	7	27	7	7	11	10	13	17	21	22	25	12	10	25	24	20	25	27	22	13	37	23	10	26	16	43	17	12	15	11	15	8	9	17	21	7
11	19	10	6	8	15	10	15	14	11	31	21	14	15	24	16	22	14	9	14	24	27	31	37	20	31	23	20	19	22	20	19	22	20	12	10	9	15	13	14	26	28	22	13	40	24	10	26	16	43	21	49	27	28	38	18	29	23	30	19
11	22	12	8	6	11	12	11	15	11	17	13	14	13	15	8	17	13	13	18	7	7	15	8	6	31	11	12	14	10	24	17	21	24	14	8	11	15	13	15	18	9	16	9	25	20	7	31	12	27	18	11	19	13	18	9	15	22	23	9
9	20	12	9	7	9	12	15	16	12	22	13	16	11	21	11	19	11	11	20	10	9	22	12	7	34	13	14	17	10	23	19	23	23	16	14	16	19	17	18	22	11	18	12	23	27	10	32	13	36	17	20	25	16	25	7	16	25	23	10
20	19	19	13	13	12	20	19	16	19	29	24	12	25	32	17	19	16	11	19	22	26	34	36	24	34	26	22	25	24	19	16	25	27	28	19	12	29	26	23	28	28	27	11	46	24	13	26	14	46	26	48	39	33	33	22	31	25	35	22
9	21	12	12	7	11	11	14	15	14	22	14	16	14	23	12	20	14	12	22	13	10	23	12	7	32	15	15	18	10	23	20	23	22	16	14	19	20	17	19	22	13	17	12	28	25	10	31	13	34	16	21	26	18	26	7	16	23	22	10
17	20	19	14	15	15	20	17	20	16	24	25	13	26	34	14	21	15	15	18	24	20	32	31	20	35	25	21	25	22	23	17	23	23	27	19	14	34	26	26	26	27	22	10	44	24	13	29	14	43	23	44	42	31	38	21	32	22	36	23
13	21	12	20	10	13	12	17	18	14	25	11	19	16	26	12	22	16	11	25	15	10	27	13	14	38	20	19	20	12	27	23	24	21	22	15	23	20	22	19	26	12	22	14	26	25	11	36	13	33	19	22	23	19	32	11	18	22	25	15
14	21	12	20	10	13	12	17	19	14	24	11	19	15	26	13	23	16	11	25	15	10	27	13	14	38	20	19	20	12	26	22	25	21	22	16	23	21	22	19	26	12	22	14	26	26	11	36	13	33	19	23	22	19	32	11	19	22	25	15
21	17	19	17	20	15	17	18	25	20	26	23	17	26	31	17	16	16	17	23	18	25	32	28	16	33	21	19	21	27	27	16	26	28	28	17	14	36	26	31	22	22	21	7	49	22	12	27	19	47	25	41	43	27	38	19	24	19	36	25
23	16	16	18	19	14	18	18	25	21	26	21	20	26	31	17	16	16	17	23	8	1	31	16	11	32	0	2	15	27	25	15	25	28	28	16	15	35	24	31	22	24	21	7	47	21	10	27	18	47	13	2	40	12	35	1	1	10	19	26
16	21	12	25	8	12	13	17	19	14	26	12	16	22	25	10	23	18	11	21	20	14	28	13	20	38	19	20	21	12	27	25	26	24	24	16	28	22	22	19	23	13	23	15	30	29	13	38	15	37	18	24	24	18	32	12	17	20	27	19
22	14	16	18	21	13	19	18	24	20	24	21	20	27	27	16	16	14	16	23	20	26	31	27	16	33	18	20	20	27	25	13	24	27	29	16	15	34	26	28	21	24	20	6	42	21	11	26	18	47	22	38	41	27	35	21	24	19	35	23
22	15	16	18	20	13	18	18	25	20	25	20	19	26	28	16	15	15	15	23	21	26	29	25	17	34	18	18	21	27	26	14	24	27	30	16	15	34	27	26	21	25	20	6	42	20	11	27	18	46	21	39	39	26	34	21	24	20	37	22
22	14	16	18	19	12	19	16	24	19	24	19	18	25	28	16	15	15	14	25	22	24	30	24	14	35	18	19	22	27	25	15	23	27	30	17	15	35	32	27	20	25	20	6	42	21	11	29	17	46	21	36	38	28	33	21	21	17	37	23
18	21	11	26	7	13	13	18	18	15	27	11	15	25	23	9	24	18	11	23	20	13	25	13	22	38	19	19	19	13	27	24	28	21	22	19	27	22	23	18	23	11	22	15	29	27	14	39	12	36	18	25	23	18	35	14	17	20	25	19
20	13	15	18	17	10	19	16	25	16	23	18	19	24	28	16	15	18	14	23	23	24	28	20	14	33	15	18	22	25	24	16	23	27	27	17	15	35	30	28	18	24	20	7	37	21	9	27	18	46	22	34	36	26	34	24	24	12	35	20
21	11	15	17	19	10	20	16	26	16	26	19	18	23	27	16	14	18	13	23	22	25	25	20	14	29	14	17	20	25	24	16	23	27	28	18	15	33	28	26	17	23	21	7	34	22	7	29	17	45	22	34	33	27	35	22	22	13	33	20
16	19	12	25	7	15	11	13	25	16	24	7	11	28	19	10	16	21	13	21	23	19	26	12	21	40	17	19	17	15	28	25	32	18	20	19	24	17	30	22	20	10	21	12	27	29	14	35	15	30	25	26	22	17	39	17	18	16	22	23
17	17	12	27	7	15	11	13	25	15	25	7	10	27	19	10	17	22	12	22	23	20	26	12	21	38	17	19	17	15	27	25	32	18	21	18	25	18	29	22	21	9	21	11	28	31	14	35	15	30	25	26	22	19	40	17	18	15	21	23
17	18	11	27	7	14	12	13	25	15	24	7	11	27	19	10	18	22	12	21	25	21	19	16	14	29	14	18	19	25	26	24	32	18	20	18	24	18	27	21	22	9	20	12	28	31	14	32	15	30	20	25	32	24	29	20	24	17	26	16
21	9	18	15	21	10	19	18	31	14	24	18	16	24	22	14	17	19	15	22	25	21	18	16	14	30	14	18	19	26	22	14	19	27	26	17	16	33	27	33	13	21	20	5	25	20	6	33	16	44	21	27	32	23	29	21	24	17	26	16
21	10	18	15	21	10	19	19	31	15	24	18	16	23	22	14	18	19	16	22	25	21	17	15	14	31	14	18	19	26	22	15	19	27	26	17	16	33	27	33	13	20	19	4	25	20	6	33	16	44	20	26	30	23	30	20	24	17	26	16
20	10	17	15	20	10	19	18	31	15	25	18	16	22	22	14	18	20	16	23	26	21	14	14	14	31	14	16	19	26	22	15	17	29	25	17	18	32	27	33	13	20	17	4	23	20	6	32	16	42	20	27	30	24	30	20	25	16	25	18
23	11	17	14	19	7	19	16	31	17	23	17	16	22	20	15	17	20	14	24	25	21	13	12	12	28	13	16	15	23	22	14	18	28	24	18	19	30	30	30	14	19	15	3	20	20	5	30	13	40	19	27	27	21	29	19	28	16	19	16
24	11	17	14	19	8	19	16	31	18	22	17	17	22	20	15	17	20	14	23	26	21	13	11	12	27	12	16	12	23	22	14	18	27	23	18	20	31	30	31	14	19	15	3	20	19	5	30	13	41	17	27	27	20	29	19	28	16	20	16
23	11	14	11	18	10	18	14	26	20	21	17	16	25	18	12	15	17	14	22	25	21	12	10	12	28	12	16	12	23	30	14	17	28	25	19	18	33	29	35	15	13	12	3	17	13	6	30	11	33	18	27	27	21	31	19	27	16	20	16
20	20	10	24	6	12	14	13	25	14	20	9	14	24	20	8	18	19	14	24	22	18	11	9	13	27	12	17	12	23	19	21	29	22	25	21	25	23	27	24	22	11	25	9	23	25	12	27	18	32	19	25	28	19	26	16	27	15	21	17
21	16	10	24	7	10	14	13	22	12	17	6	14	20	21	6	17	19	14	22	22	21	25	11	20	36	20	20	17	16	19	21	27	20	25	18	25	23	28	21	20	10	23	9	20	23	11	24	16	26	25	28	22	18	38	17	18	19	22	17
23	15	15	3	19	8	17	13	27	19	17	14	19	20	11	7	14	20	15	20	20	18	11	9	14	24	12	15	14	21	31	14	24	20	23	24	18	35	21	35	14	11	6	4	12	10	3	26	7	28	21	19	21	21	27	19	24	15	20	16
23	15	9	23	6	10	14	16	21	13	17	7	16	19	17	6	16	18	13	23	20	21	25	12	17	36	20	21	18	17	17	20	27	20	30	17	25	21	30	21	20	8	19	8	16	16	9	24	16	24	26	31	22	19	38	17	18	20	23	16
24	15	11	21	7	9	14	14	22	14	16	7	15	19	12	5	17	18	13	21	21	21	22	10	16	36	22	21	17	16	15	20	27	17	30	18	26	19	29	21	20	9	18	8	14	9	9	24	16	26	27	31	21	18	39	18	18	20	23	16
24	14	11	20	7	9	14	14	22	14	16	7	16	19	18	5	16	18	13	22	21	21	21	10	16	36	22	21	17	16	15	21	27	19	29	18	26	19	30	21	20	9	18	8	14	17	9	24	16	26	27	31	21	18	39	18	18	20	23	16
23	15	11	19	7	9	15	15	22	14	15	7	16	19	16	5	17	18	13	23	21	21	21	10	15	36	22	21	17	16	15	21	27	19	29	18	26	19	30	21	20	9	18	8	14	17	9	24	16	26	25	31	20	18	40	18	18	20	23	16
24	17	14	4	15	8	15	15	27	19	16	14	20	20	12	7	13	20	15	19	22	20	10	10	13	22	10	14	12	18	30	12	22	20	23	21	18	30	15	32	12	11	6	4	11	6	3	22	7	25	19	20	16	20	25	18	25	14	21	14
23	14	11	19	7	9	16	15	22	14	14	7	15	20	14	5	18	20	12	23	21	19	20	9	15	36	21	20	17	16	15	21	25	18	29	19	26	19	29	22	20	8	18	7	14	17	9	22	16	26	26	29	21	18	39	19	18	21	23	16
23	15	12	19	8	9	16	15	21	14	15	7	15	20	14	6	16	19	12	22	22	19	19	9	14	37	19	21	16	16	15	19	25	20	30	19	27	18	30	21	20	8	18	7	12	17	9	22	16	25	26	29	21	18	39	19	18	22	22	17
23	15	12	19	8	9	15	15	22	14	16	7	15	20	13	6	16	20	13	21	22	19	18	9	14	36	19	21	16	15	15	19	25	20	30	19	28	19	30	21	20	8	18	7	11	17	8	23	16	25	26	30	21	18	38	19	18	22	22	17
24	18	13	3	13	7	15	15	26	18	15	12	16	20	13	6	16	18	13	17	23	20	10	9	15	19	10	14	11	18	31	10	21	20	24	20	16	28	17	30	12	9	6	3	11	6	3	21	9	27	17	22	15	22	25	16	22	14	20	12
23	12	10	18	8	6	14	16	20	16	13	6	15	21	12	6	16	20	11	19	23	17	16	9	13	35	17	19	17	15	13	18	26	20	30	16	27	20	28	18	20	8	16	6	10	17	7	21	16	23	23	25	20	18	37	19	21	21	23	17
