AN05483_Control_NeuN	X1525_Control_NeuN	X1527_Control_NeuN	X1531_Control_NeuN	X1536_Control_NeuN	X1538_Control_NeuN	X1539_Control_NeuN	X3590_Control_NeuN	X3602_Control_NeuN	X4615_Control_NeuN	ABBY_ND	ANJA_ND	BELEKA_ND	CALLIE_ND	DUNCAN_ND	LULU_ND	LYK_ND	MELISSA_ND	OSSABAW_ND	Roger_ND	YN04-200_ND	YN08-380_ND	YN09-122_ND	YN09-173_ND	YN09-179_ND	YN09-72_ND	YN11-64_ND	YN11-77_ND	YN12-654_ND	YN14-248_ND	AN03398_Control_Olig2	AN15240_Control_Olig2	AN16799_Control_Olig2	X1527_Control_Olig2	X1532_Control_Olig2	X1538_Control_Olig2	X1539_Control_Olig2	X1541_Control_Olig2	X3602_Control_Olig2	X4615_Control_Olig2	ABBY_OD	ANJA_OD	BELEKA_OD	BJORN_OD	CALLIE_OD	DUNCAN_OD	LULU_OD	MELISSA_OD	OSSABAW_OD	Roger_OD	YN04-200_OD	YN08-380_OD	YN09-122_OD	YN09-173_OD	YN09-72_OD	YN11-300_OD	YN11-77_OD	YN11-78_OD	YN12-654_OD	YN14-248_OD
1	1	0	2	0	0	0	0	0	0	1	0	0	0	0	0	2	1	1	1	1	1	2	1	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	2	2	7	0	5	3	3	8	5	6	3	4	6	5	1	4	5	3	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
2	4	0	3	3	0	1	0	1	2	2	1	2	1	2	0	1	6	1	4	2	2	3	1	1	2	3	3	1	3	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	3	1	1	1	2	0	0	2	2	1	1	1	4	2	0	0	1	1	2	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	0	3	1	1	0	1	1	0	5	5	2	1	8	3	2	4	5	3	6	0	0	1	1	0	0	2	1	1	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0
6	7	4	8	4	5	4	6	5	6	12	6	10	13	17	6	3	7	8	7	3	5	0	4	3	5	7	2	3	3	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	3	0	0	1	0	0	0	0	0	0	0	1	0
7	6	4	12	6	2	2	5	5	14	14	7	10	10	20	4	13	12	13	13	6	4	4	13	6	7	8	7	7	4	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0
1	1	0	2	1	1	2	1	7	1	0	1	1	2	3	1	2	1	1	0	2	0	0	0	3	3	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
2	1	0	4	1	0	2	4	5	0	2	0	1	2	1	0	2	3	5	1	1	1	0	1	0	1	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	0	0	2	1	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2	1	1	2	1	0	2	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
1	1	0	9	1	6	5	0	4	2	2	0	2	2	0	0	0	1	2	2	0	0	1	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
0	1	0	2	3	0	4	0	1	2	2	0	3	1	0	0	1	1	2	2	2	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	0	1	3	1	1	0	0	2	1	1	0	1	0	1	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	1	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	1	6	7	6	21	10	5	6	4	7	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	1	0
2	0	0	4	2	4	4	0	5	0	1	1	2	2	1	0	0	3	0	2	0	0	1	6	5	2	3	1	3	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0
2	0	1	2	2	1	2	0	6	4	0	0	1	0	0	0	1	2	1	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
5	0	1	7	6	2	5	2	10	3	0	0	1	3	1	1	0	3	0	1	2	3	3	0	3	8	0	0	2	0	1	0	0	0	1	1	2	1	1	0	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
7	2	5	6	12	4	9	8	17	4	9	1	1	5	2	4	5	9	2	8	2	2	1	5	5	5	1	1	2	1	0	1	1	0	0	0	0	1	1	1	0	2	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0
2	0	2	2	1	0	1	0	6	1	2	2	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0	0	0	1	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
1	0	1	1	1	0	1	0	1	1	1	0	0	2	1	0	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
3	0	2	1	3	1	4	3	6	1	0	0	1	0	0	1	3	3	0	3	1	2	0	0	4	3	0	2	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
3	0	5	0	1	0	0	1	1	2	0	0	0	0	0	0	0	1	0	0	4	0	0	1	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
4	1	1	2	1	0	2	0	3	1	2	2	3	3	2	1	1	0	1	0	0	0	1	0	0	2	0	0	0	1	1	0	0	0	0	0	2	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
6	2	10	6	7	2	8	5	11	3	3	1	1	1	1	0	3	1	3	3	2	1	6	2	4	14	1	2	2	1	1	2	3	1	0	0	1	1	1	0	1	0	0	0	2	0	0	0	0	0	0	0	0	1	2	0	0	0	1	0
0	0	3	2	3	1	2	2	2	0	3	2	1	1	0	1	2	2	0	2	1	0	0	1	2	2	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0	2	1	1	0	0	2	0	0	1	1	0	2	4	0	1	3	4	1	1	0	0	1	1	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
3	1	1	1	5	1	1	4	3	0	0	0	4	2	0	0	6	1	3	1	4	1	1	2	3	8	3	3	1	1	0	1	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
4	5	3	0	7	4	4	5	8	4	0	1	0	1	3	0	2	2	3	1	2	0	1	1	1	8	1	1	0	2	1	0	0	0	0	0	1	0	0	0	0	0	1	1	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0
0	0	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	2	1	2	4	3	2	1	5	5	2	1	6	2	4	0	3	6	0	2	0	1	3	2	3	2	0	1	3	2	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
4	0	2	1	2	0	2	2	4	0	1	0	2	1	2	0	2	1	2	2	1	1	0	2	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
1	1	1	0	0	2	0	2	1	0	2	0	1	2	2	0	1	0	1	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1	1	1	1	0	1	0	1	2	1	0	1	0	1	0	0	0	1	0	0	1	0	1	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	1	1	3	2	1	0	2	3	1	0	0	0	2	0	0	1	0	0	0	2	0	1	0	0	1	0	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	3	2	7	3	2	2	3	7	4	4	0	3	2	5	0	1	1	0	2	2	3	4	0	2	4	1	1	0	0	1	0	0	1	0	0	0	0	0	2	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0
5	0	3	5	1	0	1	0	3	0	2	0	0	0	3	0	0	1	0	3	2	3	0	1	0	4	1	3	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
5	1	2	0	1	1	1	0	1	1	0	0	0	1	1	0	1	1	0	0	4	0	1	1	0	3	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
4	0	1	0	0	1	1	1	4	3	0	0	0	2	3	0	1	1	0	4	2	1	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
8	3	1	10	4	4	2	2	9	4	2	3	2	4	3	0	1	4	2	2	6	5	4	3	1	6	4	2	5	1	0	2	0	1	1	0	0	0	1	2	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	2	0	0
7	3	2	6	3	5	6	5	7	3	3	1	3	1	4	0	4	1	1	5	7	4	2	2	1	7	2	3	5	1	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0
2	2	1	2	0	0	2	0	0	3	1	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
3	0	0	0	2	1	1	1	2	4	2	1	3	2	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
2	2	1	3	1	1	0	1	1	0	3	1	1	0	0	0	0	0	2	4	1	0	0	2	1	2	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	2	0	1	1	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
3	0	2	2	3	2	1	1	0	2	0	1	1	1	1	0	0	1	0	0	5	5	3	4	0	4	5	7	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	2	0	1	2	1	0	2	3	1	1	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0	0	0	1	1	1	0	0	2	2	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1	1	2	0	0	1	1	3	2	0	0	6	0	1	2	1	1	0	2	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	1	0	0	0	2	1	0	0	0	1	0	0	0	2	0	0	0	1	0	1	3	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	4	1	0	1	1	2	1	4	1	5	5	4	2	5	0	3	2	0	4	6	3	2	2	1	0	0	0	2	2	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
4	0	0	2	0	2	2	3	2	4	3	2	2	2	0	0	2	1	1	2	4	2	0	2	1	3	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
1	2	0	0	1	0	2	0	0	1	0	2	0	1	0	0	1	0	1	0	2	0	0	1	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
0	1	0	0	2	0	1	0	0	1	1	0	0	2	2	0	2	0	1	0	8	2	0	8	3	2	4	0	1	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
7	5	3	2	5	3	5	4	6	6	5	7	3	3	5	1	4	4	1	3	14	6	3	17	6	13	7	2	7	9	1	1	1	1	3	0	1	3	1	2	2	0	0	1	1	1	0	4	0	4	1	3	0	0	3	1	3	2	2	0
3	0	2	1	1	1	3	1	4	2	2	2	0	2	2	0	0	1	0	0	3	1	1	4	2	2	4	0	4	4	0	1	2	2	2	0	1	0	0	0	0	0	2	0	1	0	0	0	0	2	0	1	1	0	0	0	1	0	0	0
3	2	2	2	1	4	2	2	4	1	2	3	1	0	4	1	1	1	0	2	15	6	6	13	4	7	5	2	7	6	0	0	0	0	0	0	0	0	0	1	3	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	1	1	1	0
2	0	0	0	1	1	1	0	2	1	0	1	0	0	2	1	0	0	0	1	2	0	1	3	3	3	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0
8	7	5	6	2	3	6	6	4	2	6	6	0	5	6	3	2	9	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	2	2	2	1	1	0	1	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0
9	5	2	4	4	3	9	4	6	3	9	6	5	4	8	3	6	7	2	2	3	1	0	5	3	2	4	1	1	0	1	0	1	2	3	0	1	1	1	1	5	0	2	2	1	0	0	2	1	2	0	0	0	0	0	0	0	0	0	0
1	2	0	0	2	2	1	1	1	1	3	0	0	0	2	0	0	0	0	0	4	2	0	5	4	3	2	0	2	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	1	0	1	0	2	0	0	0	0	0
9	7	10	7	7	10	5	8	9	3	15	3	6	3	10	9	4	8	3	7	7	6	12	14	6	7	6	7	4	6	2	1	0	1	2	1	2	1	3	2	2	1	0	1	3	2	1	1	2	3	0	2	0	0	1	0	0	1	0	1
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	2	0	1	0	0
2	0	0	1	0	1	0	1	0	1	0	0	1	1	4	3	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1	1	1	0	0	1	3	1	2	0	3	1	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11	10	12	9	4	9	10	13	13	9	27	13	12	8	18	12	18	14	8	11	10	15	12	20	10	13	15	6	9	7	3	1	3	2	5	2	3	6	3	6	4	4	3	1	14	12	2	5	3	7	0	0	1	1	2	0	1	1	0	1
0	1	0	0	1	0	1	2	1	2	3	1	0	0	1	0	1	1	0	1	0	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	2	1	1	0	0	0	2	0	2	2	0	3	0	2	1	4	3	0	2	1	0	0	1	2	2	1	0	2	1	0	1	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
2	9	3	2	4	2	6	6	6	3	2	1	6	1	1	0	1	1	2	1	0	0	1	0	0	2	1	0	0	0	2	0	0	1	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	1	2	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1	2	3	2	1	1	0	0	2	1	0	1	1	1	0	0	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
0	2	0	0	0	1	0	1	1	0	14	8	7	9	13	8	13	5	4	9	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	3	4	2	2	1	2	4	0	0	0	0	0	0	0	0	0	0
3	5	1	0	1	4	2	1	1	1	2	1	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	2	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0
0	4	0	0	1	0	1	0	1	0	0	2	0	0	0	0	1	0	0	0	1	3	1	0	0	3	3	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
2	1	3	0	0	1	1	1	2	4	1	2	3	1	0	2	3	0	0	0	3	6	8	6	1	7	1	4	3	3	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0
1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2	4	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	5	1	2	0	4	0	2	4	3	2	1	0	0	1	0	0	0	0	0	4	1	4	2	0	7	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
6	4	8	4	5	2	9	5	6	6	7	4	1	4	8	1	1	1	4	0	10	8	12	6	6	11	11	7	10	9	2	0	0	0	1	1	0	0	2	2	0	1	0	0	1	3	1	0	0	1	1	1	1	0	0	0	0	0	0	0
4	6	5	12	5	6	4	4	12	6	6	1	3	7	6	3	6	2	1	4	3	3	3	3	1	11	3	4	1	3	2	0	0	0	2	1	1	1	1	0	0	0	0	1	0	0	0	0	2	0	0	1	0	0	0	0	1	1	0	1
2	3	3	2	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1	3	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0
1	0	2	1	0	1	0	0	3	1	3	1	0	1	3	1	1	1	3	4	11	25	0	11	6	0	20	18	6	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	12	39	0	15	0	18	24	8	18	0
13	7	14	12	12	10	9	13	14	17	10	1	0	1	2	1	0	3	0	3	0	0	6	4	3	7	0	1	3	7	1	3	2	3	4	3	2	4	3	5	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0
10	7	10	17	6	7	9	8	10	8	11	2	5	7	8	1	8	3	2	7	6	3	10	4	7	14	3	0	3	8	4	3	3	2	4	3	5	3	3	0	0	0	0	0	2	1	0	2	1	0	0	0	0	0	0	0	1	0	0	1
2	1	6	1	2	1	3	1	6	7	7	4	1	5	4	2	2	2	2	2	1	1	3	1	2	5	2	0	1	5	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0
12	4	9	13	10	10	5	9	20	12	18	8	9	15	15	7	7	10	6	10	6	4	6	5	2	4	4	5	2	5	0	0	1	0	2	0	1	1	4	0	0	0	0	0	2	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0
0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	1	2	1	0	1	1	0	4	0	0	2	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10	14	7	19	5	10	7	10	6	9	18	8	12	20	18	6	10	9	8	15	12	10	14	12	8	31	12	13	13	10	1	0	2	1	0	1	1	1	1	1	2	0	0	0	4	2	0	4	1	0	0	2	1	0	0	0	1	0	0	0
2	0	1	1	1	1	3	0	1	0	2	0	0	1	2	0	1	1	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	1	1	3	2	1	3	1	4	2	2	3	2	5	3	1	5	4	3	4	5	3	2	2	4	4	4	3	5	7	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0
1	3	0	0	0	0	1	0	2	2	0	0	0	1	2	1	0	1	2	0	2	0	2	1	1	3	1	0	2	3	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	1	3	1	3	0	1	2	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	1	1	1	0	3	1	2	1	1	3	0	2	2	5	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
10	3	5	7	10	4	11	9	12	6	2	7	3	3	2	2	5	3	4	2	6	9	8	3	6	14	6	6	6	10	3	2	2	2	3	2	0	3	0	4	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0
4	2	2	6	8	4	5	1	7	6	1	2	0	2	1	0	1	1	1	2	5	2	1	5	3	5	2	2	2	2	0	0	1	2	1	0	2	1	1	3	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
2	1	0	2	1	2	3	3	3	2	1	1	0	1	2	2	0	0	0	0	8	4	2	1	2	7	1	3	5	7	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
5	1	3	2	7	0	4	7	10	6	1	1	1	2	3	1	4	1	0	1	6	8	4	3	1	8	5	4	4	10	1	1	0	1	0	0	1	1	1	2	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0	1	0	1	0	0
9	3	7	4	5	2	7	4	11	5	1	2	1	2	1	1	0	2	1	0	8	4	4	0	1	4	2	5	1	5	0	0	1	0	1	0	0	0	2	2	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
1	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	3	3	3	0	1	4	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
3	2	0	4	2	0	2	1	6	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
4	2	1	0	1	1	4	2	1	3	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	3	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
3	2	2	3	0	1	0	0	4	2	0	0	1	0	1	0	0	0	0	0	1	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
1	1	0	2	0	2	1	0	0	1	2	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	2	1	2	0	1	1	3	0	2	0	0	1	1	0	0	1	0	0	0	1	3	0	0	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0
12	5	8	12	1	0	6	3	9	9	4	0	2	2	2	0	1	4	4	3	16	17	13	7	11	22	13	14	13	6	2	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0	0	2	0	0	1	1	2	1	2	1	0	4	1	2
3	1	0	1	2	1	1	0	5	2	2	0	1	3	1	0	0	1	1	0	1	1	0	1	0	0	0	2	1	1	2	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	1	3	0	0	0	1	1	0	0	0	0	0	0	1	0	0	3	0	0	0	1	0	0	1	0	1	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0
17	6	6	11	3	5	4	7	7	7	6	1	1	5	5	2	3	5	5	6	7	8	6	4	4	20	5	7	6	7	1	0	0	1	1	0	0	2	2	1	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	1	0	0	0	0
7	0	3	4	3	1	0	0	5	4	2	0	2	1	0	1	0	2	3	6	9	7	1	1	2	7	4	4	6	5	0	1	0	1	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0
1	0	0	0	0	0	3	2	1	4	2	0	0	1	1	0	1	1	1	1	3	0	0	0	0	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
8	2	4	8	1	2	5	4	8	8	1	1	1	3	0	1	2	2	1	3	3	1	2	1	0	3	1	1	0	1	0	1	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
