chromosome	pos	Human_meth	Chimp_meth	Macaque_meth	stats_all	pval_all	fdr_all	stats_HvsC	pval_HvsC	fdr_HvsC	stats_MvsH	pval_MvsH	fdr_MvsH	stats_MvsC	pval_MvsC	fdr_MvsC
chr1	1166284	0.09	0.147	0.912	7.11513278776936	1.1180514015209e-12	2.97019855069359e-10	-0.632893162295664	0.526803413316171	0.954238834696607	9.17094212713736	4.68902785381659e-20	2.22278101196063e-17	7.96548032140048	1.64583225427987e-15	5.89701687208672e-13	Macaque_hyper
chr1	1166374	0.222	0.382	0.827	6.14486730350456	8.00303913788973e-10	1.02680242394493e-07	-1.50758559271945	0.131660622381296	0.673473448026229	7.36509797170998	1.77016815563815e-13	2.72755879950263e-11	7.38567559047956	1.51681213983059e-13	3.72372304031274e-11	Macaque_hyper
chr1	1166375	0.213	0.226	0.903	6.94623029100298	3.75176155915431e-12	8.80713460467621e-10	-0.788402130701581	0.430461524903011	0.927990648391203	8.71420222743716	2.92813279209498e-18	1.04156710482019e-15	5.84105041495953	5.18727023582233e-09	4.57599381484212e-07	Macaque_hyper
chr1	1166397	0.214	0.389	0.917	5.12557292700436	2.96634317667041e-07	1.75051556581124e-05	-1.35103305243044	0.176684845120966	0.747892874666772	6.13185390983315	8.68608500967693e-10	6.24907169675275e-08	5.76112054619188	8.35573342426538e-09	6.99217647912634e-07	Macaque_hyper
chr1	1166596	0.101	0.26	0.242	2.98251817667867	0.00285887671768902	0.0332326583570879	-3.27791357342164	0.00104577409641893	0.0310622098337915	3.19694449166282	0.00138891651456922	0.0168370606192617	1.10581114776328	0.268808268897137	0.74177339631901	Human_specific_hypo
chr1	1168984	0.973	0.968	0.592	4.64110061920706	3.46558310477065e-06	0.000141357852404093	0.344785206416675	0.730255855476796	0.983856138354972	-5.33225498211766	9.70006030226966e-08	4.28181418325553e-06	-4.7675939737554	1.86439039778539e-06	8.03442121258606e-05	Macaque_hypo
chr1	1168985	0.966	0.947	0.586	3.653210788395	0.000258981457578151	0.00500025836966234	0.149804720204854	0.880918685200889	0.994536507119195	-5.41377623703428	6.17092744120647e-08	2.86166773126131e-06	-3.26333940942684	0.00110107566612482	0.0172541894230889	Macaque_hypo
chr1	1169002	0.991	0.973	0.491	6.09999499237823	1.06071788251602e-09	1.31629195342649e-07	1.13564733646102	0.256104189321539	0.833865667383576	-7.45842480055936	8.75629708760547e-14	1.42822284452403e-11	-6.32668127361037	2.50489998075583e-10	3.05402463742523e-08	Macaque_hypo
chr1	1169003	0.989	0.921	0.497	4.26080373128933	2.03693055293726e-05	0.000622183041204991	1.93576503047925	0.0528964856651754	0.444502544000394	-5.22315305913861	1.75901875161135e-07	7.27264936532406e-06	-4.23290943177012	2.30687421430888e-05	0.000695916688954657	Macaque_hypo
chr1	1169038	0.899	0.902	0.404	5.24947729434723	1.52531398069304e-07	9.89191713667005e-06	0.227991670713097	0.819652715825201	0.990925972287491	-5.87746727426514	4.16591038323393e-09	2.56426088190909e-07	-5.44848158872368	5.08016489025531e-08	3.45008364059249e-06	Macaque_hypo
chr1	1169039	0.863	0.883	0.373	4.8981553011465	9.6740563494531e-07	4.80148023331802e-05	-0.125788351352862	0.899899462802909	0.995580817272735	-5.18096353049477	2.20742652173846e-07	8.89678577772916e-06	-6.88539678392605	5.76266847986296e-12	1.02085345404954e-09	Macaque_hypo
chr1	1169098	0.944	0.959	0.385	6.97233336120257	3.11726800382123e-12	7.45588079550087e-10	-1.15680872392735	0.247350516798309	0.826335672977452	-6.93956229598092	3.93316653328877e-12	4.64960642799279e-10	-8.5235753396659	1.54702073878361e-17	7.99410213590871e-15	Macaque_hypo
chr1	1169099	0.93	0.983	0.401	7.35649581650617	1.88800796311398e-13	5.98943763373859e-11	-2.08577419862758	0.0369990816324113	0.365919083346677	-7.09578260676589	1.28621527234941e-12	1.67612476735055e-10	-9.30418870428432	1.35019155730236e-20	1.16125064405469e-17	Macaque_hypo
chr1	1169129	0.984	0.968	0.645	5.4826032515529	4.19112238654995e-08	3.25013064057253e-06	0.594576073332036	0.552126877615811	0.959538944555032	-6.0888716576152	1.13709225169483e-09	7.96791885062627e-08	-5.84218143126555	5.15216484976489e-09	4.54792656847847e-07	Macaque_hypo
chr1	1169130	0.94	0.952	0.557	5.03087819142164	4.88238279498767e-07	2.68090030168174e-05	-0.135796021684037	0.891982536164948	0.995163397284772	-5.64158108866573	1.68495651540714e-08	8.9722264166328e-07	-5.77596417294462	7.65136545949606e-09	6.46650198940609e-07	Macaque_hypo
chr1	1169185	0.965	0.993	0.66	4.80765399751494	1.52711773983724e-06	7.07502904000992e-05	-0.561701380337833	0.574319493729037	0.963661929110168	-4.5417474167223	5.57898597821265e-06	0.000152961648355442	-6.34389071186581	2.24033784757519e-10	2.76353533598579e-08	Macaque_hypo
chr1	1169186	0.949	0.923	0.672	3.21833847769995	0.00128935566863425	0.0179315313313008	0.120566395066186	0.904034487474591	0.995738113211269	-3.8085486116743	0.000139784868042083	0.00246400112748456	-3.20438560391604	0.00135351065915955	0.0203720436358147	Macaque_hypo
chr1	1169318	0.949	0.919	0.504	6.35005106666296	2.15243463672333e-10	3.22154527835226e-08	1.04284712512668	0.29701910158434	0.864577548069046	-8.05929178820458	7.67377274932179e-16	1.81622472191614e-13	-6.86915521236238	6.45832086371571e-12	1.13189984681992e-09	Macaque_hypo
chr1	1169319	0.877	0.953	0.567	4.95159838236549	7.3606391213656e-07	3.80548575443376e-05	-1.68023741695577	0.0929111320184437	0.583322489428428	-5.29397357062262	1.19686738245445e-07	5.16198430862832e-06	-5.3575996965624	8.43348339740104e-08	5.38739536700339e-06	Macaque_hypo
chr1	1169376	0.975	0.963	0.47	4.66719609422533	3.05337892133947e-06	0.000127035231720997	0.677978867729527	0.497785092149267	0.947571127424777	-5.22140322997185	1.77572413965482e-07	7.33401621330296e-06	-4.7098040331173	2.47955082162316e-06	0.000102812632909698	Macaque_hypo
chr1	1169377	0.973	0.967	0.501	6.67463221857279	2.47852937076575e-11	4.74464595541718e-09	0.749549126648039	0.453526300349526	0.935328571089477	-8.48230521977018	2.20775499365245e-17	6.7895183866777e-15	-6.64758541913503	2.97940085398327e-11	4.50012091168154e-09	Macaque_hypo
chr1	1169383	0.956	0.99	0.47	5.70563721159529	1.15908640721588e-08	1.06501026269256e-06	-0.874851576078385	0.38165466988858	0.909531364301062	-5.63885325204515	1.7118634199575e-08	9.10190996519909e-07	-7.13827636546584	9.45084726986213e-13	1.97510200743078e-10	Macaque_hypo
chr1	1169384	0.971	0.976	0.593	4.79655979538744	1.61413788574501e-06	7.41522101427649e-05	0.26198115723904	0.793335969318785	0.989074611277279	-5.96656860594246	2.42294888453096e-09	1.57594706993445e-07	-5.32028735708698	1.03603479160612e-07	6.45717805159558e-06	Macaque_hypo
chr1	1169396	0.95	0.914	0.554	3.88823726215962	0.000100974895967852	0.00232913569413328	1.18318667939631	0.23673517099436	0.81660360381371	-5.47564928480313	4.35910286709218e-08	2.09912455690834e-06	-3.44826540175072	0.000564199353030056	0.0100332668702223	Macaque_hypo
chr1	1169411	0.965	0.982	0.559	4.87260652193227	1.10135438184591e-06	5.3624924309896e-05	0.0851223972305873	0.932164084512759	0.997109124720817	-5.89775096765371	3.68489550447742e-09	2.29654019418982e-07	-5.61781766926727	1.93384409544437e-08	1.47019347267602e-06	Macaque_hypo
chr1	1169412	0.968	0.964	0.676	4.17864091949096	2.93256268565181e-05	0.000842257709561179	-0.0157181676259063	0.98745923311794	0.999478237619861	-5.34522654705253	9.03040348353055e-08	4.0179484380725e-06	-4.32203064829184	1.54599706902282e-05	0.000495046334279458	Macaque_hypo
chr1	1169434	0.902	0.978	0.549	4.40062499906922	1.07939526052273e-05	0.000366618994724822	-1.73159859311762	0.0833450568914465	0.555593134829843	-3.11252971408075	0.00185491340027345	0.0213170251724751	-5.7738402785316	7.74848903062369e-09	6.53953673004638e-07	Macaque_hypo
chr1	1169509	0.955	0.962	0.642	3.30539650178464	0.000948421247432474	0.0140842195844236	0.443295650456078	0.657551901454739	0.97604327693137	-3.63509917519696	0.000277873718029961	0.00440797076515767	-3.87790708108967	0.000105358939979208	0.00250496496551599	Macaque_hypo
chr1	1172799	0.584	0.778	0.907	2.96965655572037	0.00298132856046492	0.034323453906042	-3.60016285421583	0.000318017937109345	0.0122518505695669	3.63450937193283	0.000278510133802684	0.00441643009829666	1.38035907758403	0.167476113462556	0.603533204281504	Human_specific_hypo
chr1	1173265	0.616	0.572	0.943	2.99406363180985	0.00275288525301679	0.0322813159061532	0.734611115702707	0.462576366356495	0.938045371597443	3.99021489561509	6.6013457455019e-05	0.00129665195921193	2.90934375649415	0.00362188374154032	0.0443996453297497	Macaque_hyper
chr1	1173505	0.133	0.198	0.726	3.59674665098086	0.00032222204115794	0.00596231763737454	-0.390790917001966	0.695951789357187	0.980508070874486	4.90242533939992	9.46605970318307e-07	3.22676696370895e-05	3.2439051064818	0.00117903018577336	0.0182347510702539	Macaque_hyper
chr1	1173525	0.185	0.144	0.706	3.08153983510458	0.00205932919983614	0.0258197726582547	0.21823183145948	0.827248484809141	0.991383025092519	3.94665248296958	7.92514565559798e-05	0.00151642875616414	3.85146660319293	0.000117412544096384	0.00274201716608141	Macaque_hyper
chr1	1173573	0.552	0.824	0.933	3.99856112368095	6.37287242570743e-05	0.00159754266429623	-3.59020438041251	0.000330418779547554	0.0126270114264489	4.92055255598649	8.63002217374471e-07	2.97454837484439e-05	1.9657057683907	0.0493326081155367	0.298590043980496	Human_specific_hypo
chr1	1175242	0.572	0.892	0.868	3.34615766292759	0.000819397903096173	0.0125472609210692	-4.0734681380191	4.63181906531261e-05	0.00256195087616747	2.94161802986711	0.00326502389193692	0.0336756458560604	-0.510315916636146	0.609830153563605	0.936820025289328	Human_specific_hypo
chr1	1175260	0.531	0.804	0.896	3.59468331880054	0.000324786391466097	0.00600065327531397	-3.48540785691912	0.000491387428403413	0.0172746387554057	3.77973600991009	0.000156994722152102	0.00271919480950359	0.468332156616206	0.6395470759611	0.944797577491738	Human_specific_hypo
chr1	1186462	0.943	0.926	0.518	3.29862302283314	0.0009716029539473	0.0143549378037054	-0.294705990549298	0.768218486528144	0.987174193963285	-3.33669971389231	0.000847794932158562	0.0112058531866505	-4.37485800449052	1.21511548941793e-05	0.00040295328685846	Macaque_hypo
chr1	1186515	0.969	0.94	0.497	5.75446611616499	8.6916035605911e-09	8.29340940261453e-07	1.1266730646054	0.259880734759653	0.836997060671307	-6.44957589455181	1.12163581073587e-10	9.81099366089629e-09	-5.55556260043777	2.76719017465261e-08	2.01776861720406e-06	Macaque_hypo
chr1	1187443	0.986	1.0	0.853	2.91123347085423	0.003600049033498	0.0396390004955057	0.0870882810584744	0.930601340353748	0.997028936273341	-3.66768389005325	0.000244757514932835	0.00396057801084353	-3.03750876579399	0.00238542466629282	0.031996536311226	Macaque_hypo
chr1	1187937	0.97	0.637	0.095	8.62545901923876	6.38360924106771e-18	5.01104315113134e-15	5.99978394381922	1.97580245662051e-09	4.1963226763782e-07	-10.755487860816	5.58377618615288e-27	6.95208668890575e-24	-6.23371139660878	4.55511944626287e-10	5.22043094144043e-08	Macaque_hypo
chr1	1187938	0.955	0.606	0.106	7.54836189531602	4.40766753869737e-14	1.60746986372369e-11	4.50985657647025	6.48714691583991e-06	0.000494251906184029	-10.1003611765514	5.50391045216764e-24	4.59620764242822e-21	-3.64280354723623	0.000269684661744585	0.00547449538179889	Macaque_hypo
chr1	1187941	0.959	0.288	0.045	10.2541770972769	1.13337232538933e-24	2.79804225380114e-21	9.24149275198926	2.43081962570804e-20	3.58862691140268e-17	-13.0813610472289	4.20836697753601e-39	2.21525385332558e-35	-2.60795120391874	0.00910859378332255	0.0901602588509587	Human_specific_hyper
chr1	1187942	0.945	0.415	0.077	7.97424085786146	1.53320280853304e-15	7.59555618858058e-13	6.24416871301422	4.26059920370023e-10	1.06480088735691e-07	-9.28735427423535	1.58171039789455e-20	8.0330344582534e-18	-2.86507969460932	0.00416904305844162	0.0495478898657138	Macaque_hypo
chr1	1187974	0.947	0.648	0.103	7.83067353071851	4.85263247846145e-15	2.17385443909138e-12	4.95749273971813	7.14087099035573e-07	7.48221589451704e-05	-9.48857627725741	2.34211143436336e-21	1.34472322090545e-18	-5.58039718195135	2.39969972944134e-08	1.77924255481384e-06	Macaque_hypo
chr1	1187975	0.93	0.511	0.086	7.12561749656696	1.03615097460559e-12	2.77326175571184e-10	5.59727536180379	2.17746715640376e-08	3.53637352885323e-06	-9.11064338354596	8.18948553047563e-20	3.73789561305852e-17	-2.18468411482011	0.0289120157035285	0.208336720272593	Human_specific_hyper
chr1	1187986	0.981	0.829	0.161	7.19371822859987	6.305024763462e-13	1.77539961988907e-10	3.56482664180105	0.000364096760764508	0.0136320272178596	-9.44510400677673	3.55051533225778e-21	1.9819272138143e-18	-5.69989780928018	1.19879267662057e-08	9.6285780112141e-07	Macaque_hypo
chr1	1187987	0.973	0.763	0.178	5.404832366953	6.48690318715809e-08	4.73767411438132e-06	4.20795409023131	2.57693203196771e-05	0.00157445298668595	-6.78824220794106	1.13507977766652e-11	1.22305676674663e-09	-2.83056842675753	0.00464653709012511	0.0539008186486609	Human_specific_hyper
chr1	1188041	0.712	0.327	0.11	3.8681595116844	0.000109659924080004	0.00249166417742256	3.96897893016037	7.21812631424667e-05	0.00369170160542843	-4.06060116428068	4.89465229943329e-05	0.00100344068946428	-1.77806072960253	0.0753938812648066	0.389724703558036	Human_specific_hyper
chr1	1188124	0.97	0.947	0.464	3.88348286851203	0.000102970790129937	0.00236651110935656	0.31308840073114	0.754213501295596	0.985999296675159	-4.30463299200767	1.67262788973364e-05	0.000397407135971768	-4.28720310282036	1.80936847831186e-05	0.000566091807798227	Macaque_hypo
chr1	1188125	0.966	0.967	0.539	4.74125423853947	2.12399195759072e-06	9.35444264462841e-05	1.03168558741496	0.302219431296468	0.868000045424781	-5.84992914807498	4.917824526702e-09	2.97447225329204e-07	-5.1956308402007	2.04026777212366e-07	1.16966966218005e-05	Macaque_hypo
chr1	1188151	1.0	0.969	0.727	3.43575514578625	0.000590904760842944	0.00967659057047547	1.12088630231371	0.262336262174623	0.838943704817911	-4.59843723123088	4.25671920502556e-06	0.000120728837839394	-3.05635442806943	0.00224046244028363	0.0304465039282416	Macaque_hypo
chr1	1189657	0.948	0.935	0.234	4.95212913337639	7.3405863982173e-07	3.79701758053712e-05	0.883771443984858	0.376819604429573	0.907479707658727	-6.98006927018043	2.95034557393629e-12	3.57701829721788e-10	-4.30928122788009	1.63785987304554e-05	0.000520061459365148	Macaque_hypo
chr1	1190080	0.947	0.694	0.163	4.55455849338532	5.2495716447455e-06	0.000200465965131154	1.84395013373976	0.0651904078168126	0.494462147048214	-6.89803086811054	5.27282911868476e-12	6.07934829966594e-10	-3.26095127430343	0.00111039119593973	0.0173743055239513	Macaque_hypo
chr1	1190081	0.923	0.912	0.226	5.48249490609635	4.19369079575176e-08	3.25182667526167e-06	1.15233799041563	0.249182211487356	0.827939746563541	-6.01764768047545	1.76969841135749e-09	1.18746113815553e-07	-5.20949954014069	1.89350677255749e-07	1.09554939746536e-05	Macaque_hypo
chr1	1190097	0.96	0.989	0.31	5.44137516728403	5.28708358830933e-08	3.97133815182128e-06	-0.482891052006017	0.629173095544731	0.972220001622108	-5.70574721331665	1.15833801768176e-08	6.41797596528712e-07	-6.58084201107984	4.67791452873799e-11	6.76396722604081e-09	Macaque_hypo
chr1	1192723	0.823	0.781	0.187	3.01562875590739	0.00256447033154412	0.03057210203714	0.453481032181926	0.650202398617676	0.975117065078665	-3.35037147074446	0.000807032526162266	0.010756994510617	-3.17889779123412	0.00147836210626832	0.0218597281037514	Macaque_hypo
chr1	1200538	0.749	0.254	0.813	4.08603740130231	4.38803077801203e-05	0.00117528797680302	4.99691692035422	5.82541502069788e-07	6.27984604186203e-05	0.29676237417791	0.766647933109439	0.950579675632974	3.79540877561389	0.000147400387978262	0.00331601763144094	Chimp_specific_hypo
chr1	1200572	0.952	0.442	0.669	4.57234390614117	4.82298492728621e-06	0.000186642859387264	6.2260874447342	4.78227217566699e-10	1.18154332779221e-07	-3.32406054657336	0.000887169325873603	0.01163370993269	1.84827011073379	0.0645632773600871	0.354288555583755	Human_specific_hyper
chr1	1200654	0.955	0.63	0.94	3.38704008882483	0.000706510632583282	0.0111568566601125	4.17941391193249	2.92261327376018e-05	0.00174724102188564	-1.15624838081349	0.247579575613384	0.653662036598043	3.00190353135076	0.00268297183254404	0.0350939569162012	Chimp_specific_hypo
chr1	1206308	0.569	0.769	0.819	3.95147581651818	7.76707221683568e-05	0.00187890889237	-5.58107449701067	2.39037224858416e-08	3.83993520626252e-06	4.52520510010771	6.03369621657305e-06	0.000163763078369268	0.210942049638962	0.832932491427158	0.981817579627328	Human_specific_hypo
chr1	1208285	0.479	0.354	0.042	4.70782942234205	2.50368469675169e-06	0.000107463595410834	0.453030932071112	0.650526468174556	0.975161656984563	-6.40607523223541	1.49313308142648e-10	1.27207398183546e-08	-4.49027005526587	7.11329293836849e-06	0.000254674617519413	Macaque_hypo
chr1	1208287	0.429	0.375	0.058	3.26133419468465	0.00110889262818096	0.0159312712998501	-0.173395758903768	0.862340358519073	0.993527965152339	-3.79381222275256	0.000148351881664887	0.00259173519444112	-4.47914040687279	7.49442270649635e-06	0.000266391691355349	Macaque_hypo
chr1	1208296	0.313	0.337	0.087	3.06522428918423	0.00217506816321485	0.0269340322315241	-0.504240662565679	0.614092269281278	0.969973261238329	-2.97925474422586	0.00288950442054989	0.0305278847546172	-4.34784455307204	1.37481986139733e-05	0.000447868590011357	Macaque_hypo
chr1	1210090	0.376	0.428	0.982	4.16759496993605	3.07830275326623e-05	0.000876899834812774	-1.26239310972946	0.20680736734232	0.785849085260156	6.49192447896231	8.47467414399067e-11	7.60632349960244e-09	3.63551785842004	0.000277422773376437	0.00560314354969959	Macaque_hyper
chr1	1210426	0.769	0.418	0.515	3.20999932249959	0.00132735285143072	0.0183452582745464	4.02447914402651	5.71015540281332e-05	0.00304428325912655	-3.14888579779377	0.00163894230204744	0.0192725758456165	1.80100801244166	0.0717016170785085	0.37798621766877	Human_specific_hyper
chr1	1217456	0.884	0.882	0.513	3.62054171991904	0.000293986839814352	0.0055376201530381	0.124369603125626	0.9010226396517	0.995635094062945	-4.58572312280668	4.52417828840907e-06	0.000127342917121854	-3.67907575308119	0.000234080736360447	0.0048690172070512	Macaque_hypo
chr1	1217468	0.919	0.968	0.566	4.03543981647741	5.45001088130399e-05	0.00140513513467263	0.231282440908712	0.817095387039543	0.990776224472845	-4.67923935384188	2.87941145172341e-06	8.57454787663241e-05	-5.07316900925455	3.91244716473472e-07	2.06736703865967e-05	Macaque_hypo
chr1	1218333	0.522	0.614	0.899	3.34354399277537	0.000827155780125705	0.0126413854323323	-0.897782491895886	0.369301520493778	0.904149429031337	4.30043379224566	1.70464095655581e-05	0.000403975876769793	3.00703574371935	0.00263808741612882	0.0346323137455764	Macaque_hyper
chr1	1218411	0.466	0.611	0.96	4.92606563123356	8.39018263738209e-07	4.25487281487375e-05	-1.895275837695	0.058055867521294	0.466417835419498	6.24558540209599	4.22215759090055e-10	3.25854163822136e-08	4.50756904866181	6.55745940802452e-06	0.000237488894919193	Macaque_hyper
chr1	1218434	0.386	0.567	0.946	5.18693552914307	2.13782697631616e-07	1.32158215724318e-05	-2.16670438381894	0.0302574021214447	0.325921345632217	7.10379040962383	1.21380892536928e-12	1.58950114774944e-10	3.23376792281944	0.00122168686170556	0.0187626979152706	Macaque_hyper
chr1	1218435	0.205	0.429	0.952	4.80885426391289	1.51797819878827e-06	7.03932622526769e-05	-1.36158895693816	0.17332764225486	0.743134665535764	7.07152822775186	1.53236623310465e-12	1.96733226994547e-10	4.65634776481025	3.21868077195724e-06	0.000128753735856376	Macaque_hyper
chr1	1218510	0.486	0.688	0.958	3.51058578856953	0.00044712050805099	0.00774911446308946	-2.17451283921713	0.0296666422327013	0.322177740072102	4.35465869040892	1.33274405339393e-05	0.000326242296797734	3.21718640805873	0.00129454459540109	0.0196611940912914	Macaque_hyper
chr1	1227308	0.383	0.064	0.012	3.58615449766124	0.000335590183083876	0.00615933696773764	4.06419039178143	4.81994709926531e-05	0.00264714004236547	-4.05968722034326	4.91384947520611e-05	0.00100686188767357	0.340496748857579	0.733482470722388	0.965419587456263	Human_specific_hyper
chr1	1227448	0.382	0.156	0.0	3.39488535240067	0.000686573444271138	0.0109060228202488	3.32401090562828	0.000887327259233636	0.0273854168929765	-3.64339371248904	0.000269066788779529	0.00429035874717975	-2.38210457417531	0.0172140083004826	0.144297481846979	Human_specific_hyper
chr1	1227483	0.86	0.408	0.411	4.77672257315296	1.78175321060445e-06	8.05770601532599e-05	6.07291993709305	1.25605087622488e-09	2.80269562127539e-07	-3.41518116682702	0.000637396019215482	0.00884324528666863	-0.194115515140548	0.846085433365121	0.983664213623646	Human_specific_hyper
chr1	1227509	0.493	0.152	0.07	4.7814562251705	1.74029902506772e-06	7.89882514614359e-05	5.56045093222065	2.69078498341146e-08	4.26351094730095e-06	-4.26501149742249	1.99891908075844e-05	0.000463695421604694	-0.779530111441273	0.435667506985326	0.868712629441061	Human_specific_hyper
chr1	1227926	0.597	0.519	0.915	3.58618552121813	0.000335550282016527	0.0061587703265401	0.402419155951571	0.687375574527854	0.97960110807696	3.64416416175217	0.000268262164397785	0.00427965603686834	4.13260163849893	3.5868007207122e-05	0.00101161343586232	Macaque_hyper
chr1	1229660	0.956	0.891	0.539	4.15464336534008	3.2579529238326e-05	0.000919026468355406	0.808746932497346	0.418660726418967	0.923799643680142	-4.86218825479859	1.16095130083364e-06	3.86190295679393e-05	-4.49807267998486	6.85722573017221e-06	0.000246813262567328	Macaque_hypo
chr1	1229899	0.96	0.913	0.682	2.81526248562246	0.00487374083646951	0.0499015600387042	-0.623871181071116	0.532712187973281	0.955538129255301	-3.32921425515312	0.000870913791354907	0.0114585035569061	-3.91899903478167	8.89174706924186e-05	0.00217270900402579	Macaque_hypo
chr1	1230846	0.894	0.947	0.729	3.02366085374681	0.00249736227400406	0.029952412594105	-0.0970785822109435	0.922663989432689	0.99664014678872	-2.94985741410179	0.00317920613935171	0.032965963902413	-3.110367128009	0.00186854941917705	0.026360687195519	Macaque_hypo
chr1	1230858	0.976	0.938	0.469	5.00505967721304	5.58447272934753e-07	3.00667318334994e-05	1.22959141224945	0.218850147497353	0.798801186575511	-6.17204332258311	6.74130215938855e-10	4.97119296917769e-08	-5.16860901126505	2.35842710313375e-07	1.32833595553681e-05	Macaque_hypo
chr1	1233230	0.721	0.904	0.334	3.29959149435313	0.000968256592040003	0.0143163880094472	-1.48645622231985	0.137158488117415	0.683973689023397	-3.09697918704898	0.00195503599727256	0.022248674087095	-4.83799364848021	1.31156331702504e-06	5.92427882556819e-05	Macaque_hypo
chr1	1233337	0.601	0.917	0.39	3.6171916775213	0.00029781676202691	0.00559571222907248	-3.69022204528445	0.000224058390563834	0.00925476871584589	-1.1820541525764	0.237184214457812	0.641026015919684	-4.56273655362756	5.04911545950649e-06	0.000189721428807909	Chimp_specific_hyper
chr1	1233359	0.852	0.933	0.453	3.49107805858146	0.000481075677549216	0.00821459567670244	-1.77226254072861	0.0763509862902626	0.533589049104701	-3.2910803776292	0.000998033922390333	0.0128247238087377	-4.04763923188398	5.17368072546495e-05	0.00137868851762393	Macaque_hypo
chr1	1233482	0.578	0.889	0.403	4.60334192340276	4.15764795364808e-06	0.000164750538572171	-4.01504847523126	5.9433578056909e-05	0.00314763539773	-2.98165624172673	0.00286693714552149	0.0303340252250241	-5.7117361621997	1.11829370370516e-08	9.05293286517514e-07	Macaque_hypo
chr1	1235846	0.478	0.548	0.843	3.08361452333784	0.00204502382525292	0.0256804193725546	-1.50211173726524	0.133068254125537	0.676183057785797	4.21187942555556	2.53254723166898e-05	0.000568836717122141	3.14981228766272	0.0016337539694117	0.0236767502971518	Macaque_hyper
chr1	1244842	0.084	0.028	0.679	4.06014533529332	4.90421797486265e-05	0.0012881881836166	0.996270974511569	0.319118502609112	0.878371293656423	3.84581597591086	0.000120151916861407	0.00216543190976432	4.26430140674256	2.00528605622229e-05	0.000617805615870935	Macaque_hyper
chr1	1244861	0.107	0.128	0.616	3.45679522793248	0.000546640061753114	0.00909556943881975	0.675929742024851	0.499085253280366	0.947880593163032	4.56042558822385	5.10500504409868e-06	0.000141531653657614	3.13170413085013	0.00173794921051776	0.0248774606444528	Macaque_hyper
chr1	1244862	0.151	0.068	0.561	4.06759797717896	4.75002387716545e-05	0.00125463267118495	1.88357968343941	0.0596218521099496	0.472713854080409	4.11949596832103	3.79702067809484e-05	0.000806902870518142	4.5724515101006	4.82050801935582e-06	0.00018228473578727	Macaque_hyper
chr1	1244874	0.091	0.066	0.679	4.30477657978446	1.67154342803382e-05	0.000527964014444384	0.354226290219947	0.723169302535705	0.983249952769164	5.74190185717444	9.36190790266457e-09	5.30430794037203e-07	3.81601455331252	0.000135624508540928	0.00309313756361591	Macaque_hyper
chr1	1244875	0.03	0.059	0.641	4.91852294495341	8.71996971332821e-07	4.39588712715827e-05	0.101348393963437	0.919273901102051	0.996484173346299	6.46843098877919	9.90257232845871e-11	8.7618795301499e-09	5.67970877591672	1.34924269908268e-08	1.06973459429858e-06	Macaque_hyper
chr1	1244887	0.082	0.0	0.287	3.16251757366717	0.00156411294726725	0.0208517882028233	1.13727591011857	0.255422962022463	0.833288122828338	3.69171947020402	0.000222743071262293	0.00365692472590453	3.28960212956461	0.00100329139114161	0.0160070814257461	Macaque_hyper
chr1	1244907	0.121	0.069	0.64	4.1452049105908	3.3950996606093e-05	0.000951059126380553	1.98970200738479	0.0466237714472423	0.415607616722949	5.31887476064205	1.04410972570807e-07	4.57135839889448e-06	4.0886565716471	4.33878648351279e-05	0.00118856495152968	Macaque_hyper
chr1	1244908	0.074	0.106	0.561	4.52976990617166	5.90479573855067e-06	0.000221219895793986	-0.0560214751927697	0.955324699294534	0.998210028117713	5.57446930268356	2.4828557998434e-08	1.27064837658386e-06	5.43175684570758	5.58019250491784e-08	3.74696949853979e-06	Macaque_hyper
chr1	1246002	0.508	0.705	0.167	2.9833708842112	0.00285092294418831	0.033163476342936	-0.917059289338712	0.359111572491315	0.899466631540502	-3.70318781472711	0.00021290713902552	0.00351990412103363	-3.69721323522711	0.000217979237127087	0.0045894638922219	Macaque_hypo
chr1	1246292	0.49	0.646	0.885	3.3828278504145	0.000717435885200966	0.0112937070918005	-1.51052024108577	0.130910728525648	0.672004501951016	4.6014357517585	4.19588587047851e-06	0.000119219255321524	3.19791736813713	0.00138423938839462	0.0207420481999844	Macaque_hyper
chr1	1248844	0.559	0.586	0.938	3.21863289153995	0.00128803271078224	0.0179169554648849	-0.554868065336815	0.578984906472388	0.964486471860016	4.02286365122676	5.74947842113585e-05	0.00115194165179032	4.03636863016454	5.42848994808346e-05	0.00143538948890439	Macaque_hyper
chr1	1249186	0.119	0.612	0.706	4.90217015578634	9.47836796609265e-07	4.71970938819263e-05	-5.97553876131678	2.29331002081313e-09	4.79368330302827e-07	3.86691408045306	0.000110221238669214	0.00201163245625028	1.13881635373268	0.254779759337409	0.726401764466987	Human_specific_hypo
chr1	1251891	0.683	0.669	0.944	4.46566794094955	7.98193300012968e-06	0.000284702511431831	-0.404290657012186	0.685998995095526	0.979440556323563	5.45446231145649	4.91212516689954e-08	2.33531523928183e-06	5.0917413325293	3.54789912444217e-07	1.89837137380897e-05	Macaque_hyper
chr1	1252196	0.524	0.681	0.952	4.52120859775762	6.14875597392349e-06	0.000228817476004295	-0.578055743765675	0.563226484923264	0.961612918566825	6.26043944638412	3.8389412063001e-10	2.99137051472754e-08	3.5976345170456	0.000321124425883293	0.00632204357540482	Macaque_hyper
