Category	Term	chr	str	end	length	nCG	areaStat	Human_ND	Human_OD	Chimp_ND	Chimp_OD	Macaq_ND	Macaq_OD
species	Human_specific_hyper	chr1	54179762	54180270	509	4	15.3107881944551	0.9419	0.8143	0.8294	0.6993	0.7743	0.6243
species	Human_specific_hyper	chr1	180917612	180917663	52	4	15.3052622136547	0.4333	0.8806	0.3002	0.6136	0.127	0.2522
species	Human_specific_hyper	chr12	2185547	2185620	74	4	15.2727324535947	0.4727	0.6912	0.3726	0.5468	0.2732	0.168
species	Human_specific_hyper	chr2	236341543	236342088	546	4	14.9642986154121	0.4169	0.2856	0.3023	0.147	0.2676	0.0606
species	Human_specific_hyper	chr8	49293600	49293746	147	4	14.9167343902023	0.2724	0.5876	0.1679	0.4513	0.1138	0.2629
species	Human_specific_hyper	chr10	6312972	6313252	281	4	14.8614527386876	0.7822	0.3044	0.5869	0.1634	0.2996	0.1157
species	Human_specific_hyper	chr16	24474995	24475199	205	4	14.5008677786586	0.6883	0.7006	0.5098	0.5216	0.5053	0.3922
species	Human_specific_hyper	chr6	73124516	73124967	452	4	14.4886678103235	0.4372	0.8158	0.3008	0.6341	0.2845	0.6022
species	Human_specific_hyper	chr2	44619217	44619873	657	4	14.4372219992262	0.7095	0.6837	0.4229	0.3552	0.38	0.3929
species	Human_specific_hyper	chr2	165812244	165812325	82	4	14.3855955599187	0.5068	0.8652	0.3519	0.6592	0.3099	0.681
species	Human_specific_hyper	chr13	52701606	52701872	267	4	14.3182817245181	0.6607	0.6378	0.5474	0.4995	0.4932	0.3886
species	Human_specific_hyper	chr15	60433534	60434767	1234	4	14.2992723716913	0.9487	0.9109	0.8002	0.6997	0.8422	0.6292
species	Human_specific_hyper	chr13	99554199	99554637	439	4	14.2158129299284	0.8162	0.9355	0.7071	0.8137	0.7499	0.8019
species	Human_specific_hyper	chr5	173194657	173195650	994	4	14.0780463133471	0.7597	0.8217	0.6508	0.6746	0.4679	0.1574
species	Human_specific_hyper	chr16	67513468	67514133	666	4	14.0775557924526	0.7563	0.7889	0.4331	0.4469	0.2542	0.4517
species	Human_specific_hyper	chr6	167042138	167042197	60	4	13.887925938855	0.3398	0.1997	0.2118	0.0517	0.2527	0.0877
species	Human_specific_hyper	chr12	76245745	76246288	544	4	13.8840899060676	0.8411	0.6856	0.6949	0.4262	0.7115	0.2024
species	Human_specific_hyper	chr1	218104942	218105266	325	4	13.7821684764204	0.7513	0.904	0.6038	0.7566	0.6002	0.1354
species	Human_specific_hyper	chr3	15468385	15468459	75	4	13.7173210562687	0.5577	0.5813	0.4195	0.467	0.1738	0.1625
species	Human_specific_hyper	chr3	147109482	147109563	82	4	13.4921237557315	0.5073	0.7901	0.2866	0.5907	0.3155	0.4393
species	Human_specific_hyper	chr17	38752624	38753168	545	4	13.3193784873176	0.8725	0.7537	0.7509	0.6474	0.4862	0.596
species	Human_specific_hyper	chr6	155767243	155767636	394	4	12.814892742949	0.9709	0.9228	0.8632	0.7011	0.8006	0.5156
species	Human_specific_hyper	chr1	152155035	152155920	886	4	11.5444254440366	0.9161	0.767	0.7613	0.5855	0.8158	0.6593
species	Chimp_specific_hypo	chr10	19527718	19553113	25396	34	760.704883413212	0.9498	0.865	0.5285	0.4686	0.8881	0.826
species	Chimp_specific_hypo	chr10	19560508	19570230	9723	22	350.738776772319	0.9465	0.8824	0.5991	0.575	0.8874	0.8434
species	Chimp_specific_hypo	chr10	19553673	19560421	6749	21	335.658398573223	0.9533	0.8901	0.6263	0.5478	0.9162	0.8547
species	Chimp_specific_hypo	chr16	15976903	15980999	4097	30	313.089661911092	0.9427	0.9267	0.7356	0.7015	0.9379	0.9051
species	Chimp_specific_hypo	chr17	57233628	57234833	1206	20	286.115670289127	0.6104	0.5513	0.1585	0.121	0.8857	0.8706
species	Chimp_specific_hypo	chr4	110622985	110623862	878	28	268.74666985824	0.5432	0.492	0.2515	0.2355	0.5881	0.5501
species	Chimp_specific_hypo	chr8	33368921	33369726	806	19	255.31781080497	0.7208	0.7149	0.3963	0.3329	0.6326	0.5941
species	Chimp_specific_hypo	chr5	101118333	101119940	1608	18	240.699632883505	0.6335	0.5842	0.2101	0.207	0.9191	0.8372
species	Chimp_specific_hypo	chr2	178091485	178092274	790	12	235.15131101203	0.8444	0.8296	0.2059	0.3354	0.8747	0.8679
species	Chimp_specific_hypo	chr19	44456395	44456774	380	10	228.170279965984	0.9431	0.9378	0.3807	0.3287	0.7465	0.713
species	Chimp_specific_hypo	chr16	18085818	18093255	7438	23	220.196630680267	0.9478	0.8802	0.7545	0.701	0.9172	0.8357
species	Chimp_specific_hypo	chr16	791561	791969	409	16	218.678105196439	0.7883	0.7755	0.2094	0.22	0.8467	0.8609
species	Chimp_specific_hypo	chr16	89689811	89691556	1746	27	218.598875134587	0.7887	0.6142	0.4357	0.2386	0.872	0.6426
species	Chimp_specific_hypo	chr2	127954512	127955446	935	12	214.853852889884	0.9148	0.8951	0.4686	0.429	0.9628	0.9583
species	Chimp_specific_hypo	chr2	69614945	69615393	449	13	199.119504546767	0.5749	0.6992	0.1705	0.2869	0.4638	0.533
species	Chimp_specific_hypo	chr13	96706773	96707269	497	16	194.867076297529	0.9573	0.9428	0.5988	0.6442	0.8502	0.8907
species	Chimp_specific_hypo	chr10	19452527	19456244	3718	15	192.463406024897	0.9509	0.9053	0.6993	0.6737	0.9374	0.8911
species	Chimp_specific_hypo	chr8	86131700	86132055	356	17	188.623732925836	0.6498	0.7356	0.307	0.3206	0.767	0.8016
species	Chimp_specific_hypo	chr10	99184954	99185449	496	18	178.906698815886	0.624	0.6198	0.3752	0.3794	0.567	0.5696
species	Chimp_specific_hypo	chr3	182442681	182443864	1184	11	169.260638033593	0.8723	0.7241	0.1969	0.1299	0.9464	0.7989
species	Chimp_specific_hypo	chr8	41218000	41218709	710	17	160.991676710418	0.4737	0.4339	0.2884	0.2326	0.4544	0.5149
species	Chimp_specific_hypo	chr10	19409968	19422508	12541	10	160.130692125291	0.9223	0.8825	0.7236	0.6827	0.9215	0.8779
species	Chimp_specific_hypo	chr19	49587804	49588095	292	18	159.886920280431	0.7637	0.7694	0.4986	0.4933	0.763	0.7858
species	Chimp_specific_hypo	chr19	52451872	52452391	520	21	157.838133301409	0.2104	0.1939	0.0483	0.0478	0.7615	0.7806
species	Chimp_specific_hypo	chr3	128967393	128967791	399	15	157.298262056695	0.3691	0.4633	0.1281	0.1662	0.252	0.3255
species	Chimp_specific_hypo	chr18	71382092	71383634	1543	20	156.331205351898	0.8681	0.8544	0.6796	0.5964	0.8945	0.8722
species	Chimp_specific_hypo	chr16	2266000	2266240	241	14	156.303944279205	0.8382	0.8235	0.4366	0.4145	0.8164	0.8046
species	Chimp_specific_hypo	chr1	229692519	229695610	3092	15	154.509506929714	0.1019	0.1185	0.2269	0.2604	0.0673	0.1314
species	Chimp_specific_hypo	chr12	123009489	123010286	798	32	153.657160467061	0.3577	0.2902	0.1007	0.0875	0.3522	0.2234
species	Chimp_specific_hypo	chr16	4898667	4899105	439	17	153.483910663365	0.8065	0.788	0.4857	0.5244	0.7491	0.7782
species	Chimp_specific_hypo	chr13	23732826	23735216	2391	14	153.232769692591	0.168	0.1382	0.4478	0.3558	0.1941	0.1725
species	Chimp_specific_hypo	chr14	31342880	31343283	404	14	148.537330334318	0.5839	0.8886	0.3414	0.4961	0.684	0.7705
species	Chimp_specific_hypo	chr3	523012	525577	2566	11	148.291403353589	0.7428	0.7664	0.2171	0.1797	0.8134	0.8578
species	Chimp_specific_hypo	chr17	26897254	26897680	427	18	148.230536825861	0.6678	0.6309	0.5029	0.3637	0.8293	0.8288
species	Chimp_specific_hypo	chr10	19432211	19434539	2329	14	146.954285062569	0.9311	0.9027	0.7678	0.7326	0.9265	0.877
species	Chimp_specific_hypo	chr6	17101610	17102081	472	12	145.139073018348	0.3159	0.4089	0.0688	0.0977	0.2983	0.641
species	Chimp_specific_hypo	chr14	45723102	45723568	467	8	144.770297381017	0.7621	0.7994	0.2097	0.168	0.658	0.6628
species	Chimp_specific_hypo	chr1	226112818	226113058	241	9	144.150254975401	0.8371	0.9274	0.2331	0.4182	0.9648	0.9686
species	Chimp_specific_hypo	chr7	139888152	139888894	743	14	143.855550557483	0.8939	0.8194	0.4812	0.3647	0.9064	0.9302
species	Chimp_specific_hypo	chr14	52735704	52736420	717	17	143.836937433528	0.5657	0.3847	0.3477	0.1374	0.6203	0.4888
species	Chimp_specific_hypo	chr1	85219864	85220337	474	23	139.849116181337	0.5063	0.5689	0.3301	0.3599	0.6356	0.7931
species	Chimp_specific_hypo	chr5	462055	462693	639	15	139.080691809985	0.9537	0.9464	0.76	0.7294	0.9499	0.9444
species	Chimp_specific_hypo	chr11	77851260	77851689	430	19	136.024350213836	0.4119	0.6127	0.1375	0.356	0.597	0.6411
species	Chimp_specific_hypo	chr5	179022895	179023574	680	8	135.110719961054	0.7179	0.851	0.1534	0.3369	0.6237	0.8728
species	Chimp_specific_hypo	chr5	140456862	140457621	760	22	134.595647941408	0.2844	0.32	0.1327	0.1574	0.5496	0.5673
species	Chimp_specific_hypo	chr17	41444490	41445139	650	16	134.298671801568	0.7589	0.6214	0.4263	0.3148	0.9117	0.7175
species	Chimp_specific_hypo	chr1	11323250	11323324	75	8	133.891646104082	0.6166	0.5402	0.11	0.0664	0.8435	0.7762
species	Chimp_specific_hypo	chr10	119300412	119301049	638	24	133.725328873315	0.3598	0.3585	0.2443	0.1952	0.4015	0.3498
species	Chimp_specific_hypo	chr18	76053556	76054933	1378	21	132.458618020112	0.314	0.2533	0.1712	0.1532	0.4392	0.3973
species	Chimp_specific_hypo	chr1	244964253	244964945	693	17	131.975761986479	0.7054	0.495	0.5352	0.3209	0.6312	0.5208
species	Chimp_specific_hypo	chr16	89571614	89573822	2209	17	131.214520351082	0.607	0.574	0.392	0.3382	0.561	0.5003
species	Chimp_specific_hypo	chr18	73521278	73522108	831	17	130.220310402739	0.7166	0.7705	0.4849	0.318	0.8003	0.7971
species	Chimp_specific_hypo	chr12	129012624	129013607	984	11	129.662724174311	0.8637	0.8456	0.4954	0.4179	0.8084	0.8589
species	Chimp_specific_hypo	chr6	26326964	26327557	594	19	129.217082790575	0.3391	0.568	0.1497	0.3839	0.3257	0.6188
species	Chimp_specific_hypo	chr16	84022477	84024647	2171	14	129.022750883626	0.8867	0.8394	0.5474	0.5226	0.8681	0.715
species	Chimp_specific_hypo	chr10	13816391	13818774	2384	24	127.692428404726	0.7692	0.9472	0.5743	0.8334	0.9044	0.9035
species	Chimp_specific_hypo	chr6	11403327	11403586	260	7	126.94051585776	0.9002	0.965	0.3152	0.3767	0.9245	0.8573
species	Chimp_specific_hypo	chr14	76777078	76778252	1175	20	125.637044058822	0.7954	0.7299	0.5066	0.538	0.8835	0.8095
species	Chimp_specific_hypo	chr15	79725284	79726198	915	21	123.743706578148	0.4602	0.479	0.2676	0.3604	0.5443	0.6632
species	Chimp_specific_hypo	chr4	132584703	132586684	1982	10	122.663471687573	0.845	0.7297	0.59	0.5175	0.8008	0.6956
species	Chimp_specific_hypo	chr3	112709213	112709544	332	13	120.64715619079	0.4813	0.5912	0.2773	0.3464	0.5168	0.5406
species	Chimp_specific_hypo	chr3	49709668	49710463	796	9	120.517213607298	0.7461	0.9225	0.1861	0.4406	0.7542	0.8788
species	Chimp_specific_hypo	chr19	52452708	52453266	559	13	120.338579621004	0.5335	0.5316	0.2426	0.323	0.7909	0.925
species	Chimp_specific_hypo	chr9	36961446	36961880	435	15	119.13300725505	0.5244	0.253	0.2356	0.0803	0.8685	0.2113
species	Chimp_specific_hypo	chr4	183607888	183609627	1740	15	119.0413808763	0.7436	0.7325	0.4651	0.4588	0.8217	0.7999
species	Chimp_specific_hypo	chr7	83778080	83780593	2514	18	118.983382932321	0.9325	0.9192	0.7858	0.7344	0.9185	0.8536
species	Chimp_specific_hypo	chr8	16410170	16412817	2648	13	118.782044185781	0.8998	0.8892	0.7471	0.7675	0.9494	0.9286
species	Chimp_specific_hypo	chr1	186969711	186972619	2909	8	118.359515003247	0.909	0.8799	0.5547	0.4922	0.9067	0.8352
species	Chimp_specific_hypo	chr16	86128684	86130692	2009	13	118.215878322592	0.9442	0.8859	0.7854	0.5892	0.9402	0.8677
species	Chimp_specific_hypo	chr4	187267883	187269276	1394	14	117.892143500134	0.7729	0.591	0.5806	0.3555	0.7562	0.7253
species	Chimp_specific_hypo	chr2	113341023	113341540	518	10	117.251877815049	0.5358	0.4558	0.197	0.1285	0.7116	0.7058
species	Chimp_specific_hypo	chr9	974458	975192	735	20	115.204798392087	0.3199	0.5491	0.2048	0.3196	0.3206	0.6353
species	Chimp_specific_hypo	chr11	62421367	62422280	914	10	115.137513167364	0.9353	0.9036	0.4186	0.5436	0.8663	0.8551
species	Chimp_specific_hypo	chr4	189624363	189624893	531	11	114.702617344871	0.9175	0.7216	0.6759	0.4395	0.955	0.9165
species	Chimp_specific_hypo	chr10	3723915	3724741	827	13	114.269266734354	0.8997	0.5125	0.6371	0.1566	0.8462	0.5048
species	Chimp_specific_hypo	chr8	94753591	94753862	272	6	112.819395441883	0.4917	0.4317	0.1123	0.0922	0.6741	0.6453
species	Chimp_specific_hypo	chr8	74882687	74883415	729	17	112.803298846199	0.4835	0.5352	0.1876	0.307	0.6783	0.63
species	Chimp_specific_hypo	chr1	53392354	53394190	1837	15	112.013990430537	0.1643	0.1717	0.3885	0.4368	0.1151	0.12
species	Chimp_specific_hypo	chr11	101918789	101919414	626	12	111.970846312437	0.6377	0.5572	0.4305	0.2643	0.7616	0.8144
species	Chimp_specific_hypo	chr1	113285600	113285951	352	14	111.635804623573	0.5181	0.5664	0.1967	0.2899	0.6072	0.6559
species	Chimp_specific_hypo	chr11	74302611	74303069	459	10	109.552262644269	0.7429	0.7796	0.428	0.5036	0.8406	0.8168
species	Chimp_specific_hypo	chr6	97343955	97344927	973	12	108.741722384908	0.2739	0.3874	0.1562	0.2024	0.3152	0.3786
species	Chimp_specific_hypo	chr12	130956922	130958450	1529	16	108.489749593498	0.3967	0.7116	0.2712	0.4411	0.3729	0.7303
species	Chimp_specific_hypo	chr10	2723011	2723710	700	12	108.351956446732	0.883	0.4405	0.6171	0.1093	0.8212	0.4955
species	Chimp_specific_hypo	chr5	80595729	80596475	747	13	107.978744390885	0.7109	0.7951	0.4218	0.4536	0.8358	0.8196
species	Chimp_specific_hypo	chr6	27243405	27244515	1111	25	107.232787354439	0.5381	0.5621	0.4327	0.4347	0.8065	0.7859
species	Chimp_specific_hypo	chr2	215675214	215675771	558	14	107.164569037278	0.7827	0.6976	0.5449	0.4825	0.7193	0.7004
species	Chimp_specific_hypo	chr1	209957104	209957382	279	9	106.313673523672	0.3537	0.3947	0.092	0.0845	0.316	0.3942
species	Chimp_specific_hypo	chr16	89497010	89497636	627	11	106.161743336883	0.5708	0.6163	0.2604	0.1946	0.7283	0.4101
species	Chimp_specific_hypo	chr2	167336689	167337253	565	12	105.74330626837	0.945	0.957	0.7382	0.6574	0.9425	0.9633
species	Chimp_specific_hypo	chr18	47338808	47339499	692	13	105.470739489389	0.6029	0.2912	0.2691	0.1778	0.5815	0.573
species	Chimp_specific_hypo	chr2	8597789	8598403	615	18	105.319517588558	0.4666	0.8337	0.2816	0.5776	0.5722	0.8805
species	Chimp_specific_hypo	chr6	19983468	19984103	636	16	103.978652132244	0.7369	0.8744	0.5472	0.7007	0.9139	0.8653
species	Chimp_specific_hypo	chr19	44330505	44331206	702	10	103.304993427292	0.3843	0.2906	0.0958	0.0828	0.4129	0.4545
species	Chimp_specific_hypo	chr17	75199657	75200321	665	15	102.814113201205	0.7665	0.8248	0.5177	0.5087	0.8526	0.7134
species	Chimp_specific_hypo	chr12	80085619	80086705	1087	15	101.999887900926	0.5096	0.614	0.3671	0.3651	0.8664	0.9361
species	Chimp_specific_hypo	chr1	9406941	9407739	799	16	101.868378641013	0.854	0.6623	0.6507	0.4991	0.8684	0.7531
species	Chimp_specific_hypo	chr12	3667481	3668539	1059	14	100.705305630219	0.7155	0.9071	0.5513	0.5956	0.7841	0.8207
species	Chimp_specific_hypo	chr1	155827349	155827556	208	9	100.504835310958	0.3758	0.4738	0.0396	0.0932	0.344	0.5105
species	Chimp_specific_hypo	chr21	15519944	15525642	5699	15	100.466509683364	0.8601	0.7374	0.648	0.5058	0.9184	0.8697
species	Chimp_specific_hypo	chr7	49811985	49812494	510	16	100.449019942243	0.8405	0.8984	0.571	0.7435	0.8624	0.9518
species	Chimp_specific_hypo	chr16	18094489	18096475	1987	11	100.435956115929	0.9589	0.898	0.7391	0.6827	0.9622	0.9131
species	Chimp_specific_hypo	chr16	55223677	55224614	938	15	100.372613221259	0.5473	0.4791	0.3984	0.2087	0.6091	0.477
species	Chimp_specific_hypo	chr14	36790186	36790649	464	10	100.312943663503	0.6769	0.7502	0.4492	0.437	0.7484	0.7977
species	Chimp_specific_hypo	chr12	125271434	125272713	1280	11	100.110807981578	0.6944	0.6169	0.5342	0.4363	0.6394	0.6816
species	Chimp_specific_hypo	chr1	110785554	110786858	1305	17	98.3350062481467	0.6965	0.5511	0.4607	0.3353	0.8494	0.8196
species	Chimp_specific_hypo	chr17	34843359	34844185	827	8	97.432189070593	0.8499	0.8541	0.3927	0.4478	0.7778	0.7714
species	Chimp_specific_hypo	chr11	27827815	27828381	567	13	97.2165421675127	0.8255	0.7967	0.6017	0.5112	0.9183	0.8661
species	Chimp_specific_hypo	chr5	179823536	179824660	1125	17	96.8133403982943	0.8562	0.6836	0.6693	0.5822	0.9219	0.8752
species	Chimp_specific_hypo	chr9	6542867	6543952	1086	9	95.0004167851141	0.9019	0.622	0.3759	0.3398	0.9737	0.9678
species	Chimp_specific_hypo	chr7	102985504	102985646	143	7	94.9279358946186	0.5713	0.5382	0.3093	0.1126	0.4741	0.4
species	Chimp_specific_hypo	chr1	197878100	197879073	974	15	94.7909801405141	0.2887	0.2883	0.1279	0.142	0.5217	0.3548
species	Chimp_specific_hypo	chr21	15502760	15510109	7350	12	94.6823092696398	0.8575	0.7987	0.7292	0.5732	0.9175	0.7962
species	Chimp_specific_hypo	chr9	136283759	136284063	305	11	93.785102975024	0.4601	0.5497	0.2041	0.229	0.561	0.605
species	Chimp_specific_hypo	chr12	56966986	56967217	232	8	92.7948631851026	0.5619	0.7227	0.1475	0.137	0.7611	0.6019
species	Chimp_specific_hypo	chr20	11876489	11877950	1462	12	92.6048723582786	0.7192	0.7868	0.463	0.5078	0.7576	0.7089
species	Chimp_specific_hypo	chr3	129621986	129623701	1716	13	92.4704011931438	0.8951	0.8887	0.7466	0.7584	0.933	0.8741
species	Chimp_specific_hypo	chr22	26906961	26907828	868	13	92.1884774434439	0.4963	0.5754	0.2833	0.4039	0.4171	0.4916
species	Chimp_specific_hypo	chr15	93905635	93906481	847	8	92.1401643177863	0.8055	0.3142	0.3494	0.0978	0.7181	0.3762
species	Chimp_specific_hypo	chr3	62303995	62304307	313	10	91.6457142524963	0.5542	0.6615	0.2389	0.4079	0.8225	0.8191
species	Chimp_specific_hypo	chr19	39882596	39883151	556	17	91.2525181614398	0.5768	0.5426	0.4122	0.3563	0.5734	0.5219
species	Chimp_specific_hypo	chr14	39578704	39579117	414	14	90.9472511783949	0.9046	0.8611	0.7422	0.6675	0.9571	0.9313
species	Chimp_specific_hypo	chr5	172572427	172572596	170	13	90.4995414073666	0.6461	0.7447	0.4021	0.5318	0.879	0.9161
species	Chimp_specific_hypo	chr6	56234813	56235373	561	11	90.4903106593023	0.8369	0.7835	0.6354	0.5277	0.7506	0.8924
species	Chimp_specific_hypo	chr10	2498905	2499350	446	7	90.3775480124413	0.851	0.8248	0.5827	0.3841	0.7785	0.6075
species	Chimp_specific_hypo	chr19	56624747	56627789	3043	20	89.7541147118665	0.7801	0.8461	0.548	0.7335	0.7686	0.8949
species	Chimp_specific_hypo	chr10	133476638	133477171	534	12	89.5564466763381	0.623	0.1412	0.3398	0.0365	0.7866	0.7368
species	Chimp_specific_hypo	chr18	68167016	68167813	798	11	89.0427376044185	0.9426	0.8875	0.8325	0.7052	0.9512	0.9454
species	Chimp_specific_hypo	chr15	26340913	26341468	556	16	88.7301545090899	0.7585	0.6534	0.5925	0.4354	0.8894	0.5722
species	Chimp_specific_hypo	chr15	40073807	40074526	720	7	88.7165058317703	0.3791	0.5988	0.1381	0.1576	0.8483	0.8673
species	Chimp_specific_hypo	chr11	128035794	128037262	1469	12	88.4223153702797	0.9316	0.6071	0.7282	0.4389	0.9636	0.8978
species	Chimp_specific_hypo	chr13	29231821	29232367	547	9	87.7383600826465	0.6003	0.6245	0.3468	0.3535	0.6851	0.6608
species	Chimp_specific_hypo	chr14	22579700	22580840	1141	11	87.7032189380283	0.903	0.8472	0.7595	0.6631	0.8604	0.777
species	Chimp_specific_hypo	chr17	37123110	37124199	1090	11	87.6350283182197	0.487	0.5076	0.6685	0.6233	0.1978	0.2447
species	Chimp_specific_hypo	chr8	114058324	114059179	856	15	87.3152205480214	0.9408	0.908	0.8234	0.6833	0.9458	0.9388
species	Chimp_specific_hypo	chr17	7825653	7825949	297	8	87.3145161750587	0.654	0.5768	0.2837	0.1957	0.7774	0.758
species	Chimp_specific_hypo	chr6	28661178	28661637	460	16	87.2396333738582	0.212	0.1722	0.0696	0.0624	0.2403	0.2471
species	Chimp_specific_hypo	chr2	72316781	72317294	514	19	87.1420275240482	0.8582	0.6	0.7494	0.4098	0.9398	0.8955
species	Chimp_specific_hypo	chr8	38703247	38704287	1041	10	87.1105421561528	0.83	0.9514	0.3728	0.6543	0.8764	0.8999
species	Chimp_specific_hypo	chr9	129566665	129566856	192	9	86.5033017325001	0.8552	0.8757	0.5631	0.6065	0.8294	0.8085
species	Chimp_specific_hypo	chr10	86970809	86971895	1087	10	86.40572092903	0.9314	0.6323	0.7758	0.3477	0.9443	0.9079
species	Chimp_specific_hypo	chr6	165273018	165274224	1207	11	86.2643034713453	0.8016	0.8621	0.5089	0.4124	0.7148	0.9296
species	Chimp_specific_hypo	chr9	32553190	32554327	1138	14	86.0271288230468	0.36	0.4581	0.2411	0.2642	0.8744	0.9221
species	Chimp_specific_hypo	chr5	6819329	6819958	630	9	85.5788570308003	0.3937	0.5444	0.1153	0.2981	0.4416	0.8425
species	Chimp_specific_hypo	chr16	15650730	15651245	516	10	85.5044164069117	0.9226	0.9249	0.6316	0.7562	0.9232	0.9174
species	Chimp_specific_hypo	chr15	70752618	70752984	367	10	85.2473046817593	0.243	0.3367	0.0731	0.1699	0.7755	0.7596
species	Chimp_specific_hypo	chr4	74846905	74847829	925	10	85.1908983738951	0.494	0.4385	0.2507	0.2452	0.4368	0.3835
species	Chimp_specific_hypo	chr19	55747647	55750115	2469	13	85.08403621501	0.9263	0.8427	0.7558	0.7218	0.9518	0.8772
species	Chimp_specific_hypo	chr3	5208420	5208940	521	5	84.7776362509236	0.8126	0.7443	0.3698	0.3692	0.9343	0.9202
species	Chimp_specific_hypo	chr6	7532589	7533338	750	13	84.6280499365061	0.7577	0.5026	0.5825	0.3355	0.7938	0.633
species	Chimp_specific_hypo	chr19	4470403	4471084	682	6	84.5503339231104	0.8294	0.8344	0.41	0.2874	0.7824	0.7341
species	Chimp_specific_hypo	chr19	52597088	52597792	705	11	84.2435796899358	0.6084	0.5249	0.3893	0.3089	0.6454	0.6401
species	Chimp_specific_hypo	chr10	133484426	133484908	483	12	83.9326292199266	0.3638	0.3682	0.2236	0.0812	0.7383	0.2988
species	Chimp_specific_hypo	chr7	21081630	21082522	893	12	83.5740574856463	0.8616	0.8256	0.7289	0.607	0.8992	0.7441
species	Chimp_specific_hypo	chr2	162164079	162164498	420	8	82.9556680291415	0.5331	0.5579	0.2199	0.3207	0.4465	0.5581
species	Chimp_specific_hypo	chr12	114915434	114916489	1056	9	82.8986630925338	0.3861	0.3622	0.2054	0.1462	0.3841	0.2563
species	Chimp_specific_hypo	chr5	3195794	3197395	1602	15	82.6380390088368	0.3091	0.6711	0.2067	0.4386	0.4301	0.5982
species	Chimp_specific_hypo	chr11	118228861	118229744	884	8	82.6238085365895	0.8361	0.8744	0.606	0.6044	0.8104	0.8275
species	Chimp_specific_hypo	chr15	89786188	89786750	563	13	82.6055512472102	0.3863	0.7247	0.2094	0.4712	0.6072	0.8161
species	Chimp_specific_hypo	chr4	3599451	3599912	462	8	82.1694218423961	0.84	0.7865	0.6597	0.6404	0.9547	0.9123
species	Chimp_specific_hypo	chr7	158770620	158771031	412	12	82.1490568299688	0.7171	0.5582	0.5044	0.3317	0.8433	0.5461
species	Chimp_specific_hypo	chr11	132888231	132888585	355	8	82.0949549759386	0.9033	0.8087	0.5479	0.4925	0.9058	0.7282
species	Chimp_specific_hypo	chr10	35623760	35624429	670	9	82.0168021116302	0.5481	0.6697	0.2182	0.337	0.7532	0.7652
species	Chimp_specific_hypo	chr18	75496181	75496510	330	8	81.593122189182	0.838	0.3861	0.4952	0.1602	0.9464	0.8936
species	Chimp_specific_hypo	chr6	38671291	38671580	290	7	81.1467993043917	0.452	0.5383	0.0309	0.0415	0.6087	0.5509
species	Chimp_specific_hypo	chr19	59054555	59057389	2835	18	80.7214289457613	0.0981	0.0929	0.423	0.3729	0.0359	0.0397
species	Chimp_specific_hypo	chr22	38652752	38653063	312	10	80.6486566033333	0.6024	0.7944	0.3607	0.552	0.65	0.7382
species	Chimp_specific_hypo	chr7	54827639	54828124	486	8	80.6191408465516	0.5387	0.5391	0.3431	0.3087	0.788	0.7755
species	Chimp_specific_hypo	chr8	27449598	27449800	203	11	80.1670395549562	0.1606	0.4673	0.0476	0.1739	0.497	0.5564
species	Chimp_specific_hypo	chr1	164943073	164943436	364	4	80.0619963871087	0.9283	0.9262	0.1836	0.4306	0.6709	0.9501
species	Chimp_specific_hypo	chr19	47354532	47354723	192	9	79.4696924055699	0.509	0.6384	0.236	0.4121	0.6426	0.6765
species	Chimp_specific_hypo	chr3	197413882	197414430	549	6	79.1838777953856	0.8895	0.8981	0.442	0.3066	0.9642	0.952
species	Chimp_specific_hypo	chr9	23777396	23778458	1063	11	78.8178742610599	0.8357	0.8097	0.6224	0.5626	0.8808	0.8974
species	Chimp_specific_hypo	chr17	15317248	15318127	880	11	78.6708342587157	0.9464	0.778	0.8354	0.5049	0.9526	0.8906
species	Chimp_specific_hypo	chr2	112924259	112924879	621	7	78.5358007323828	0.7738	0.9493	0.4776	0.519	0.7783	0.8537
species	Chimp_specific_hypo	chr11	27385255	27385846	592	10	78.3115138757172	0.4801	0.6773	0.3053	0.4961	0.5441	0.6038
species	Chimp_specific_hypo	chr1	1815199	1815807	609	13	78.230945005731	0.6449	0.5326	0.4608	0.3772	0.6207	0.5034
species	Chimp_specific_hypo	chr15	53091909	53092672	764	15	77.7783509588017	0.2575	0.6641	0.1508	0.4472	0.4022	0.6022
species	Chimp_specific_hypo	chr4	184100953	184101598	646	9	77.6478545197686	0.8379	0.7371	0.5675	0.5847	0.9654	0.933
species	Chimp_specific_hypo	chr8	116506235	116507151	917	12	77.5080231992948	0.7023	0.3634	0.5195	0.1846	0.6765	0.3123
species	Chimp_specific_hypo	chr1	114201548	114202111	564	13	77.4067201485495	0.7877	0.7339	0.6147	0.5472	0.9366	0.9182
species	Chimp_specific_hypo	chr19	628402	628762	361	10	77.373548539611	0.9146	0.9217	0.7007	0.6666	0.8949	0.8944
species	Chimp_specific_hypo	chr19	41257964	41258334	371	14	77.2630891045965	0.5293	0.4879	0.3722	0.3184	0.6923	0.6664
species	Chimp_specific_hypo	chr2	150250263	150250925	663	10	77.166362582475	0.695	0.4688	0.5041	0.1678	0.9389	0.6737
species	Chimp_specific_hypo	chr21	43191970	43193306	1337	8	77.0219161444143	0.8566	0.7328	0.6586	0.5522	0.8034	0.7244
